sequence,length,participation_index,tail_event_count,last_participation_ratio
Office -> Coffee Shop,2,0.18598382749326145,69,0.18598382749326145
Coffee Shop -> Office,2,0.14629948364888123,85,0.14629948364888123
Office -> Park,2,0.1,25,0.1
Bar -> American Restaurant,2,0.09574468085106383,18,0.09574468085106383
Office -> Deli / Bodega,2,0.09183673469387756,18,0.09183673469387756
Gym / Fitness Center -> Train Station,2,0.09064327485380116,31,0.09064327485380116
Office -> Gym / Fitness Center,2,0.08962264150943396,38,0.08962264150943396
Office -> Food & Drink Shop,2,0.0886426592797784,32,0.0886426592797784
Food & Drink Shop -> Park,2,0.088,22,0.088
Gym / Fitness Center -> Office,2,0.08777969018932874,51,0.08777969018932874
Office -> American Restaurant,2,0.0797872340425532,15,0.0797872340425532
Coffee Shop -> Deli / Bodega,2,0.07653061224489796,15,0.07653061224489796
Subway -> Train Station,2,0.07602339181286549,26,0.07602339181286549
Coffee Shop -> Gym / Fitness Center,2,0.07311320754716981,31,0.07311320754716981
Deli / Bodega -> Office,2,0.07228915662650602,42,0.07228915662650602
Coffee Shop -> Park,2,0.072,18,0.072
Coffee Shop -> American Restaurant,2,0.06914893617021277,13,0.06914893617021277
Gym / Fitness Center -> American Restaurant,2,0.06914893617021277,13,0.06914893617021277
Office -> Coffee Shop -> Office,3,0.06712564543889846,39,0.06712564543889846
Gym / Fitness Center -> Food & Drink Shop,2,0.0664819944598338,24,0.0664819944598338
Gym / Fitness Center -> Coffee Shop,2,0.0646900269541779,24,0.0646900269541779
Park -> Food & Drink Shop,2,0.06371191135734072,23,0.06371191135734072
Subway -> Office,2,0.06368330464716007,37,0.06368330464716007
American Restaurant -> Bar,2,0.060556464811783964,37,0.060556464811783964
Bar -> Park,2,0.06,15,0.06
American Restaurant -> Train Station,2,0.05847953216374269,20,0.05847953216374269
Gym / Fitness Center -> Bar,2,0.057283142389525366,35,0.057283142389525366
Office -> Subway,2,0.057007125890736345,24,0.057007125890736345
Office -> Train Station,2,0.05555555555555555,19,0.05555555555555555
Subway -> Bus Station,2,0.05555555555555555,13,0.05555555555555555
Coffee Shop -> Train Station,2,0.05263157894736842,18,0.05263157894736842
Bar -> Gym / Fitness Center,2,0.05188679245283019,22,0.05188679245283019
Subway -> Coffee Shop,2,0.05121293800539083,19,0.05121293800539083
Coffee Shop -> Food & Drink Shop,2,0.04986149584487535,18,0.04986149584487535
Coffee Shop -> Neighborhood,2,0.04954954954954955,11,0.04954954954954955
Office -> Neighborhood,2,0.04954954954954955,11,0.04954954954954955
Coffee Shop -> Office -> Coffee Shop,3,0.04851752021563342,18,0.04851752021563342
Subway -> American Restaurant,2,0.047872340425531915,9,0.047872340425531915
Subway -> Deli / Bodega,2,0.04591836734693878,9,0.04591836734693878
Coffee Shop -> Bar,2,0.04582651391162029,28,0.04582651391162029
Bar -> Coffee Shop,2,0.04582210242587601,17,0.04582210242587601
Food & Drink Shop -> Office,2,0.04475043029259897,26,0.04475043029259897
Food & Drink Shop -> Bar,2,0.044189852700491,27,0.044189852700491
Subway -> Park,2,0.044,11,0.044
Food & Drink Shop -> American Restaurant,2,0.0425531914893617,8,0.0425531914893617
Neighborhood -> Office,2,0.04130808950086059,24,0.04130808950086059
Park -> Office,2,0.04130808950086059,24,0.04130808950086059
Office -> Neighborhood -> Office,3,0.04130808950086059,24,0.04130808950086059
Bar -> Neighborhood,2,0.04054054054054054,9,0.04054054054054054
Coffee Shop -> Subway,2,0.040380047505938245,17,0.040380047505938245
Food & Drink Shop -> Gym / Fitness Center,2,0.04009433962264151,17,0.04009433962264151
Gym / Fitness Center -> Park,2,0.04,10,0.04
Office -> Food & Drink Shop -> Park,3,0.04,10,0.04
Bar -> Office,2,0.039586919104991396,23,0.039586919104991396
