sequence,length,participation_index,tail_event_count,last_participation_ratio
Office -> Coffee Shop,2,0.03670634920634921,37,0.03670634920634921
Office -> Deli / Bodega,2,0.03525046382189239,19,0.03525046382189239
Coffee Shop -> Office,2,0.033633633633633635,56,0.033633633633633635
Subway -> Bus Station,2,0.02450229709035222,16,0.02450229709035222
Bar -> American Restaurant,2,0.023622047244094488,12,0.023622047244094488
Coffee Shop -> Deli / Bodega,2,0.022263450834879406,12,0.022263450834879406
Subway -> Park,2,0.018922852983988356,13,0.018922852983988356
Food & Drink Shop -> Coffee Shop,2,0.016865079365079364,17,0.016865079365079364
Train Station -> Deli / Bodega,2,0.016697588126159554,9,0.016697588126159554
Subway -> Office,2,0.016216216216216217,27,0.016216216216216217
Other Great Outdoors -> Bus Station,2,0.015313935681470138,10,0.015313935681470138
Subway -> Neighborhood,2,0.015202702702702704,9,0.015202702702702704
Park -> Other Great Outdoors,2,0.015082956259426848,10,0.015082956259426848
Subway -> Deli / Bodega,2,0.014842300556586271,8,0.014842300556586271
Coffee Shop -> Park,2,0.01455604075691412,10,0.01455604075691412
Other Great Outdoors -> Park,2,0.01455604075691412,10,0.01455604075691412
Subway -> Food & Drink Shop,2,0.013598326359832637,13,0.013598326359832637
Food & Drink Shop -> Park,2,0.013100436681222707,9,0.013100436681222707
Office -> Park,2,0.013100436681222707,9,0.013100436681222707
Other Great Outdoors -> Subway,2,0.01272264631043257,15,0.01272264631043257
Deli / Bodega -> Office,2,0.012612612612612612,21,0.012612612612612612
Food & Drink Shop -> Bus Station,2,0.01225114854517611,8,0.01225114854517611
Office -> Train Station,2,0.01220865704772475,11,0.01220865704772475
Coffee Shop -> Food & Drink Shop,2,0.011506276150627616,11,0.011506276150627616
Office -> Food & Drink Shop,2,0.011506276150627616,11,0.011506276150627616
Park -> Food & Drink Shop,2,0.011506276150627616,11,0.011506276150627616
Office -> Gym / Fitness Center,2,0.011494252873563218,12,0.011494252873563218
Subway -> Train Station,2,0.011098779134295227,10,0.011098779134295227
Office -> Subway,2,0.01102629346904156,13,0.01102629346904156
Deli / Bodega -> Coffee Shop,2,0.010912698412698412,11,0.010912698412698412
Bar -> Bus Station,2,0.010719754977029096,7,0.010719754977029096
Food & Drink Shop -> Office,2,0.01021021021021021,17,0.01021021021021021
Office -> Neighborhood,2,0.010135135135135136,6,0.010135135135135136
Train Station -> Coffee Shop,2,0.00992063492063492,10,0.00992063492063492
Coffee Shop -> Subway,2,0.009329940627650551,11,0.009329940627650551
Food & Drink Shop -> Deli / Bodega,2,0.00927643784786642,5,0.00927643784786642
Park -> Coffee Shop,2,0.008928571428571428,9,0.008928571428571428
Coffee Shop -> Train Station,2,0.008879023307436182,8,0.008879023307436182
Other Great Outdoors -> Home (private),2,0.008845437616387336,19,0.008845437616387336
Bus Station -> Subway,2,0.008481764206955046,10,0.008481764206955046
Train Station -> Subway,2,0.008481764206955046,10,0.008481764206955046
Home (private) -> Residential Building (Apartment / Condo),2,0.008281573498964804,4,0.008281573498964804
Food & Drink Shop -> American Restaurant,2,0.007874015748031496,4,0.007874015748031496
Subway -> American Restaurant,2,0.007874015748031496,4,0.007874015748031496
Food & Drink Shop -> Gym / Fitness Center,2,0.007662835249042145,8,0.007662835249042145
Coffee Shop -> Bus Station,2,0.007656967840735069,5,0.007656967840735069
Food & Drink Shop -> Subway,2,0.007633587786259542,9,0.007633587786259542
Bar -> Food & Drink Shop,2,0.007322175732217573,7,0.007322175732217573
Bar -> Coffee Shop,2,0.006944444444444444,7,0.006944444444444444
Coffee Shop -> Neighborhood,2,0.006756756756756757,4,0.006756756756756757
Coffee Shop -> Gym / Fitness Center,2,0.006704980842911878,7,0.006704980842911878
Gym / Fitness Center -> Office,2,0.006606606606606606,11,0.006606606606606606
Neighborhood -> Office,2,0.006606606606606606,11,0.006606606606606606
Office -> Bar,2,0.006585612968591692,13,0.006585612968591692
Deli / Bodega -> Food & Drink Shop,2,0.006276150627615063,6,0.006276150627615063
Neighborhood -> Food & Drink Shop,2,0.006276150627615063,6,0.006276150627615063
Food & Drink Shop -> Residential Building (Apartment / Condo),2,0.006211180124223602,3,0.006211180124223602
Office -> Residential Building (Apartment / Condo),2,0.006211180124223602,3,0.006211180124223602
Bus Station -> Subway -> Bus Station,3,0.006125574272588055,4,0.006125574272588055
Bar -> Office,2,0.006006006006006006,10,0.006006006006006006
Bus Station -> Coffee Shop,2,0.005952380952380952,6,0.005952380952380952
Subway -> Coffee Shop,2,0.005952380952380952,6,0.005952380952380952
Deli / Bodega -> Subway,2,0.005937234944868533,7,0.005937234944868533
Bar -> Park,2,0.005822416302765648,4,0.005822416302765648
Gym / Fitness Center -> Park,2,0.005822416302765648,4,0.005822416302765648
Residential Building (Apartment / Condo) -> Home (private),2,0.00558659217877095,12,0.00558659217877095
American Restaurant -> Bar,2,0.005572441742654508,11,0.005572441742654508
Coffee Shop -> Bar,2,0.005572441742654508,11,0.005572441742654508
Bar -> Deli / Bodega,2,0.0055658627087198514,3,0.0055658627087198514
Bus Station -> Deli / Bodega,2,0.0055658627087198514,3,0.0055658627087198514
Other Great Outdoors -> Deli / Bodega,2,0.0055658627087198514,3,0.0055658627087198514
Residential Building (Apartment / Condo) -> Deli / Bodega,2,0.0055658627087198514,3,0.0055658627087198514
American Restaurant -> Office,2,0.005405405405405406,9,0.005405405405405406
Train Station -> Office,2,0.005405405405405406,9,0.005405405405405406
Gym / Fitness Center -> Food & Drink Shop,2,0.005230125523012552,5,0.005230125523012552
Park -> Subway,2,0.005089058524173028,6,0.005089058524173028
Food & Drink Shop -> Neighborhood,2,0.005067567567567568,3,0.005067567567567568
Park -> Neighborhood,2,0.005067567567567568,3,0.005067567567567568
Train Station -> Neighborhood,2,0.005067567567567568,3,0.005067567567567568
Gym / Fitness Center -> Coffee Shop,2,0.00496031746031746,5,0.00496031746031746
Neighborhood -> Gym / Fitness Center,2,0.004789272030651341,5,0.004789272030651341
Park -> Gym / Fitness Center,2,0.004789272030651341,5,0.004789272030651341
Neighborhood -> Bus Station,2,0.004594180704441042,3,0.004594180704441042
Train Station -> Bar,2,0.004559270516717325,9,0.004559270516717325
Deli / Bodega -> Other Great Outdoors,2,0.004524886877828055,3,0.004524886877828055
Home (private) -> Other Great Outdoors,2,0.004524886877828055,3,0.004524886877828055
Neighborhood -> Park,2,0.004366812227074236,3,0.004366812227074236
American Restaurant -> Subway,2,0.004240882103477523,5,0.004240882103477523
Bar -> Subway,2,0.004240882103477523,5,0.004240882103477523
Neighborhood -> Subway,2,0.004240882103477523,5,0.004240882103477523
