sequence,length,participation_index,tail_event_count,last_participation_ratio
Office -> Coffee Shop,2,0.09689213893967093,53,0.09689213893967093
Coffee Shop -> Office,2,0.07745664739884393,67,0.07745664739884393
Office -> Deli / Bodega,2,0.0547945205479452,16,0.0547945205479452
Office -> Neighborhood,2,0.044585987261146494,14,0.044585987261146494
Bar -> American Restaurant,2,0.04119850187265917,11,0.04119850187265917
Food & Drink Shop -> Park,2,0.041176470588235294,14,0.041176470588235294
Train Station -> Coffee Shop,2,0.038391224862888484,21,0.038391224862888484
Subway -> Bus Station,2,0.0364741641337386,12,0.0364741641337386
Office -> Park,2,0.03529411764705882,12,0.03529411764705882
Subway -> Office,2,0.03468208092485549,30,0.03468208092485549
Coffee Shop -> Deli / Bodega,2,0.03424657534246575,10,0.03424657534246575
Coffee Shop -> Train Station,2,0.03225806451612903,16,0.03225806451612903
Office -> Train Station,2,0.03225806451612903,16,0.03225806451612903
Deli / Bodega -> Office,2,0.03121387283236994,27,0.03121387283236994
Subway -> Deli / Bodega,2,0.030821917808219176,9,0.030821917808219176
Subway -> Train Station,2,0.03024193548387097,15,0.03024193548387097
Gym / Fitness Center -> American Restaurant,2,0.0299625468164794,8,0.0299625468164794
Office -> American Restaurant,2,0.0299625468164794,8,0.0299625468164794
Office -> Food & Drink Shop,2,0.02912621359223301,15,0.02912621359223301
Train Station -> Coffee Shop -> Train Station,3,0.028225806451612902,14,0.028225806451612902
Food & Drink Shop -> Coffee Shop,2,0.027422303473491772,15,0.027422303473491772
Office -> Gym / Fitness Center,2,0.0273972602739726,16,0.0273972602739726
Coffee Shop -> Food & Drink Shop,2,0.027184466019417475,14,0.027184466019417475
Office -> Coffee Shop -> Office,3,0.026589595375722544,23,0.026589595375722544
Coffee Shop -> Park,2,0.026470588235294117,9,0.026470588235294117
Subway -> Park,2,0.026470588235294117,9,0.026470588235294117
Other Great Outdoors -> Bus Station,2,0.0243161094224924,8,0.0243161094224924
Gym / Fitness Center -> Office,2,0.024277456647398842,21,0.024277456647398842
Bar -> Gym / Fitness Center,2,0.023972602739726026,14,0.023972602739726026
Other Great Outdoors -> Park,2,0.023529411764705882,8,0.023529411764705882
Gym / Fitness Center -> Food & Drink Shop,2,0.02330097087378641,12,0.02330097087378641
Park -> Food & Drink Shop,2,0.02330097087378641,12,0.02330097087378641
Office -> Subway,2,0.02287581699346405,14,0.02287581699346405
Food & Drink Shop -> Residential Building (Apartment / Condo),2,0.022813688212927757,6,0.022813688212927757
Coffee Shop -> American Restaurant,2,0.02247191011235955,6,0.02247191011235955
Subway -> Neighborhood,2,0.022292993630573247,7,0.022292993630573247
Gym / Fitness Center -> Coffee Shop,2,0.021937842778793418,12,0.021937842778793418
Food & Drink Shop -> Office,2,0.020809248554913295,18,0.020809248554913295
Bar -> Park,2,0.020588235294117647,7,0.020588235294117647
Coffee Shop -> Gym / Fitness Center,2,0.02054794520547945,12,0.02054794520547945
Train Station -> Deli / Bodega,2,0.02054794520547945,6,0.02054794520547945
Gym / Fitness Center -> Train Station,2,0.020161290322580645,10,0.020161290322580645
Bar -> Coffee Shop,2,0.02010968921389397,11,0.02010968921389397
Park -> Coffee Shop,2,0.02010968921389397,11,0.02010968921389397
Subway -> Coffee Shop,2,0.02010968921389397,11,0.02010968921389397
Home (private) -> Residential Building (Apartment / Condo),2,0.019011406844106463,5,0.019011406844106463
Food & Drink Shop -> Gym / Fitness Center,2,0.018835616438356163,11,0.018835616438356163
Park -> Office,2,0.018497109826589597,16,0.018497109826589597
Train Station -> Office,2,0.018497109826589597,16,0.018497109826589597
Train Station -> Office -> Train Station,3,0.018497109826589597,13,0.02620967741935484
American Restaurant -> Coffee Shop,2,0.018281535648994516,10,0.018281535648994516
Food & Drink Shop -> Bus Station,2,0.0182370820668693,6,0.0182370820668693
Gym / Fitness Center -> Bar,2,0.01818181818181818,18,0.01818181818181818
Bus Station -> Train Station,2,0.018145161290322582,9,0.018145161290322582
Coffee Shop -> Subway,2,0.017973856209150325,11,0.017973856209150325
Food & Drink Shop -> Subway,2,0.017973856209150325,11,0.017973856209150325
Bar -> Office,2,0.017341040462427744,15,0.017341040462427744
Neighborhood -> Office,2,0.017341040462427744,15,0.017341040462427744
Park -> Deli / Bodega,2,0.017123287671232876,5,0.017123287671232876
Deli / Bodega -> Coffee Shop,2,0.016453382084095063,9,0.016453382084095063
Other Great Outdoors -> Subway,2,0.016339869281045753,10,0.016339869281045753
Office -> Neighborhood -> Office,3,0.016184971098265895,14,0.016184971098265895
Coffee Shop -> Neighborhood,2,0.01592356687898089,5,0.01592356687898089
Park -> Other Great Outdoors,2,0.015544041450777202,6,0.015544041450777202
Bar -> Food & Drink Shop,2,0.015533980582524271,8,0.015533980582524271
Gym / Fitness Center -> Residential Building (Apartment / Condo),2,0.015209125475285171,4,0.015209125475285171
Subway -> Residential Building (Apartment / Condo),2,0.015209125475285171,4,0.015209125475285171
Bar -> Bus Station,2,0.015197568389057751,5,0.015197568389057751
Food & Drink Shop -> American Restaurant,2,0.0149812734082397,4,0.0149812734082397
Train Station -> American Restaurant,2,0.0149812734082397,4,0.0149812734082397
Deli / Bodega -> Park,2,0.014705882352941176,5,0.014705882352941176
Gym / Fitness Center -> Park,2,0.014705882352941176,5,0.014705882352941176
Bus Station -> Coffee Shop,2,0.014625228519195612,8,0.014625228519195612
Home (private) -> Train Station,2,0.014112903225806451,7,0.014112903225806451
American Restaurant -> Food & Drink Shop,2,0.013592233009708738,7,0.013592233009708738
Neighborhood -> Food & Drink Shop,2,0.013592233009708738,7,0.013592233009708738
Subway -> Food & Drink Shop,2,0.013592233009708738,7,0.013592233009708738
American Restaurant -> Bar,2,0.013131313131313131,13,0.013131313131313131
Office -> Subway -> Neighborhood,3,0.012738853503184714,4,0.012738853503184714
American Restaurant -> Office,2,0.012716763005780347,11,0.012716763005780347
Coffee Shop -> Bus Station,2,0.0121580547112462,4,0.0121580547112462
Coffee Shop -> Bar,2,0.012121212121212121,12,0.012121212121212121
Food & Drink Shop -> Bar,2,0.012121212121212121,12,0.012121212121212121
Park -> Bar,2,0.012121212121212121,12,0.012121212121212121
American Restaurant -> Train Station,2,0.012096774193548387,6,0.012096774193548387
Bar -> Train Station,2,0.012096774193548387,6,0.012096774193548387
Neighborhood -> Park,2,0.011764705882352941,4,0.011764705882352941
Train Station -> Subway,2,0.011437908496732025,7,0.011437908496732025
Subway -> American Restaurant,2,0.011235955056179775,3,0.011235955056179775
Subway -> Office -> Coffee Shop,3,0.010968921389396709,6,0.010968921389396709
Gym / Fitness Center -> Deli / Bodega,2,0.010273972602739725,3,0.010273972602739725
Residential Building (Apartment / Condo) -> Deli / Bodega,2,0.010273972602739725,3,0.010273972602739725
Other Great Outdoors -> Home (private),2,0.01,12,0.01
Deli / Bodega -> Subway,2,0.00980392156862745,6,0.00980392156862745
Gym / Fitness Center -> Subway,2,0.00980392156862745,6,0.00980392156862745
Deli / Bodega -> Food & Drink Shop,2,0.009708737864077669,5,0.009708737864077669
Bar -> Neighborhood,2,0.009554140127388535,3,0.009554140127388535
Food & Drink Shop -> Neighborhood,2,0.009554140127388535,3,0.009554140127388535
Train Station -> Neighborhood,2,0.009554140127388535,3,0.009554140127388535
Food & Drink Shop -> Office -> Coffee Shop,3,0.009140767824497258,5,0.009140767824497258
Bus Station -> Coffee Shop -> Bus Station,3,0.00911854103343465,3,0.00911854103343465
Office -> Bar,2,0.00909090909090909,9,0.00909090909090909
Office -> Coffee Shop -> Park,3,0.008823529411764706,3,0.008823529411764706
Office -> Neighborhood -> Park,3,0.008823529411764706,3,0.008823529411764706
Office -> Subway -> Park,3,0.008823529411764706,3,0.008823529411764706
Park -> Coffee Shop -> Park,3,0.008823529411764706,3,0.008823529411764706
Park -> Food & Drink Shop -> Park,3,0.008823529411764706,3,0.008823529411764706
Deli / Bodega -> Gym / Fitness Center,2,0.008561643835616438,5,0.008561643835616438
Neighborhood -> Gym / Fitness Center,2,0.008561643835616438,5,0.008561643835616438
Park -> Gym / Fitness Center,2,0.008561643835616438,5,0.008561643835616438
American Restaurant -> Subway,2,0.008169934640522876,5,0.008169934640522876
Bar -> Subway,2,0.008169934640522876,5,0.008169934640522876
Neighborhood -> Subway,2,0.008169934640522876,5,0.008169934640522876
Park -> Subway,2,0.008169934640522876,5,0.008169934640522876
Gym / Fitness Center -> Coffee Shop -> Office,3,0.008092485549132947,7,0.008092485549132947
Home (private) -> Bar,2,0.00808080808080808,8,0.00808080808080808
Subway -> Bar,2,0.00808080808080808,8,0.00808080808080808
Coffee Shop -> Office -> Train Station,3,0.008064516129032258,4,0.008064516129032258
Other Great Outdoors -> Subway -> Train Station,3,0.008064516129032258,4,0.008064516129032258
Train Station -> American Restaurant -> Train Station,3,0.008064516129032258,4,0.008064516129032258
Home (private) -> Other Great Outdoors,2,0.007772020725388601,3,0.007772020725388601
Subway -> Other Great Outdoors,2,0.007772020725388601,3,0.007772020725388601
Food & Drink Shop -> American Restaurant -> Food & Drink Shop,3,0.007766990291262136,4,0.007766990291262136
Park -> Coffee Shop -> Food & Drink Shop,3,0.007766990291262136,4,0.007766990291262136
Bus Station -> American Restaurant,2,0.00749063670411985,2,0.00749063670411985
Other Great Outdoors -> American Restaurant,2,0.00749063670411985,2,0.00749063670411985
Bus Station -> Train Station -> American Restaurant,3,0.00749063670411985,2,0.00749063670411985
Coffee Shop -> Office -> Coffee Shop,3,0.007312614259597806,4,0.007312614259597806
Office -> Park -> Coffee Shop,3,0.007312614259597806,4,0.007312614259597806
Office -> Train Station -> Coffee Shop,3,0.007312614259597806,4,0.007312614259597806
Train Station -> Office -> Coffee Shop,3,0.007312614259597806,4,0.007312614259597806
Train Station -> Office -> Train Station -> Coffee Shop,4,0.007312614259597806,4,0.007312614259597806
Neighborhood -> Bar,2,0.007070707070707071,7,0.007070707070707071
Train Station -> Bar,2,0.007070707070707071,7,0.007070707070707071
Train Station -> Bar -> Train Station,3,0.007070707070707071,6,0.012096774193548387
Coffee Shop -> Neighborhood -> Office,3,0.006936416184971098,6,0.006936416184971098
Deli / Bodega -> Coffee Shop -> Office,3,0.006936416184971098,6,0.006936416184971098
Office -> Park -> Office,3,0.006936416184971098,6,0.006936416184971098
Train Station -> Coffee Shop -> Office,3,0.006936416184971098,6,0.006936416184971098
American Restaurant -> Gym / Fitness Center,2,0.00684931506849315,4,0.00684931506849315
Bar -> Deli / Bodega,2,0.00684931506849315,2,0.00684931506849315
Train Station -> Gym / Fitness Center,2,0.00684931506849315,4,0.00684931506849315
American Restaurant -> Coffee Shop -> Deli / Bodega,3,0.00684931506849315,2,0.00684931506849315
Office -> Coffee Shop -> Deli / Bodega,3,0.00684931506849315,2,0.00684931506849315
Train Station -> Gym / Fitness Center -> Train Station,3,0.00684931506849315,6,0.012096774193548387
Park -> Neighborhood,2,0.006369426751592357,2,0.006369426751592357
