sequence,length,participation_index,tail_event_count,last_participation_ratio
Office -> Coffee Shop,2,0.04434589800443459,20,0.04434589800443459
Office -> Deli / Bodega,2,0.04219409282700422,10,0.04219409282700422
Subway -> Bus Station,2,0.03345724907063197,9,0.03345724907063197
Coffee Shop -> Office,2,0.03163686382393398,23,0.03163686382393398
Subway -> Neighborhood,2,0.023622047244094488,6,0.023622047244094488
Food & Drink Shop -> Coffee Shop,2,0.022172949002217297,10,0.022172949002217297
Subway -> Park,2,0.02127659574468085,6,0.02127659574468085
Subway -> Deli / Bodega,2,0.02109704641350211,5,0.02109704641350211
Home (private) -> Residential Building (Apartment / Condo),2,0.018779342723004695,4,0.018779342723004695
Subway -> Office,2,0.017881705639614855,13,0.017881705639614855
Food & Drink Shop -> Park,2,0.01773049645390071,5,0.01773049645390071
Subway -> Train Station,2,0.017456359102244388,7,0.017456359102244388
Coffee Shop -> Deli / Bodega,2,0.016877637130801686,4,0.016877637130801686
Train Station -> Deli / Bodega,2,0.016877637130801686,4,0.016877637130801686
Other Great Outdoors -> Subway,2,0.015904572564612324,8,0.015904572564612324
Office -> Train Station,2,0.014962593516209476,6,0.014962593516209476
Other Great Outdoors -> Bus Station,2,0.01486988847583643,4,0.01486988847583643
Bar -> American Restaurant,2,0.014218009478672985,3,0.014218009478672985
Office -> Gym / Fitness Center,2,0.014084507042253521,7,0.014084507042253521
Bar -> Coffee Shop,2,0.013303769401330377,6,0.013303769401330377
Train Station -> Coffee Shop,2,0.013303769401330377,6,0.013303769401330377
Gym / Fitness Center -> Food & Drink Shop,2,0.012077294685990338,5,0.012077294685990338
Food & Drink Shop -> Gym / Fitness Center,2,0.012072434607645875,6,0.012072434607645875
Food & Drink Shop -> Subway,2,0.011928429423459244,6,0.011928429423459244
Train Station -> Neighborhood,2,0.011811023622047244,3,0.011811023622047244
Subway -> Coffee Shop,2,0.011086474501108648,5,0.011086474501108648
Bar -> Office,2,0.011004126547455296,8,0.011004126547455296
Deli / Bodega -> Office,2,0.011004126547455296,8,0.011004126547455296
Coffee Shop -> Park,2,0.010638297872340425,3,0.010638297872340425
Gym / Fitness Center -> Park,2,0.010638297872340425,3,0.010638297872340425
Office -> Park,2,0.010638297872340425,3,0.010638297872340425
Other Great Outdoors -> Park,2,0.010638297872340425,3,0.010638297872340425
Coffee Shop -> Train Station,2,0.00997506234413965,4,0.00997506234413965
Office -> Subway,2,0.009940357852882704,5,0.009940357852882704
Train Station -> Subway,2,0.009940357852882704,5,0.009940357852882704
Neighborhood -> Food & Drink Shop,2,0.00966183574879227,4,0.00966183574879227
Office -> Food & Drink Shop,2,0.00966183574879227,4,0.00966183574879227
Park -> Food & Drink Shop,2,0.00966183574879227,4,0.00966183574879227
Food & Drink Shop -> Office,2,0.009628610729023384,7,0.009628610729023384
