length,support,support_ratio,event_type_sequence,locations,weights,weight_ratios
2,6.418461236060044,0.6418461236060045,Subway -> Coffee Shop,"[(-74.00898152589798, 40.71152385094095), (-74.00898152589798, 40.7540041755368)]","(6.418461236060044,)","(0.6418461236060045,)"
2,6.417711051141844,0.6417711051141844,Office -> Coffee Shop,"[(-73.94991821050644, 40.7540041755368), (-74.00898152589798, 40.7540041755368)]","(6.417711051141844,)","(0.6417711051141844,)"
2,6.407588535388904,0.6407588535388904,Gym / Fitness Center -> Coffee Shop,"[(-74.00898152589798, 40.7540041755368), (-74.00898152589798, 40.7540041755368)]","(6.407588535388904,)","(0.6407588535388904,)"
2,6.404142691613968,0.6404142691613968,Road -> Coffee Shop,"[(-74.00898152589798, 40.7540041755368), (-74.00898152589798, 40.7540041755368)]","(6.404142691613968,)","(0.6404142691613968,)"
2,6.320098175721548,0.6320098175721548,Deli / Bodega -> Coffee Shop,"[(-74.00898152589798, 40.7540041755368), (-74.00898152589798, 40.7540041755368)]","(6.320098175721548,)","(0.6320098175721548,)"
2,6.312413757090182,0.6312413757090182,Food & Drink Shop -> Coffee Shop,"[(-73.94991821050644, 40.7540041755368), (-74.00898152589798, 40.7540041755368)]","(6.312413757090182,)","(0.6312413757090182,)"
2,6.283193761810219,0.628319376181022,Building -> Coffee Shop,"[(-73.94991821050644, 40.7540041755368), (-74.00898152589798, 40.7540041755368)]","(6.283193761810219,)","(0.628319376181022,)"
2,6.192512325627053,0.6192512325627053,Home (private) -> Coffee Shop,"[(-73.8908548951149, 40.7540041755368), (-74.00898152589798, 40.7540041755368)]","(6.192512325627053,)","(0.6192512325627053,)"
2,6.171962796576671,0.6171962796576671,Train Station -> Coffee Shop,"[(-74.00898152589798, 40.7540041755368), (-74.00898152589798, 40.7540041755368)]","(6.171962796576671,)","(0.6171962796576671,)"
2,5.868403506985537,0.5868403506985537,Neighborhood -> Coffee Shop,"[(-74.00898152589798, 40.71152385094095), (-74.00898152589798, 40.7540041755368)]","(5.868403506985537,)","(0.5868403506985537,)"
2,5.841248405751178,0.5841248405751178,Food & Drink Shop -> Coffee Shop,"[(-74.00898152589798, 40.6690435263451), (-74.00898152589798, 40.7540041755368)]","(5.841248405751178,)","(0.5841248405751178,)"
