length,support,support_ratio,event_type_sequence,locations,weights,weight_ratios
2,7.451509755572801,0.7451509755572802,Other Great Outdoors -> Coffee Shop,"[(-74.01151496864126, 40.79648450013265), (-73.9539069896124, 40.7540041755368)]","(7.451509755572801,)","(0.7451509755572802,)"
2,7.450724576710812,0.7450724576710812,Train Station -> Coffee Shop,"[(-74.01151496864126, 40.7540041755368), (-73.9539069896124, 40.7540041755368)]","(7.450724576710812,)","(0.7450724576710812,)"
2,7.448670849100181,0.7448670849100181,Neighborhood -> Coffee Shop,"[(-74.01151496864126, 40.71152385094095), (-73.9539069896124, 40.7540041755368)]","(7.448670849100181,)","(0.7448670849100181,)"
2,7.435938103704826,0.7435938103704827,Office -> Coffee Shop,"[(-74.01151496864126, 40.71152385094095), (-73.9539069896124, 40.7540041755368)]","(7.435938103704826,)","(0.7435938103704827,)"
2,7.42102692999959,0.742102692999959,Residential Building (Apartment / Condo) -> Coffee Shop,"[(-73.9539069896124, 40.79648450013265), (-73.9539069896124, 40.7540041755368)]","(7.42102692999959,)","(0.742102692999959,)"
2,7.4142761384242,0.7414276138424201,Park -> Coffee Shop,"[(-73.9539069896124, 40.6690435263451), (-73.9539069896124, 40.7540041755368)]","(7.4142761384242,)","(0.7414276138424201,)"
2,7.388739357635985,0.7388739357635985,Bus Station -> Coffee Shop,"[(-74.01151496864126, 40.7540041755368), (-73.9539069896124, 40.7540041755368)]","(7.388739357635985,)","(0.7388739357635985,)"
2,7.3573564406031835,0.7357356440603183,Park -> Coffee Shop,"[(-73.9539069896124, 40.79648450013265), (-73.9539069896124, 40.7540041755368)]","(7.3573564406031835,)","(0.7357356440603183,)"
2,7.271732570176784,0.7271732570176784,Home (private) -> Coffee Shop,"[(-73.9539069896124, 40.79648450013265), (-73.9539069896124, 40.7540041755368)]","(7.271732570176784,)","(0.7271732570176784,)"
2,7.261216566445308,0.7261216566445308,Residential Building (Apartment / Condo) -> Coffee Shop,"[(-73.9539069896124, 40.7540041755368), (-73.9539069896124, 40.7540041755368)]","(7.261216566445308,)","(0.7261216566445308,)"
2,7.260161341916723,0.7260161341916722,Gym / Fitness Center -> Coffee Shop,"[(-74.01151496864126, 40.7540041755368), (-73.9539069896124, 40.7540041755368)]","(7.260161341916723,)","(0.7260161341916722,)"
2,7.195752662180239,0.7195752662180239,Train Station -> Coffee Shop,"[(-73.89629901058355, 40.7540041755368), (-73.9539069896124, 40.7540041755368)]","(7.195752662180239,)","(0.7195752662180239,)"
2,6.99890156403617,0.699890156403617,Park -> Coffee Shop,"[(-74.01151496864126, 40.71152385094095), (-73.9539069896124, 40.7540041755368)]","(6.99890156403617,)","(0.699890156403617,)"
