length,support,support_ratio,event_type_sequence,locations,weights,weight_ratios
2,6.724267713174344,0.6724267713174343,Food & Drink Shop -> Home (private),"[(-73.9539069896124, 40.88144514932435), (-73.8386910315547, 40.88144514932435)]","(6.724267713174344,)","(0.6724267713174343,)"
2,5.006163626814061,0.5006163626814061,Gym / Fitness Center -> Home (private),"[(-73.89629901058355, 40.8389648247285), (-73.8386910315547, 40.88144514932435)]","(5.006163626814061,)","(0.5006163626814061,)"
2,4.789145549030118,0.47891455490301177,Gym / Fitness Center -> Food & Drink Shop,"[(-73.89629901058355, 40.8389648247285), (-73.8386910315547, 40.88144514932435)]","(4.789145549030118,)","(0.47891455490301177,)"
2,4.775769832087214,0.4775769832087214,Subway -> Home (private),"[(-73.89629901058355, 40.8389648247285), (-73.8386910315547, 40.88144514932435)]","(4.775769832087214,)","(0.4775769832087214,)"
2,4.568763698359815,0.4568763698359815,Subway -> Food & Drink Shop,"[(-73.89629901058355, 40.8389648247285), (-73.8386910315547, 40.88144514932435)]","(4.568763698359815,)","(0.4568763698359815,)"
2,4.379976135357493,0.43799761353574934,Train Station -> Home (private),"[(-73.89629901058355, 40.88144514932435), (-73.8386910315547, 40.88144514932435)]","(4.379976135357493,)","(0.43799761353574934,)"
2,3.947702944050096,0.3947702944050096,Train Station -> Food & Drink Shop,"[(-73.89629901058355, 40.88144514932435), (-73.8386910315547, 40.88144514932435)]","(3.947702944050096,)","(0.3947702944050096,)"
3,3.78312524424743,0.378312524424743,Food & Drink Shop -> Train Station -> Food & Drink Shop,"[(-73.9539069896124, 40.88144514932435), (-73.89629901058355, 40.88144514932435), (-73.8386910315547, 40.88144514932435)]","(3.78312524424743, 3.947702944050096)","(0.378312524424743, 0.3947702944050096)"
3,3.78312524424743,0.378312524424743,Food & Drink Shop -> Train Station -> Home (private),"[(-73.9539069896124, 40.88144514932435), (-73.89629901058355, 40.88144514932435), (-73.8386910315547, 40.88144514932435)]","(3.78312524424743, 4.379976135357493)","(0.378312524424743, 0.43799761353574934)"
2,3.78312524424743,0.378312524424743,Food & Drink Shop -> Train Station,"[(-73.9539069896124, 40.88144514932435), (-73.89629901058355, 40.88144514932435)]","(3.78312524424743,)","(0.378312524424743,)"
2,3.7520393932427463,0.37520393932427465,Park -> Home (private),"[(-73.89629901058355, 40.8389648247285), (-73.8386910315547, 40.88144514932435)]","(3.7520393932427463,)","(0.37520393932427465,)"
2,3.589430623721325,0.35894306237213247,Park -> Food & Drink Shop,"[(-73.89629901058355, 40.8389648247285), (-73.8386910315547, 40.88144514932435)]","(3.589430623721325,)","(0.35894306237213247,)"
3,3.3333846223244312,0.3333384622324431,Bus Station -> Train Station -> Food & Drink Shop,"[(-74.01151496864126, 40.88144514932435), (-73.89629901058355, 40.88144514932435), (-73.8386910315547, 40.88144514932435)]","(3.3333846223244312, 3.947702944050096)","(0.3333384622324431, 0.3947702944050096)"
