length,support,support_ratio,event_type_sequence,locations,weights,weight_ratios
2,7.39219539969991,0.739219539969991,Bar -> Train Station,"[(-74.01151496864126, 40.7540041755368), (-74.06912294767012, 40.71152385094095)]","(7.39219539969991,)","(0.739219539969991,)"
2,7.390488339092587,0.7390488339092587,Gym / Fitness Center -> Train Station,"[(-73.9539069896124, 40.71152385094095), (-74.06912294767012, 40.71152385094095)]","(7.390488339092587,)","(0.7390488339092587,)"
2,7.366546218585411,0.736654621858541,Home (private) -> Train Station,"[(-74.06912294767012, 40.71152385094095), (-74.06912294767012, 40.71152385094095)]","(7.366546218585411,)","(0.736654621858541,)"
2,7.030353661224106,0.7030353661224107,Gym / Fitness Center -> Subway,"[(-73.9539069896124, 40.71152385094095), (-73.9539069896124, 40.7540041755368)]","(7.030353661224106,)","(0.7030353661224107,)"
2,7.029593066280748,0.7029593066280748,Bar -> Subway,"[(-74.01151496864126, 40.7540041755368), (-73.9539069896124, 40.7540041755368)]","(7.029593066280748,)","(0.7029593066280748,)"
2,7.028641328702253,0.7028641328702253,Neighborhood -> Subway,"[(-73.89629901058355, 40.71152385094095), (-73.9539069896124, 40.7540041755368)]","(7.028641328702253,)","(0.7028641328702253,)"
2,7.020457559778741,0.7020457559778741,American Restaurant -> Train Station,"[(-74.01151496864126, 40.7540041755368), (-74.06912294767012, 40.71152385094095)]","(7.020457559778741,)","(0.7020457559778741,)"
2,6.999100431356414,0.6999100431356414,Subway -> Train Station,"[(-74.01151496864126, 40.71152385094095), (-74.06912294767012, 40.71152385094095)]","(6.999100431356414,)","(0.6999100431356414,)"
2,6.978969554416404,0.6978969554416403,Coffee Shop -> Train Station,"[(-74.01151496864126, 40.71152385094095), (-74.06912294767012, 40.71152385094095)]","(6.978969554416404,)","(0.6978969554416403,)"
2,6.8994687037987505,0.689946870379875,Other Great Outdoors -> Train Station,"[(-74.06912294767012, 40.71152385094095), (-74.06912294767012, 40.71152385094095)]","(6.8994687037987505,)","(0.689946870379875,)"
2,6.85875663011646,0.685875663011646,Bar -> Subway,"[(-73.9539069896124, 40.6690435263451), (-73.9539069896124, 40.7540041755368)]","(6.85875663011646,)","(0.685875663011646,)"
2,6.834726930744361,0.6834726930744361,Gym / Fitness Center -> Subway,"[(-73.9539069896124, 40.79648450013265), (-73.9539069896124, 40.7540041755368)]","(6.834726930744361,)","(0.6834726930744361,)"
2,6.8007067859568675,0.6800706785956867,Coffee Shop -> Subway,"[(-73.89629901058355, 40.7540041755368), (-73.9539069896124, 40.7540041755368)]","(6.8007067859568675,)","(0.6800706785956867,)"
2,6.791586635446398,0.6791586635446398,Subway -> Train Station,"[(-74.01151496864126, 40.7540041755368), (-74.06912294767012, 40.71152385094095)]","(6.791586635446398,)","(0.6791586635446398,)"
