length,support,support_ratio,event_type_sequence,locations,weights,weight_ratios
2,7.3649658419507755,0.7364965841950776,Office -> Neighborhood,"[(-73.9539069896124, 40.6690435263451), (-73.89629901058355, 40.6690435263451)]","(7.3649658419507755,)","(0.7364965841950776,)"
2,7.288794883964846,0.7288794883964846,Bus Station -> Neighborhood,"[(-73.9539069896124, 40.62656320174925), (-73.89629901058355, 40.6690435263451)]","(7.288794883964846,)","(0.7288794883964846,)"
2,7.283660000773595,0.7283660000773595,Subway -> Neighborhood,"[(-73.89629901058355, 40.6690435263451), (-73.89629901058355, 40.6690435263451)]","(7.283660000773595,)","(0.7283660000773595,)"
2,7.203105227246718,0.7203105227246718,Food & Drink Shop -> Neighborhood,"[(-73.9539069896124, 40.62656320174925), (-73.89629901058355, 40.6690435263451)]","(7.203105227246718,)","(0.7203105227246718,)"
2,7.1405642086273176,0.7140564208627318,Subway -> Neighborhood,"[(-73.9539069896124, 40.71152385094095), (-73.89629901058355, 40.6690435263451)]","(7.1405642086273176,)","(0.7140564208627318,)"
2,7.138439677050908,0.7138439677050907,Subway -> Neighborhood,"[(-73.9539069896124, 40.6690435263451), (-73.89629901058355, 40.6690435263451)]","(7.138439677050908,)","(0.7138439677050907,)"
2,7.052188080612598,0.7052188080612598,Other Great Outdoors -> Neighborhood,"[(-73.89629901058355, 40.62656320174925), (-73.89629901058355, 40.6690435263451)]","(7.052188080612598,)","(0.7052188080612598,)"
2,6.889998281153474,0.6889998281153474,Subway -> Food & Drink Shop,"[(-73.89629901058355, 40.6690435263451), (-73.78108305252584, 40.6690435263451)]","(6.889998281153474,)","(0.6889998281153474,)"
2,6.805533461647556,0.6805533461647556,Gym / Fitness Center -> Neighborhood,"[(-73.9539069896124, 40.6690435263451), (-73.89629901058355, 40.6690435263451)]","(6.805533461647556,)","(0.6805533461647556,)"
2,6.160919692977858,0.6160919692977858,Coffee Shop -> Neighborhood,"[(-73.9539069896124, 40.71152385094095), (-73.89629901058355, 40.6690435263451)]","(6.160919692977858,)","(0.6160919692977858,)"
2,5.727779197511523,0.5727779197511522,Park -> Other Great Outdoors,"[(-73.9539069896124, 40.8389648247285), (-74.01151496864126, 40.88144514932435)]","(5.727779197511523,)","(0.5727779197511522,)"
2,5.720834337780785,0.5720834337780785,Other Great Outdoors -> Neighborhood,"[(-73.89629901058355, 40.6690435263451), (-73.89629901058355, 40.6690435263451)]","(5.720834337780785,)","(0.5720834337780785,)"
2,5.676365648984013,0.5676365648984013,Train Station -> Neighborhood,"[(-73.89629901058355, 40.6690435263451), (-73.89629901058355, 40.6690435263451)]","(5.676365648984013,)","(0.5676365648984013,)"
2,5.500647869183997,0.5500647869183997,Park -> Neighborhood,"[(-73.9539069896124, 40.6690435263451), (-73.89629901058355, 40.6690435263451)]","(5.500647869183997,)","(0.5500647869183997,)"
2,5.445871692571897,0.5445871692571898,Bar -> Other Great Outdoors,"[(-74.06912294767012, 40.88144514932435), (-74.01151496864126, 40.88144514932435)]","(5.445871692571897,)","(0.5445871692571898,)"
2,5.42255663582481,0.542255663582481,Other Great Outdoors -> Food & Drink Shop,"[(-73.89629901058355, 40.6690435263451), (-73.78108305252584, 40.6690435263451)]","(5.42255663582481,)","(0.542255663582481,)"
2,5.380443120335206,0.5380443120335207,Train Station -> Food & Drink Shop,"[(-73.89629901058355, 40.6690435263451), (-73.78108305252584, 40.6690435263451)]","(5.380443120335206,)","(0.5380443120335207,)"
2,5.361738237216362,0.5361738237216362,Home (private) -> Other Great Outdoors,"[(-74.06912294767012, 40.88144514932435), (-74.01151496864126, 40.88144514932435)]","(5.361738237216362,)","(0.5361738237216362,)"
2,5.183809038229513,0.5183809038229513,Subway -> Neighborhood,"[(-73.89629901058355, 40.62656320174925), (-73.89629901058355, 40.6690435263451)]","(5.183809038229513,)","(0.5183809038229513,)"
2,4.922625078309104,0.4922625078309104,Gym / Fitness Center -> Food & Drink Shop,"[(-73.78108305252584, 40.7540041755368), (-73.78108305252584, 40.6690435263451)]","(4.922625078309104,)","(0.4922625078309104,)"
2,4.707259295190185,0.4707259295190185,Office -> Food & Drink Shop,"[(-73.72347507349699, 40.6690435263451), (-73.78108305252584, 40.6690435263451)]","(4.707259295190185,)","(0.4707259295190185,)"
2,4.6768010435396405,0.46768010435396407,Gym / Fitness Center -> Neighborhood,"[(-74.01151496864126, 40.6690435263451), (-73.89629901058355, 40.6690435263451)]","(4.6768010435396405,)","(0.46768010435396407,)"
2,4.445227617384681,0.4445227617384681,Food & Drink Shop -> Neighborhood,"[(-73.9539069896124, 40.6690435263451), (-73.89629901058355, 40.6690435263451)]","(4.445227617384681,)","(0.4445227617384681,)"
2,4.2164358206519506,0.42164358206519503,American Restaurant -> Coffee Shop,"[(-74.06912294767012, 40.96640579851605), (-74.06912294767012, 40.96640579851605)]","(4.2164358206519506,)","(0.42164358206519503,)"
2,3.909037773296908,0.3909037773296908,Home (private) -> Other Great Outdoors,"[(-74.01151496864126, 40.9239254739202), (-74.01151496864126, 40.88144514932435)]","(3.909037773296908,)","(0.3909037773296908,)"
2,3.854517682362812,0.3854517682362812,Bar -> Coffee Shop,"[(-74.06912294767012, 40.88144514932435), (-74.06912294767012, 40.96640579851605)]","(3.854517682362812,)","(0.3854517682362812,)"
2,3.8514365781118727,0.38514365781118726,Office -> Other Great Outdoors,"[(-73.9539069896124, 40.6690435263451), (-74.01151496864126, 40.71152385094095)]","(3.8514365781118727,)","(0.38514365781118726,)"
2,3.8433150329958408,0.3843315032995841,Food & Drink Shop -> Other Great Outdoors,"[(-74.01151496864126, 40.71152385094095), (-74.01151496864126, 40.71152385094095)]","(3.8433150329958408,)","(0.3843315032995841,)"
2,3.8433150329958408,0.3843315032995841,Park -> Other Great Outdoors,"[(-74.01151496864126, 40.7540041755368), (-74.01151496864126, 40.71152385094095)]","(3.8433150329958408,)","(0.3843315032995841,)"
2,3.830847013901852,0.3830847013901852,Deli / Bodega -> Other Great Outdoors,"[(-74.01151496864126, 40.71152385094095), (-74.01151496864126, 40.71152385094095)]","(3.830847013901852,)","(0.3830847013901852,)"
2,3.8301293652525086,0.38301293652525087,Food & Drink Shop -> Other Great Outdoors,"[(-74.01151496864126, 40.7540041755368), (-74.01151496864126, 40.71152385094095)]","(3.8301293652525086,)","(0.38301293652525087,)"
2,3.824103120815789,0.3824103120815789,Coffee Shop -> Other Great Outdoors,"[(-74.01151496864126, 40.71152385094095), (-74.01151496864126, 40.71152385094095)]","(3.824103120815789,)","(0.3824103120815789,)"
2,3.8139209424592226,0.38139209424592224,Home (private) -> Other Great Outdoors,"[(-73.9539069896124, 40.7540041755368), (-74.01151496864126, 40.71152385094095)]","(3.8139209424592226,)","(0.38139209424592224,)"
2,3.8122382936435155,0.38122382936435156,Subway -> Other Great Outdoors,"[(-73.9539069896124, 40.71152385094095), (-74.01151496864126, 40.71152385094095)]","(3.8122382936435155,)","(0.38122382936435156,)"
2,3.811548339913224,0.3811548339913224,Subway -> Other Great Outdoors,"[(-73.9539069896124, 40.6690435263451), (-74.01151496864126, 40.71152385094095)]","(3.811548339913224,)","(0.3811548339913224,)"
2,3.797354451043851,0.3797354451043851,Home (private) -> Coffee Shop,"[(-74.06912294767012, 40.88144514932435), (-74.06912294767012, 40.96640579851605)]","(3.797354451043851,)","(0.3797354451043851,)"
2,3.7651781572980143,0.3765178157298014,Home (private) -> Other Great Outdoors,"[(-74.01151496864126, 40.71152385094095), (-74.01151496864126, 40.71152385094095)]","(3.7651781572980143,)","(0.3765178157298014,)"
2,3.758093615670848,0.37580936156708483,Office -> Other Great Outdoors,"[(-74.01151496864126, 40.7540041755368), (-74.01151496864126, 40.71152385094095)]","(3.758093615670848,)","(0.37580936156708483,)"
2,3.7442315005580804,0.37442315005580806,Deli / Bodega -> Neighborhood,"[(-73.89629901058355, 40.6690435263451), (-73.89629901058355, 40.6690435263451)]","(3.7442315005580804,)","(0.37442315005580806,)"
2,3.724993529873889,0.3724993529873889,Bar -> Other Great Outdoors,"[(-73.9539069896124, 40.7540041755368), (-74.01151496864126, 40.71152385094095)]","(3.724993529873889,)","(0.3724993529873889,)"
2,3.7071971294330255,0.3707197129433025,Office -> Other Great Outdoors,"[(-73.9539069896124, 40.7540041755368), (-74.01151496864126, 40.71152385094095)]","(3.7071971294330255,)","(0.3707197129433025,)"
2,3.700806298311335,0.3700806298311335,Bus Station -> Neighborhood,"[(-73.8386910315547, 40.71152385094095), (-73.89629901058355, 40.6690435263451)]","(3.700806298311335,)","(0.3700806298311335,)"
2,3.6637544937103157,0.36637544937103156,Gym / Fitness Center -> Other Great Outdoors,"[(-74.01151496864126, 40.7540041755368), (-74.01151496864126, 40.71152385094095)]","(3.6637544937103157,)","(0.36637544937103156,)"
2,3.6573793120166123,0.3657379312016612,Food & Drink Shop -> Park,"[(-74.01151496864126, 40.71152385094095), (-74.06912294767012, 40.71152385094095)]","(3.6573793120166123,)","(0.3657379312016612,)"
2,3.6547654832398586,0.36547654832398585,Deli / Bodega -> Park,"[(-74.01151496864126, 40.71152385094095), (-74.06912294767012, 40.71152385094095)]","(3.6547654832398586,)","(0.36547654832398585,)"
2,3.654151321149106,0.3654151321149106,Food & Drink Shop -> Park,"[(-74.01151496864126, 40.7540041755368), (-74.06912294767012, 40.71152385094095)]","(3.654151321149106,)","(0.3654151321149106,)"
2,3.6384873093561674,0.36384873093561676,Subway -> Park,"[(-73.9539069896124, 40.71152385094095), (-74.06912294767012, 40.71152385094095)]","(3.6384873093561674,)","(0.36384873093561676,)"
2,3.6354993024758127,0.36354993024758125,Coffee Shop -> Park,"[(-74.01151496864126, 40.71152385094095), (-74.06912294767012, 40.71152385094095)]","(3.6354993024758127,)","(0.36354993024758125,)"
2,3.5957789005978795,0.35957789005978796,Home (private) -> Park,"[(-74.01151496864126, 40.71152385094095), (-74.06912294767012, 40.71152385094095)]","(3.5957789005978795,)","(0.35957789005978796,)"
2,3.5892545045408193,0.3589254504540819,Office -> Park,"[(-74.01151496864126, 40.7540041755368), (-74.06912294767012, 40.71152385094095)]","(3.5892545045408193,)","(0.3589254504540819,)"
2,3.5818611906947777,0.3581861190694778,Park -> Other Great Outdoors,"[(-74.01151496864126, 40.71152385094095), (-74.01151496864126, 40.71152385094095)]","(3.5818611906947777,)","(0.3581861190694778,)"
2,3.5809789102793292,0.35809789102793294,Train Station -> Neighborhood,"[(-73.8386910315547, 40.71152385094095), (-73.89629901058355, 40.6690435263451)]","(3.5809789102793292,)","(0.35809789102793294,)"
2,3.549276255202383,0.3549276255202383,Deli / Bodega -> Food & Drink Shop,"[(-73.89629901058355, 40.6690435263451), (-73.78108305252584, 40.6690435263451)]","(3.549276255202383,)","(0.3549276255202383,)"
2,3.5081123323656813,0.35081123323656815,Bus Station -> Food & Drink Shop,"[(-73.8386910315547, 40.71152385094095), (-73.78108305252584, 40.6690435263451)]","(3.5081123323656813,)","(0.35081123323656815,)"
2,3.5013071020632616,0.35013071020632613,Gym / Fitness Center -> Park,"[(-74.01151496864126, 40.7540041755368), (-74.06912294767012, 40.71152385094095)]","(3.5013071020632616,)","(0.35013071020632613,)"
2,3.4711787394061844,0.34711787394061844,Coffee Shop -> Other Great Outdoors,"[(-74.01151496864126, 40.7540041755368), (-74.01151496864126, 40.71152385094095)]","(3.4711787394061844,)","(0.34711787394061844,)"
2,3.394524568395494,0.3394524568395494,Train Station -> Food & Drink Shop,"[(-73.8386910315547, 40.71152385094095), (-73.78108305252584, 40.6690435263451)]","(3.394524568395494,)","(0.3394524568395494,)"
2,3.354527771053113,0.3354527771053113,Coffee Shop -> Other Great Outdoors,"[(-73.9539069896124, 40.71152385094095), (-74.01151496864126, 40.71152385094095)]","(3.354527771053113,)","(0.3354527771053113,)"
2,3.3309612448233836,0.3330961244823384,Home (private) -> Other Great Outdoors,"[(-73.9539069896124, 40.8389648247285), (-74.01151496864126, 40.88144514932435)]","(3.3309612448233836,)","(0.3330961244823384,)"
2,3.3191770982496944,0.33191770982496943,Coffee Shop -> Park,"[(-74.01151496864126, 40.7540041755368), (-74.06912294767012, 40.71152385094095)]","(3.3191770982496944,)","(0.33191770982496943,)"
2,3.2081876756316805,0.3208187675631681,Coffee Shop -> Park,"[(-73.9539069896124, 40.71152385094095), (-74.06912294767012, 40.71152385094095)]","(3.2081876756316805,)","(0.3208187675631681,)"
2,3.2048562965705147,0.32048562965705146,Home (private) -> Neighborhood,"[(-73.89629901058355, 40.71152385094095), (-73.89629901058355, 40.6690435263451)]","(3.2048562965705147,)","(0.32048562965705146,)"
2,3.1633204557884187,0.31633204557884187,Train Station -> Other Great Outdoors,"[(-73.9539069896124, 40.7540041755368), (-74.01151496864126, 40.71152385094095)]","(3.1633204557884187,)","(0.31633204557884187,)"
2,3.0984985117603934,0.30984985117603936,Deli / Bodega -> Neighborhood,"[(-73.89629901058355, 40.7540041755368), (-73.89629901058355, 40.6690435263451)]","(3.0984985117603934,)","(0.30984985117603936,)"
2,3.0796010412603763,0.30796010412603764,Food & Drink Shop -> Other Great Outdoors,"[(-73.9539069896124, 40.8389648247285), (-74.01151496864126, 40.88144514932435)]","(3.0796010412603763,)","(0.30796010412603764,)"
2,3.0568244083589704,0.305682440835897,Office -> Other Great Outdoors,"[(-74.01151496864126, 40.71152385094095), (-74.01151496864126, 40.71152385094095)]","(3.0568244083589704,)","(0.305682440835897,)"
2,3.013614193855778,0.3013614193855778,Subway -> Neighborhood,"[(-73.9539069896124, 40.62656320174925), (-73.89629901058355, 40.6690435263451)]","(3.013614193855778,)","(0.3013614193855778,)"
