length,support,support_ratio,event_type_sequence,locations,weights,weight_ratios
2,7.424492564086219,0.7424492564086219,Office -> Gym / Fitness Center,"[(-74.01151496864126, 40.71152385094095), (-74.01151496864126, 40.7540041755368)]","(7.424492564086219,)","(0.7424492564086219,)"
2,7.321888885722982,0.7321888885722981,American Restaurant -> Gym / Fitness Center,"[(-73.9539069896124, 40.7540041755368), (-74.01151496864126, 40.7540041755368)]","(7.321888885722982,)","(0.7321888885722981,)"
2,7.247587426074111,0.7247587426074111,American Restaurant -> Gym / Fitness Center,"[(-74.01151496864126, 40.71152385094095), (-74.01151496864126, 40.7540041755368)]","(7.247587426074111,)","(0.7247587426074111,)"
2,7.148582334633594,0.7148582334633594,Subway -> Gym / Fitness Center,"[(-73.9539069896124, 40.71152385094095), (-74.01151496864126, 40.7540041755368)]","(7.148582334633594,)","(0.7148582334633594,)"
2,6.698928351578785,0.6698928351578786,Bus Station -> Gym / Fitness Center,"[(-74.01151496864126, 40.7540041755368), (-74.01151496864126, 40.7540041755368)]","(6.698928351578785,)","(0.6698928351578786,)"
2,6.508621533476771,0.650862153347677,Coffee Shop -> Gym / Fitness Center,"[(-73.9539069896124, 40.71152385094095), (-74.01151496864126, 40.7540041755368)]","(6.508621533476771,)","(0.650862153347677,)"
2,6.430129160249231,0.643012916024923,Office -> Deli / Bodega,"[(-74.01151496864126, 40.71152385094095), (-74.01151496864126, 40.7540041755368)]","(6.430129160249231,)","(0.643012916024923,)"
2,6.352089528520365,0.6352089528520365,Deli / Bodega -> Gym / Fitness Center,"[(-73.9539069896124, 40.7540041755368), (-74.01151496864126, 40.7540041755368)]","(6.352089528520365,)","(0.6352089528520365,)"
2,6.300982346483561,0.6300982346483561,American Restaurant -> Deli / Bodega,"[(-73.9539069896124, 40.7540041755368), (-74.01151496864126, 40.7540041755368)]","(6.300982346483561,)","(0.6300982346483561,)"
2,6.214550661517356,0.6214550661517355,American Restaurant -> Deli / Bodega,"[(-74.01151496864126, 40.71152385094095), (-74.01151496864126, 40.7540041755368)]","(6.214550661517356,)","(0.6214550661517355,)"
