length,support,support_ratio,event_type_sequence,locations,weights,weight_ratios
2,6.169507462356372,0.6169507462356372,Subway -> Bar,"[(-73.9539069896124, 40.79648450013265), (-73.9539069896124, 40.71152385094095)]","(6.169507462356372,)","(0.6169507462356372,)"
2,6.168786117764209,0.6168786117764209,Residential Building (Apartment / Condo) -> Bar,"[(-73.9539069896124, 40.6690435263451), (-73.9539069896124, 40.71152385094095)]","(6.168786117764209,)","(0.6168786117764209,)"
2,6.159642710315288,0.6159642710315288,Residential Building (Apartment / Condo) -> Bar,"[(-73.89629901058355, 40.6690435263451), (-73.9539069896124, 40.71152385094095)]","(6.159642710315288,)","(0.6159642710315288,)"
2,6.126440779401107,0.6126440779401107,Food & Drink Shop -> Bar,"[(-74.01151496864126, 40.6690435263451), (-73.9539069896124, 40.71152385094095)]","(6.126440779401107,)","(0.6126440779401107,)"
2,6.061219507871519,0.6061219507871519,Train Station -> Bar,"[(-73.9539069896124, 40.7540041755368), (-73.9539069896124, 40.71152385094095)]","(6.061219507871519,)","(0.6061219507871519,)"
2,5.918537238810149,0.5918537238810149,Residential Building (Apartment / Condo) -> Bar,"[(-73.9539069896124, 40.7540041755368), (-73.9539069896124, 40.71152385094095)]","(5.918537238810149,)","(0.5918537238810149,)"
2,5.864015831062128,0.5864015831062128,Subway -> Bar,"[(-73.89629901058355, 40.7540041755368), (-73.9539069896124, 40.71152385094095)]","(5.864015831062128,)","(0.5864015831062128,)"
2,5.778798556065959,0.5778798556065958,Bar -> Home (private),"[(-74.12673092669897, 40.8389648247285), (-74.18433890572783, 40.79648450013265)]","(5.778798556065959,)","(0.5778798556065958,)"
2,5.629956076274416,0.5629956076274416,Deli / Bodega -> Bar,"[(-74.01151496864126, 40.71152385094095), (-73.9539069896124, 40.71152385094095)]","(5.629956076274416,)","(0.5629956076274416,)"
2,5.569334901054451,0.5569334901054451,Home (private) -> Bar,"[(-74.01151496864126, 40.71152385094095), (-73.9539069896124, 40.71152385094095)]","(5.569334901054451,)","(0.5569334901054451,)"
2,5.552839292859963,0.5552839292859962,Residential Building (Apartment / Condo) -> Bar,"[(-74.01151496864126, 40.6690435263451), (-73.9539069896124, 40.71152385094095)]","(5.552839292859963,)","(0.5552839292859962,)"
2,4.880610109704747,0.4880610109704747,Home (private) -> Bar,"[(-73.89629901058355, 40.71152385094095), (-73.9539069896124, 40.71152385094095)]","(4.880610109704747,)","(0.4880610109704747,)"
2,4.754000362377866,0.4754000362377866,Train Station -> Other Great Outdoors,"[(-73.9539069896124, 40.7540041755368), (-73.9539069896124, 40.71152385094095)]","(4.754000362377866,)","(0.4754000362377866,)"
2,4.746381556138687,0.4746381556138687,Subway -> Bar,"[(-73.9539069896124, 40.7540041755368), (-73.9539069896124, 40.71152385094095)]","(4.746381556138687,)","(0.4746381556138687,)"
2,4.741197537564125,0.4741197537564125,Subway -> Other Great Outdoors,"[(-73.9539069896124, 40.79648450013265), (-73.9539069896124, 40.71152385094095)]","(4.741197537564125,)","(0.4741197537564125,)"
2,4.739811301679907,0.4739811301679907,Residential Building (Apartment / Condo) -> Other Great Outdoors,"[(-73.9539069896124, 40.6690435263451), (-73.9539069896124, 40.71152385094095)]","(4.739811301679907,)","(0.4739811301679907,)"
2,4.723295510323086,0.4723295510323086,Residential Building (Apartment / Condo) -> Other Great Outdoors,"[(-73.89629901058355, 40.6690435263451), (-73.9539069896124, 40.71152385094095)]","(4.723295510323086,)","(0.4723295510323086,)"
2,4.719938892670252,0.47199388926702524,Bar -> Home (private),"[(-74.24194688475669, 40.79648450013265), (-74.18433890572783, 40.79648450013265)]","(4.719938892670252,)","(0.47199388926702524,)"
2,4.671414093835521,0.4671414093835521,Food & Drink Shop -> Other Great Outdoors,"[(-74.01151496864126, 40.6690435263451), (-73.9539069896124, 40.71152385094095)]","(4.671414093835521,)","(0.4671414093835521,)"
2,4.6221029697931115,0.46221029697931115,Subway -> Other Great Outdoors,"[(-73.89629901058355, 40.7540041755368), (-73.9539069896124, 40.71152385094095)]","(4.6221029697931115,)","(0.46221029697931115,)"
2,4.450083483416681,0.44500834834166814,Train Station -> Neighborhood,"[(-73.9539069896124, 40.7540041755368), (-73.9539069896124, 40.6690435263451)]","(4.450083483416681,)","(0.44500834834166814,)"
2,4.44147231914377,0.444147231914377,American Restaurant -> Home (private),"[(-74.06912294767012, 40.79648450013265), (-74.18433890572783, 40.79648450013265)]","(4.44147231914377,)","(0.444147231914377,)"
2,4.407242314871713,0.44072423148717127,Residential Building (Apartment / Condo) -> Neighborhood,"[(-73.9539069896124, 40.6690435263451), (-73.9539069896124, 40.6690435263451)]","(4.407242314871713,)","(0.44072423148717127,)"
2,4.4048168308827975,0.44048168308827973,Residential Building (Apartment / Condo) -> Other Great Outdoors,"[(-73.9539069896124, 40.7540041755368), (-73.9539069896124, 40.71152385094095)]","(4.4048168308827975,)","(0.44048168308827973,)"
2,4.390870148995106,0.4390870148995106,Residential Building (Apartment / Condo) -> Other Great Outdoors,"[(-74.01151496864126, 40.6690435263451), (-73.9539069896124, 40.71152385094095)]","(4.390870148995106,)","(0.4390870148995106,)"
2,4.388980089468813,0.4388980089468813,Residential Building (Apartment / Condo) -> Neighborhood,"[(-73.89629901058355, 40.6690435263451), (-73.9539069896124, 40.6690435263451)]","(4.388980089468813,)","(0.4388980089468813,)"
2,4.3438431657208705,0.43438431657208704,Home (private) -> Bar,"[(-73.9539069896124, 40.62656320174925), (-73.9539069896124, 40.71152385094095)]","(4.3438431657208705,)","(0.43438431657208704,)"
2,4.332664197609021,0.4332664197609021,Food & Drink Shop -> Neighborhood,"[(-74.01151496864126, 40.6690435263451), (-73.9539069896124, 40.6690435263451)]","(4.332664197609021,)","(0.4332664197609021,)"
2,4.327664419488916,0.4327664419488916,Deli / Bodega -> Bar,"[(-73.9539069896124, 40.79648450013265), (-73.9539069896124, 40.71152385094095)]","(4.327664419488916,)","(0.4327664419488916,)"
