length,support,support_ratio,event_type_sequence,locations,weights,weight_ratios
2,6.86286789141317,0.686286789141317,Home (private) -> Office,"[(-73.9539069896124, 40.79648450013265), (-73.9539069896124, 40.88144514932435)]","(6.86286789141317,)","(0.686286789141317,)"
2,6.829574462513372,0.6829574462513371,Coffee Shop -> Office,"[(-73.9539069896124, 40.96640579851605), (-73.9539069896124, 40.88144514932435)]","(6.829574462513372,)","(0.6829574462513371,)"
2,6.575366030946591,0.6575366030946591,Park -> Office,"[(-73.9539069896124, 40.79648450013265), (-73.9539069896124, 40.88144514932435)]","(6.575366030946591,)","(0.6575366030946591,)"
2,6.3997760521646025,0.6399776052164603,Gym / Fitness Center -> Office,"[(-73.9539069896124, 40.79648450013265), (-73.9539069896124, 40.88144514932435)]","(6.3997760521646025,)","(0.6399776052164603,)"
2,6.283832486525235,0.6283832486525235,Subway -> Office,"[(-73.9539069896124, 40.79648450013265), (-73.9539069896124, 40.88144514932435)]","(6.283832486525235,)","(0.6283832486525235,)"
2,5.704276458140768,0.5704276458140768,Bus Station -> Home (private),"[(-73.78108305252584, 40.6690435263451), (-73.72347507349699, 40.6690435263451)]","(5.704276458140768,)","(0.5704276458140768,)"
2,5.363283546591032,0.5363283546591032,Bar -> Home (private),"[(-73.72347507349699, 40.6690435263451), (-73.72347507349699, 40.6690435263451)]","(5.363283546591032,)","(0.5363283546591032,)"
2,5.328284093494052,0.5328284093494051,Subway -> Office,"[(-73.9539069896124, 40.8389648247285), (-73.9539069896124, 40.88144514932435)]","(5.328284093494052,)","(0.5328284093494051,)"
2,4.300169945596489,0.43001699455964887,Train Station -> Subway,"[(-73.9539069896124, 40.7540041755368), (-73.89629901058355, 40.79648450013265)]","(4.300169945596489,)","(0.43001699455964887,)"
2,4.278204035278702,0.4278204035278702,Coffee Shop -> Subway,"[(-73.9539069896124, 40.7540041755368), (-73.89629901058355, 40.79648450013265)]","(4.278204035278702,)","(0.4278204035278702,)"
2,4.220080457547413,0.42200804575474127,Park -> Subway,"[(-73.9539069896124, 40.79648450013265), (-73.89629901058355, 40.79648450013265)]","(4.220080457547413,)","(0.42200804575474127,)"
2,4.20700810182248,0.42070081018224803,Home (private) -> Subway,"[(-73.9539069896124, 40.79648450013265), (-73.89629901058355, 40.79648450013265)]","(4.20700810182248,)","(0.42070081018224803,)"
2,4.188749509290038,0.41887495092900384,Gym / Fitness Center -> Subway,"[(-73.89629901058355, 40.7540041755368), (-73.89629901058355, 40.79648450013265)]","(4.188749509290038,)","(0.41887495092900384,)"
2,4.157671176862874,0.41576711768628744,Park -> Home (private),"[(-73.9539069896124, 40.79648450013265), (-73.89629901058355, 40.8389648247285)]","(4.157671176862874,)","(0.41576711768628744,)"
2,4.127863024002117,0.41278630240021175,Gym / Fitness Center -> Subway,"[(-73.9539069896124, 40.79648450013265), (-73.89629901058355, 40.79648450013265)]","(4.127863024002117,)","(0.41278630240021175,)"
2,4.126764372043845,0.4126764372043845,Gym / Fitness Center -> Home (private),"[(-73.89629901058355, 40.7540041755368), (-73.89629901058355, 40.8389648247285)]","(4.126764372043845,)","(0.4126764372043845,)"
2,4.109882140177395,0.4109882140177395,Office -> Subway,"[(-73.8386910315547, 40.79648450013265), (-73.89629901058355, 40.79648450013265)]","(4.109882140177395,)","(0.4109882140177395,)"
2,4.066725653106024,0.4066725653106024,Gym / Fitness Center -> Home (private),"[(-73.9539069896124, 40.79648450013265), (-73.89629901058355, 40.8389648247285)]","(4.066725653106024,)","(0.4066725653106024,)"
2,4.048998933324752,0.40489989333247517,Office -> Home (private),"[(-73.8386910315547, 40.79648450013265), (-73.89629901058355, 40.8389648247285)]","(4.048998933324752,)","(0.40489989333247517,)"
2,4.0016050885730445,0.4001605088573045,Subway -> Home (private),"[(-73.9539069896124, 40.79648450013265), (-73.89629901058355, 40.8389648247285)]","(4.0016050885730445,)","(0.4001605088573045,)"
