sequence,length,participation_index,tail_event_count,last_participation_ratio
Office -> Coffee Shop,2,0.1761006289308176,168,0.1761006289308176
Coffee Shop -> Office,2,0.14801223241590214,242,0.14801223241590214
Office -> Park,2,0.1277258566978193,82,0.1277258566978193
Office -> Deli / Bodega,2,0.12673267326732673,64,0.12673267326732673
Gym / Fitness Center -> Office,2,0.10703363914373089,175,0.10703363914373089
Bar -> American Restaurant,2,0.10698689956331878,49,0.10698689956331878
Office -> Food & Drink Shop,2,0.09392265193370165,85,0.09392265193370165
Office -> Gym / Fitness Center,2,0.08766564729867482,86,0.08766564729867482
Office -> American Restaurant,2,0.0851528384279476,39,0.0851528384279476
Food & Drink Shop -> Park,2,0.08255451713395638,53,0.08255451713395638
Office -> Neighborhood,2,0.07760141093474426,44,0.07760141093474426
Coffee Shop -> Train Station,2,0.07692307692307693,66,0.07692307692307693
Deli / Bodega -> Office,2,0.07584097859327217,124,0.07584097859327217
Coffee Shop -> Park,2,0.07476635514018691,48,0.07476635514018691
Subway -> Train Station,2,0.07459207459207459,64,0.07459207459207459
Office -> Coffee Shop -> Office,3,0.07400611620795107,121,0.07400611620795107
Coffee Shop -> Deli / Bodega,2,0.07326732673267326,37,0.07326732673267326
Coffee Shop -> Gym / Fitness Center,2,0.07237512742099898,71,0.07237512742099898
Coffee Shop -> American Restaurant,2,0.06986899563318777,32,0.06986899563318777
Office -> Train Station,2,0.06876456876456877,59,0.06876456876456877
Gym / Fitness Center -> American Restaurant,2,0.06550218340611354,30,0.06550218340611354
Gym / Fitness Center -> Train Station,2,0.06526806526806526,56,0.06526806526806526
Subway -> Park,2,0.06386292834890965,41,0.06386292834890965
Office -> Subway,2,0.06288751107174491,71,0.06288751107174491
Gym / Fitness Center -> Bar,2,0.06139315230224321,104,0.06139315230224321
Subway -> Office,2,0.05749235474006116,94,0.05749235474006116
Gym / Fitness Center -> Coffee Shop,2,0.05660377358490566,54,0.05660377358490566
Bar -> Bus Station,2,0.05582137161084529,35,0.05582137161084529
American Restaurant -> Bar,2,0.05548996458087367,94,0.05548996458087367
Gym / Fitness Center -> Deli / Bodega,2,0.053465346534653464,27,0.053465346534653464
Bar -> Park,2,0.0529595015576324,34,0.0529595015576324
Food & Drink Shop -> Office,2,0.052599388379204894,86,0.052599388379204894
Park -> Food & Drink Shop,2,0.051933701657458566,47,0.051933701657458566
Coffee Shop -> Neighborhood,2,0.04938271604938271,28,0.04938271604938271
Gym / Fitness Center -> Food & Drink Shop,2,0.04861878453038674,44,0.04861878453038674
Park -> Food & Drink Shop -> Park,3,0.048286604361370715,31,0.048286604361370715
Bar -> Train Station,2,0.047785547785547784,41,0.047785547785547784
Coffee Shop -> Food & Drink Shop,2,0.04751381215469613,43,0.04751381215469613
Bar -> Coffee Shop,2,0.04716981132075472,45,0.04716981132075472
Subway -> Food & Drink Shop,2,0.04640883977900553,42,0.04640883977900553
Subway -> Bus Station,2,0.046251993620414676,29,0.046251993620414676
