sequence,length,participation_index,tail_event_count,last_participation_ratio
Office -> Coffee Shop,2,0.09077454366058214,184,0.09077454366058214
Office -> Deli / Bodega,2,0.07180851063829788,81,0.07180851063829788
Coffee Shop -> Office,2,0.06348298541607092,222,0.06348298541607092
Bar -> American Restaurant,2,0.0481283422459893,45,0.0481283422459893
Office -> Neighborhood,2,0.04388185654008439,52,0.04388185654008439
Office -> Park,2,0.038729666924864445,50,0.038729666924864445
Food & Drink Shop -> Park,2,0.037955073586367155,49,0.037955073586367155
Subway -> Office,2,0.037460680583357164,131,0.037460680583357164
Office -> Gym / Fitness Center,2,0.03351449275362319,74,0.03351449275362319
Deli / Bodega -> Office,2,0.03317128967686588,116,0.03317128967686588
Subway -> Train Station,2,0.031385281385281384,58,0.031385281385281384
Gym / Fitness Center -> Office,2,0.030597655132971118,107,0.030597655132971118
Coffee Shop -> Train Station,2,0.030303030303030304,56,0.030303030303030304
Office -> Food & Drink Shop,2,0.03007915567282322,57,0.03007915567282322
Office -> Subway,2,0.02959910078681154,79,0.02959910078681154
Subway -> Park,2,0.02943454686289698,38,0.02943454686289698
Coffee Shop -> Park,2,0.026336173508907823,34,0.026336173508907823
Office -> Train Station,2,0.025974025974025976,48,0.025974025974025976
Other Great Outdoors -> Park,2,0.025561580170410533,33,0.025561580170410533
Subway -> Food & Drink Shop,2,0.025329815303430078,48,0.025329815303430078
Office -> Coffee Shop -> Office,3,0.025164426651415498,88,0.025164426651415498
Coffee Shop -> American Restaurant,2,0.02459893048128342,23,0.02459893048128342
Subway -> Bus Station,2,0.024427480916030534,32,0.024427480916030534
Coffee Shop -> Deli / Bodega,2,0.023936170212765957,27,0.023936170212765957
Subway -> Deli / Bodega,2,0.023936170212765957,27,0.023936170212765957
Coffee Shop -> Gym / Fitness Center,2,0.02355072463768116,52,0.02355072463768116
Office -> American Restaurant,2,0.022459893048128343,21,0.022459893048128343
Park -> Food & Drink Shop,2,0.02163588390501319,41,0.02163588390501319
Gym / Fitness Center -> American Restaurant,2,0.0213903743315508,20,0.0213903743315508
Coffee Shop -> Subway,2,0.021356313225927313,57,0.021356313225927313
Train Station -> Coffee Shop,2,0.021213616181549086,43,0.021213616181549086
Coffee Shop -> Bus Station,2,0.020610687022900764,27,0.020610687022900764
Bar -> Bus Station,2,0.01984732824427481,26,0.01984732824427481
Park -> Deli / Bodega,2,0.01950354609929078,22,0.01950354609929078
Deli / Bodega -> Park,2,0.019364833462432222,25,0.019364833462432222
Food & Drink Shop -> Office,2,0.01915927938232771,67,0.01915927938232771
Other Great Outdoors -> Bus Station,2,0.019083969465648856,25,0.019083969465648856
