sequence,length,participation_index,tail_event_count,last_participation_ratio
Coffee Shop -> Office,2,0.2014475271411339,334,0.2014475271411339
Office -> Coffee Shop,2,0.1715736040609137,169,0.1715736040609137
Office -> Deli / Bodega,2,0.16184971098265896,84,0.16184971098265896
Office -> Train Station,2,0.13053348467650397,115,0.13053348467650397
Bar -> American Restaurant,2,0.12291666666666666,59,0.12291666666666666
Office -> Coffee Shop -> Office,3,0.10434258142340169,173,0.10434258142340169
Subway -> Office,2,0.09529553679131483,158,0.09529553679131483
Train Station -> Office,2,0.09529553679131483,158,0.09529553679131483
Coffee Shop -> Deli / Bodega,2,0.09441233140655106,49,0.09441233140655106
Office -> Gym / Fitness Center,2,0.09426627793974733,97,0.09426627793974733
Deli / Bodega -> Office,2,0.09227985524728588,153,0.09227985524728588
Gym / Fitness Center -> Office,2,0.09107358262967431,151,0.09107358262967431
Office -> Park,2,0.08610271903323263,57,0.08610271903323263
Office -> Food & Drink Shop,2,0.08099352051835854,75,0.08099352051835854
Train Station -> Office -> Train Station,3,0.07604994324631101,67,0.07604994324631101
Coffee Shop -> Park,2,0.07099697885196375,47,0.07099697885196375
Office -> American Restaurant,2,0.07083333333333333,34,0.07083333333333333
Gym / Fitness Center -> Coffee Shop,2,0.0700507614213198,69,0.0700507614213198
Gym / Fitness Center -> Deli / Bodega,2,0.0674373795761079,35,0.0674373795761079
Coffee Shop -> Train Station,2,0.06696935300794551,59,0.06696935300794551
Office -> Train Station -> Office,3,0.06453558504221954,107,0.06453558504221954
Office -> Subway,2,0.06429192006950478,74,0.06429192006950478
Office -> Deli / Bodega -> Office,3,0.06393244873341375,106,0.06393244873341375
Bar -> Train Station,2,0.06356413166855845,56,0.06356413166855845
Gym / Fitness Center -> Park,2,0.0634441087613293,42,0.0634441087613293
Coffee Shop -> Gym / Fitness Center,2,0.062196307094266275,64,0.062196307094266275
Subway -> Bus Station,2,0.059006211180124224,38,0.059006211180124224
Office -> Neighborhood,2,0.058823529411764705,34,0.058823529411764705
Gym / Fitness Center -> Train Station,2,0.05788876276958002,51,0.05788876276958002
Train Station -> Coffee Shop,2,0.05786802030456853,57,0.05786802030456853
Deli / Bodega -> Coffee Shop,2,0.05685279187817259,56,0.05685279187817259
Food & Drink Shop -> Office,2,0.05609167671893848,93,0.05609167671893848
Subway -> Deli / Bodega,2,0.055876685934489405,29,0.055876685934489405
Subway -> Park,2,0.054380664652567974,36,0.054380664652567974
Bar -> Park,2,0.052870090634441085,35,0.052870090634441085
Food & Drink Shop -> Park,2,0.052870090634441085,35,0.052870090634441085
Coffee Shop -> Office -> Coffee Shop,3,0.05279187817258883,52,0.05279187817258883
Park -> Office,2,0.05247285886610374,87,0.05247285886610374
Park -> Coffee Shop,2,0.05177664974619289,51,0.05177664974619289
Bar -> Bus Station,2,0.05124223602484472,33,0.05124223602484472
Bar -> Gym / Fitness Center,2,0.05053449951409135,52,0.05053449951409135
Gym / Fitness Center -> American Restaurant,2,0.05,24,0.05
Coffee Shop -> Office -> Coffee Shop -> Office,4,0.04825090470446321,80,0.04825090470446321
Coffee Shop -> Office -> Deli / Bodega,3,0.04816955684007707,25,0.04816955684007707
American Restaurant -> Bar,2,0.04811946902654867,87,0.04811946902654867
Train Station -> Office -> Coffee Shop,3,0.04568527918781726,45,0.04568527918781726
Coffee Shop -> Office -> Train Station,3,0.04540295119182747,40,0.04540295119182747
Bar -> Neighborhood,2,0.04498269896193772,26,0.04498269896193772
Park -> Gym / Fitness Center,2,0.04470359572400389,46,0.04470359572400389
Park -> Deli / Bodega,2,0.04431599229287091,23,0.04431599229287091
Bar -> Food & Drink Shop,2,0.04427645788336933,41,0.04427645788336933
Subway -> Coffee Shop,2,0.04365482233502538,43,0.04365482233502538
Train Station -> Coffee Shop -> Train Station,3,0.043132803632236094,38,0.043132803632236094
Train Station -> Office -> Train Station -> Office,4,0.0428226779252111,71,0.0428226779252111
Bar -> Coffee Shop,2,0.04263959390862944,42,0.04263959390862944
Office -> Bar,2,0.042588495575221236,77,0.042588495575221236
Gym / Fitness Center -> Office -> Deli / Bodega,3,0.04238921001926782,22,0.04238921001926782
Bar -> Office,2,0.04221954161640531,70,0.04221954161640531
Subway -> Food & Drink Shop,2,0.042116630669546434,39,0.042116630669546434
