sequence,length,participation_index,tail_event_count,last_participation_ratio
Coffee Shop -> Office,2,0.2943201376936317,171,0.2943201376936317
Office -> Coffee Shop,2,0.24797843665768193,92,0.24797843665768193
Bar -> American Restaurant,2,0.19148936170212766,36,0.19148936170212766
Office -> Train Station,2,0.16374269005847952,56,0.16374269005847952
Office -> Coffee Shop -> Office,3,0.16006884681583478,93,0.16006884681583478
Office -> Deli / Bodega,2,0.15306122448979592,30,0.15306122448979592
Gym / Fitness Center -> Office,2,0.14457831325301204,84,0.14457831325301204
Coffee Shop -> Park,2,0.144,36,0.144
Subway -> Office,2,0.13941480206540446,81,0.13941480206540446
Coffee Shop -> Deli / Bodega,2,0.1377551020408163,27,0.1377551020408163
Office -> Gym / Fitness Center,2,0.13679245283018868,58,0.13679245283018868
Office -> American Restaurant,2,0.13297872340425532,25,0.13297872340425532
Office -> Park,2,0.132,33,0.132
Deli / Bodega -> Office,2,0.12736660929432014,74,0.12736660929432014
Gym / Fitness Center -> Coffee Shop,2,0.12398921832884097,46,0.12398921832884097
Gym / Fitness Center -> American Restaurant,2,0.12234042553191489,23,0.12234042553191489
Gym / Fitness Center -> Park,2,0.12,30,0.12
Gym / Fitness Center -> Train Station,2,0.11403508771929824,39,0.11403508771929824
Coffee Shop -> Office -> Coffee Shop,3,0.1078167115902965,40,0.1078167115902965
Train Station -> Office,2,0.10671256454388985,62,0.10671256454388985
Gym / Fitness Center -> Bar,2,0.10638297872340426,65,0.10638297872340426
Food & Drink Shop -> Park,2,0.1,25,0.1
American Restaurant -> Bar,2,0.09819967266775777,60,0.09819967266775777
Coffee Shop -> Gym / Fitness Center,2,0.09669811320754718,41,0.09669811320754718
Coffee Shop -> American Restaurant,2,0.09574468085106383,18,0.09574468085106383
Office -> Subway,2,0.09501187648456057,40,0.09501187648456057
Subway -> Deli / Bodega,2,0.09183673469387756,18,0.09183673469387756
Office -> Food & Drink Shop,2,0.09141274238227147,33,0.09141274238227147
Bar -> Office,2,0.09122203098106713,53,0.09122203098106713
Coffee Shop -> Train Station,2,0.09064327485380116,31,0.09064327485380116
