sequence,length,participation_index,tail_event_count,last_participation_ratio
Office -> Coffee Shop,2,0.08426270136307311,68,0.08426270136307311
Coffee Shop -> Office,2,0.07279693486590039,95,0.07279693486590039
Office -> Deli / Bodega,2,0.06763285024154589,28,0.06763285024154589
Bar -> American Restaurant,2,0.05141388174807198,20,0.05141388174807198
Office -> Neighborhood,2,0.040339702760084924,19,0.040339702760084924
Coffee Shop -> Deli / Bodega,2,0.03864734299516908,16,0.03864734299516908
Subway -> Bus Station,2,0.035940803382663845,17,0.035940803382663845
Food & Drink Shop -> Park,2,0.034050179211469536,19,0.034050179211469536
Office -> Gym / Fitness Center,2,0.033210332103321034,27,0.033210332103321034
Coffee Shop -> Train Station,2,0.03276353276353276,23,0.03276353276353276
Office -> Train Station,2,0.03276353276353276,23,0.03276353276353276
Office -> Park,2,0.03225806451612903,18,0.03225806451612903
Deli / Bodega -> Office,2,0.031417624521072794,41,0.031417624521072794
Subway -> Office,2,0.031417624521072794,41,0.031417624521072794
Office -> Food & Drink Shop,2,0.029715762273901807,23,0.029715762273901807
Other Great Outdoors -> Bus Station,2,0.02959830866807611,14,0.02959830866807611
Coffee Shop -> Park,2,0.02867383512544803,16,0.02867383512544803
Subway -> Park,2,0.02867383512544803,16,0.02867383512544803
Train Station -> Coffee Shop,2,0.028500619578686492,23,0.028500619578686492
Subway -> Train Station,2,0.027065527065527065,19,0.027065527065527065
Coffee Shop -> Gym / Fitness Center,2,0.02706027060270603,22,0.02706027060270603
Subway -> Deli / Bodega,2,0.026570048309178744,11,0.026570048309178744
Office -> Coffee Shop -> Office,3,0.026053639846743294,34,0.026053639846743294
Office -> Subway,2,0.02572347266881029,24,0.02572347266881029
Gym / Fitness Center -> American Restaurant,2,0.02570694087403599,10,0.02570694087403599
Gym / Fitness Center -> Office,2,0.02528735632183908,33,0.02528735632183908
Food & Drink Shop -> Coffee Shop,2,0.024783147459727387,20,0.024783147459727387
Park -> Food & Drink Shop,2,0.02454780361757106,19,0.02454780361757106
Office -> American Restaurant,2,0.02313624678663239,9,0.02313624678663239
Gym / Fitness Center -> Train Station,2,0.022792022792022793,16,0.022792022792022793
Bar -> Coffee Shop,2,0.022304832713754646,18,0.022304832713754646
Food & Drink Shop -> Residential Building (Apartment / Condo),2,0.02197802197802198,8,0.02197802197802198
Gym / Fitness Center -> Deli / Bodega,2,0.021739130434782608,9,0.021739130434782608
Train Station -> Deli / Bodega,2,0.021739130434782608,9,0.021739130434782608
Train Station -> Coffee Shop -> Train Station,3,0.021367521367521368,15,0.021367521367521368
Park -> Coffee Shop,2,0.021065675340768277,17,0.021065675340768277
Food & Drink Shop -> Gym / Fitness Center,2,0.020910209102091022,17,0.020910209102091022
Food & Drink Shop -> Office,2,0.020689655172413793,27,0.020689655172413793
Coffee Shop -> Food & Drink Shop,2,0.020671834625323,16,0.020671834625323
Coffee Shop -> American Restaurant,2,0.02056555269922879,8,0.02056555269922879
Park -> Office,2,0.01992337164750958,26,0.01992337164750958
Train Station -> Office,2,0.01992337164750958,26,0.01992337164750958
Train Station -> Office -> Train Station,3,0.01992337164750958,16,0.022792022792022793
Bar -> Gym / Fitness Center,2,0.01968019680196802,16,0.01968019680196802
Gym / Fitness Center -> Food & Drink Shop,2,0.01937984496124031,15,0.01937984496124031
Subway -> Food & Drink Shop,2,0.01937984496124031,15,0.01937984496124031
Coffee Shop -> Bus Station,2,0.019027484143763214,9,0.019027484143763214
Deli / Bodega -> Coffee Shop,2,0.01858736059479554,15,0.01858736059479554
American Restaurant -> Coffee Shop,2,0.01734820322180917,14,0.01734820322180917
Gym / Fitness Center -> Coffee Shop,2,0.01734820322180917,14,0.01734820322180917
Park -> Other Great Outdoors,2,0.017241379310344827,9,0.017241379310344827
Coffee Shop -> Subway,2,0.01714898177920686,16,0.01714898177920686
Coffee Shop -> Neighborhood,2,0.016985138004246284,8,0.016985138004246284
Subway -> Neighborhood,2,0.016985138004246284,8,0.016985138004246284
Food & Drink Shop -> Bus Station,2,0.016913319238900635,8,0.016913319238900635
American Restaurant -> Office,2,0.01685823754789272,22,0.01685823754789272
Bar -> Food & Drink Shop,2,0.016795865633074936,13,0.016795865633074936
American Restaurant -> Bar,2,0.016129032258064516,22,0.016129032258064516
Bar -> Park,2,0.016129032258064516,9,0.016129032258064516
Other Great Outdoors -> Park,2,0.016129032258064516,9,0.016129032258064516
Neighborhood -> Office,2,0.016091954022988506,21,0.016091954022988506
Other Great Outdoors -> Subway,2,0.01607717041800643,15,0.01607717041800643
Food & Drink Shop -> American Restaurant,2,0.015424164524421594,6,0.015424164524421594
Gym / Fitness Center -> Bar,2,0.015395894428152493,21,0.015395894428152493
Food & Drink Shop -> Subway,2,0.015005359056806002,14,0.015005359056806002
Subway -> Coffee Shop,2,0.01486988847583643,12,0.01486988847583643
Bar -> Neighborhood,2,0.014861995753715499,7,0.014861995753715499
Bar -> Bus Station,2,0.014799154334038054,7,0.014799154334038054
Bar -> Office,2,0.014559386973180077,19,0.014559386973180077
Park -> Deli / Bodega,2,0.014492753623188406,6,0.014492753623188406
Bus Station -> Train Station,2,0.014245014245014245,10,0.014245014245014245
Home (private) -> Residential Building (Apartment / Condo),2,0.013736263736263736,5,0.013736263736263736
Deli / Bodega -> Park,2,0.012544802867383513,7,0.012544802867383513
Gym / Fitness Center -> Park,2,0.012544802867383513,7,0.012544802867383513
Office -> Neighborhood -> Office,3,0.012260536398467433,16,0.012260536398467433
Bar -> Deli / Bodega,2,0.012077294685990338,5,0.012077294685990338
Deli / Bodega -> Subway,2,0.011789924973204717,11,0.011789924973204717
Train Station -> Subway,2,0.011789924973204717,11,0.011789924973204717
Coffee Shop -> Bar,2,0.011730205278592375,16,0.011730205278592375
Neighborhood -> Food & Drink Shop,2,0.011627906976744186,9,0.011627906976744186
American Restaurant -> Train Station,2,0.011396011396011397,8,0.011396011396011397
Bar -> Train Station,2,0.011396011396011397,8,0.011396011396011397
Home (private) -> Train Station,2,0.011396011396011397,8,0.011396011396011397
Office -> Bar,2,0.010997067448680353,15,0.010997067448680353
Gym / Fitness Center -> Residential Building (Apartment / Condo),2,0.01098901098901099,4,0.01098901098901099
Subway -> Residential Building (Apartment / Condo),2,0.01098901098901099,4,0.01098901098901099
Park -> Coffee Shop -> Park,3,0.010752688172043012,6,0.010752688172043012
Park -> Neighborhood,2,0.010615711252653927,5,0.010615711252653927
Office -> Subway -> Neighborhood,3,0.010615711252653927,5,0.010615711252653927
Other Great Outdoors -> Home (private),2,0.010552451893234015,17,0.010552451893234015
American Restaurant -> Food & Drink Shop,2,0.0103359173126615,8,0.0103359173126615
Bus Station -> American Restaurant,2,0.010282776349614395,4,0.010282776349614395
Other Great Outdoors -> American Restaurant,2,0.010282776349614395,4,0.010282776349614395
Subway -> American Restaurant,2,0.010282776349614395,4,0.010282776349614395
Train Station -> American Restaurant,2,0.010282776349614395,4,0.010282776349614395
Food & Drink Shop -> Bar,2,0.010263929618768328,14,0.010263929618768328
Bus Station -> Coffee Shop,2,0.009913258983890954,8,0.009913258983890954
Neighborhood -> Gym / Fitness Center,2,0.00984009840098401,8,0.00984009840098401
Park -> Gym / Fitness Center,2,0.00984009840098401,8,0.00984009840098401
Food & Drink Shop -> Deli / Bodega,2,0.00966183574879227,4,0.00966183574879227
Residential Building (Apartment / Condo) -> Deli / Bodega,2,0.00966183574879227,4,0.00966183574879227
Bus Station -> Subway,2,0.00964630225080386,9,0.00964630225080386
Office -> Deli / Bodega -> Office,3,0.009195402298850575,12,0.009195402298850575
Deli / Bodega -> Food & Drink Shop,2,0.00904392764857881,7,0.00904392764857881
Neighborhood -> Park,2,0.008960573476702509,5,0.008960573476702509
Park -> Food & Drink Shop -> Park,3,0.008960573476702509,5,0.008960573476702509
Park -> Bar,2,0.008797653958944282,12,0.008797653958944282
Subway -> Bar,2,0.008797653958944282,12,0.008797653958944282
Deli / Bodega -> Gym / Fitness Center,2,0.008610086100861008,7,0.008610086100861008
American Restaurant -> Subway,2,0.00857449088960343,8,0.00857449088960343
Park -> Subway,2,0.00857449088960343,8,0.00857449088960343
Bus Station -> Subway -> Bus Station,3,0.008456659619450317,4,0.008456659619450317
American Restaurant -> Residential Building (Apartment / Condo),2,0.008241758241758242,3,0.008241758241758242
Train Station -> Bar,2,0.008064516129032258,11,0.008064516129032258
Train Station -> Bar -> Train Station,3,0.008064516129032258,8,0.011396011396011397
Bar -> Other Great Outdoors,2,0.007662835249042145,4,0.007662835249042145
Gym / Fitness Center -> Subway,2,0.007502679528403001,7,0.007502679528403001
Neighborhood -> Subway,2,0.007502679528403001,7,0.007502679528403001
Coffee Shop -> Office -> Coffee Shop,3,0.007434944237918215,6,0.007434944237918215
Subway -> Office -> Coffee Shop,3,0.007434944237918215,6,0.007434944237918215
Train Station -> Office -> Coffee Shop,3,0.007434944237918215,6,0.007434944237918215
American Restaurant -> Gym / Fitness Center,2,0.007380073800738007,6,0.007380073800738007
Neighborhood -> Bar,2,0.007331378299120235,10,0.007331378299120235
