length,support,support_ratio,event_type_sequence,locations,weights,weight_ratios
2,6.841750262893327,0.6841750262893327,Home (private) -> Coffee Shop,"[(-73.9539069896124, 40.71152385094095), (-73.9539069896124, 40.7540041755368)]","(6.841750262893327,)","(0.6841750262893327,)"
2,6.384089538552805,0.6384089538552805,Gym / Fitness Center -> Coffee Shop,"[(-74.01151496864126, 40.7540041755368), (-73.9539069896124, 40.7540041755368)]","(6.384089538552805,)","(0.6384089538552805,)"
2,5.64504230218929,0.5645042302189289,Bus Station -> Coffee Shop,"[(-73.89629901058355, 40.71152385094095), (-73.9539069896124, 40.7540041755368)]","(5.64504230218929,)","(0.5645042302189289,)"
2,5.538419140578501,0.5538419140578501,Food & Drink Shop -> Coffee Shop,"[(-73.89629901058355, 40.71152385094095), (-73.9539069896124, 40.7540041755368)]","(5.538419140578501,)","(0.5538419140578501,)"
2,5.182843993074527,0.5182843993074526,Other Great Outdoors -> Coffee Shop,"[(-74.01151496864126, 40.79648450013265), (-73.9539069896124, 40.7540041755368)]","(5.182843993074527,)","(0.5182843993074526,)"
2,5.08797728151357,0.508797728151357,Food & Drink Shop -> Coffee Shop,"[(-74.01151496864126, 40.7540041755368), (-73.9539069896124, 40.7540041755368)]","(5.08797728151357,)","(0.508797728151357,)"
2,4.053495119071998,0.4053495119071998,Home (private) -> Food & Drink Shop,"[(-73.9539069896124, 40.71152385094095), (-74.01151496864126, 40.71152385094095)]","(4.053495119071998,)","(0.4053495119071998,)"
2,3.513652630325953,0.3513652630325953,Gym / Fitness Center -> Food & Drink Shop,"[(-74.01151496864126, 40.7540041755368), (-74.01151496864126, 40.71152385094095)]","(3.513652630325953,)","(0.3513652630325953,)"
2,3.434778060278004,0.3434778060278004,Office -> Food & Drink Shop,"[(-74.01151496864126, 40.7540041755368), (-74.01151496864126, 40.71152385094095)]","(3.434778060278004,)","(0.3434778060278004,)"
2,3.199068260100789,0.3199068260100789,Food & Drink Shop -> Coffee Shop,"[(-74.01151496864126, 40.71152385094095), (-73.9539069896124, 40.7540041755368)]","(3.199068260100789,)","(0.3199068260100789,)"
3,2.6752346462219525,0.26752346462219523,Bus Station -> Food & Drink Shop -> Coffee Shop,"[(-73.89629901058355, 40.71152385094095), (-74.01151496864126, 40.71152385094095), (-73.9539069896124, 40.7540041755368)]","(2.6752346462219525, 3.199068260100789)","(0.26752346462219523, 0.3199068260100789)"
2,2.6752346462219525,0.26752346462219523,Bus Station -> Food & Drink Shop,"[(-73.89629901058355, 40.71152385094095), (-74.01151496864126, 40.71152385094095)]","(2.6752346462219525,)","(0.26752346462219523,)"
2,2.3437421277722756,0.23437421277722756,Neighborhood -> Coffee Shop,"[(-73.9539069896124, 40.79648450013265), (-73.9539069896124, 40.7540041755368)]","(2.3437421277722756,)","(0.23437421277722756,)"
2,2.3088483764702405,0.23088483764702405,Deli / Bodega -> Coffee Shop,"[(-74.01151496864126, 40.7540041755368), (-73.9539069896124, 40.7540041755368)]","(2.3088483764702405,)","(0.23088483764702405,)"
2,2.3018043317475207,0.23018043317475206,Train Station -> Coffee Shop,"[(-74.01151496864126, 40.7540041755368), (-73.9539069896124, 40.7540041755368)]","(2.3018043317475207,)","(0.23018043317475206,)"
2,2.2404114065620697,0.22404114065620698,Office -> Coffee Shop,"[(-74.01151496864126, 40.7540041755368), (-73.9539069896124, 40.7540041755368)]","(2.2404114065620697,)","(0.22404114065620698,)"
3,2.182682957456391,0.21826829574563908,Home (private) -> Food & Drink Shop -> Coffee Shop,"[(-73.9539069896124, 40.71152385094095), (-74.01151496864126, 40.7540041755368), (-73.9539069896124, 40.7540041755368)]","(2.182682957456391, 5.08797728151357)","(0.21826829574563908, 0.508797728151357)"
2,2.182682957456391,0.21826829574563908,Home (private) -> Food & Drink Shop,"[(-73.9539069896124, 40.71152385094095), (-74.01151496864126, 40.7540041755368)]","(2.182682957456391,)","(0.21826829574563908,)"
3,2.161529435914438,0.21615294359144382,Other Great Outdoors -> Food & Drink Shop -> Coffee Shop,"[(-74.01151496864126, 40.79648450013265), (-74.01151496864126, 40.71152385094095), (-73.9539069896124, 40.7540041755368)]","(2.161529435914438, 3.199068260100789)","(0.21615294359144382, 0.3199068260100789)"
