length,support,support_ratio,event_type_sequence,locations,weights,weight_ratios
2,6.330691145757582,0.6330691145757582,Food & Drink Shop -> Bar,"[(-74.01151496864126, 40.7540041755368), (-73.9539069896124, 40.71152385094095)]","(6.330691145757582,)","(0.6330691145757582,)"
2,6.3149383611715155,0.6314938361171516,Food & Drink Shop -> Deli / Bodega,"[(-74.01151496864126, 40.7540041755368), (-73.9539069896124, 40.71152385094095)]","(6.3149383611715155,)","(0.6314938361171516,)"
2,6.313253966650267,0.6313253966650267,Bus Station -> Bar,"[(-74.01151496864126, 40.7540041755368), (-73.9539069896124, 40.71152385094095)]","(6.313253966650267,)","(0.6313253966650267,)"
2,6.27780091006799,0.627780091006799,Bus Station -> Deli / Bodega,"[(-74.01151496864126, 40.7540041755368), (-73.9539069896124, 40.71152385094095)]","(6.27780091006799,)","(0.627780091006799,)"
2,6.2334467333890915,0.6233446733389092,Gym / Fitness Center -> Other Great Outdoors,"[(-74.06912294767012, 40.71152385094095), (-74.12673092669897, 40.6690435263451)]","(6.2334467333890915,)","(0.6233446733389092,)"
2,6.222669269299016,0.6222669269299016,Coffee Shop -> Bar,"[(-73.9539069896124, 40.7540041755368), (-73.9539069896124, 40.71152385094095)]","(6.222669269299016,)","(0.6222669269299016,)"
2,6.175798774436136,0.6175798774436136,Bar -> Deli / Bodega,"[(-73.9539069896124, 40.6690435263451), (-73.9539069896124, 40.71152385094095)]","(6.175798774436136,)","(0.6175798774436136,)"
2,6.173165165807535,0.6173165165807535,Coffee Shop -> Deli / Bodega,"[(-73.9539069896124, 40.7540041755368), (-73.9539069896124, 40.71152385094095)]","(6.173165165807535,)","(0.6173165165807535,)"
2,6.120699539454693,0.6120699539454693,Park -> Bar,"[(-74.01151496864126, 40.7540041755368), (-73.9539069896124, 40.71152385094095)]","(6.120699539454693,)","(0.6120699539454693,)"
2,6.075215556008297,0.6075215556008298,Bar -> Deli / Bodega,"[(-73.89629901058355, 40.7540041755368), (-73.9539069896124, 40.71152385094095)]","(6.075215556008297,)","(0.6075215556008298,)"
2,6.059976040632158,0.6059976040632158,Park -> Deli / Bodega,"[(-74.01151496864126, 40.7540041755368), (-73.9539069896124, 40.71152385094095)]","(6.059976040632158,)","(0.6059976040632158,)"
2,6.000543899585171,0.6000543899585171,Deli / Bodega -> Bar,"[(-73.9539069896124, 40.6690435263451), (-73.9539069896124, 40.71152385094095)]","(6.000543899585171,)","(0.6000543899585171,)"
2,5.911055838687238,0.5911055838687238,Food & Drink Shop -> Subway,"[(-74.01151496864126, 40.7540041755368), (-73.9539069896124, 40.71152385094095)]","(5.911055838687238,)","(0.5911055838687238,)"
2,5.854947456768153,0.5854947456768154,Bus Station -> Subway,"[(-74.01151496864126, 40.7540041755368), (-73.9539069896124, 40.71152385094095)]","(5.854947456768153,)","(0.5854947456768154,)"
2,5.7421166437686155,0.5742116643768616,Bar -> Subway,"[(-73.9539069896124, 40.6690435263451), (-73.9539069896124, 40.71152385094095)]","(5.7421166437686155,)","(0.5742116643768616,)"
2,5.739275157228589,0.5739275157228589,Coffee Shop -> Subway,"[(-73.9539069896124, 40.7540041755368), (-73.9539069896124, 40.71152385094095)]","(5.739275157228589,)","(0.5739275157228589,)"
2,5.734970523705852,0.5734970523705851,Subway -> Deli / Bodega,"[(-73.89629901058355, 40.71152385094095), (-73.9539069896124, 40.71152385094095)]","(5.734970523705852,)","(0.5734970523705851,)"
2,5.725913609507869,0.5725913609507869,Gym / Fitness Center -> Deli / Bodega,"[(-74.06912294767012, 40.71152385094095), (-73.9539069896124, 40.71152385094095)]","(5.725913609507869,)","(0.5725913609507869,)"
2,5.720304470292314,0.5720304470292314,Subway -> Bar,"[(-73.89629901058355, 40.71152385094095), (-73.9539069896124, 40.71152385094095)]","(5.720304470292314,)","(0.5720304470292314,)"
2,5.71088794875325,0.5710887948753249,Gym / Fitness Center -> Bar,"[(-74.06912294767012, 40.71152385094095), (-73.9539069896124, 40.71152385094095)]","(5.71088794875325,)","(0.5710887948753249,)"
2,5.704772585070786,0.5704772585070785,Bar -> Subway,"[(-73.89629901058355, 40.7540041755368), (-73.9539069896124, 40.71152385094095)]","(5.704772585070786,)","(0.5704772585070785,)"
2,5.686051936034612,0.5686051936034612,Bar -> Deli / Bodega,"[(-73.9539069896124, 40.7540041755368), (-73.9539069896124, 40.71152385094095)]","(5.686051936034612,)","(0.5686051936034612,)"
2,5.671311998081197,0.5671311998081197,American Restaurant -> Deli / Bodega,"[(-73.9539069896124, 40.79648450013265), (-73.9539069896124, 40.71152385094095)]","(5.671311998081197,)","(0.5671311998081197,)"
2,5.656310432065569,0.5656310432065569,American Restaurant -> Bar,"[(-73.9539069896124, 40.79648450013265), (-73.9539069896124, 40.71152385094095)]","(5.656310432065569,)","(0.5656310432065569,)"
2,5.6449653142584495,0.564496531425845,Deli / Bodega -> Subway,"[(-73.9539069896124, 40.6690435263451), (-73.9539069896124, 40.71152385094095)]","(5.6449653142584495,)","(0.564496531425845,)"
2,5.618532329547127,0.5618532329547127,Park -> Subway,"[(-74.01151496864126, 40.7540041755368), (-73.9539069896124, 40.71152385094095)]","(5.618532329547127,)","(0.5618532329547127,)"
