length,support,support_ratio,event_type_sequence,locations,weights,weight_ratios
2,5.822215071831511,0.5822215071831511,Food & Drink Shop -> Deli / Bodega,"[(-73.8386910315547, 40.7540041755368), (-73.78108305252584, 40.7540041755368)]","(5.822215071831511,)","(0.5822215071831511,)"
2,5.768973150089137,0.5768973150089136,Train Station -> Deli / Bodega,"[(-73.8386910315547, 40.71152385094095), (-73.78108305252584, 40.7540041755368)]","(5.768973150089137,)","(0.5768973150089136,)"
2,5.706367241913329,0.5706367241913328,Home (private) -> Deli / Bodega,"[(-73.8386910315547, 40.71152385094095), (-73.78108305252584, 40.7540041755368)]","(5.706367241913329,)","(0.5706367241913328,)"
2,5.651495843096767,0.5651495843096768,Neighborhood -> Deli / Bodega,"[(-73.72347507349699, 40.7540041755368), (-73.78108305252584, 40.7540041755368)]","(5.651495843096767,)","(0.5651495843096768,)"
2,5.412307591601339,0.5412307591601339,Home (private) -> Neighborhood,"[(-73.9539069896124, 40.8389648247285), (-73.89629901058355, 40.88144514932435)]","(5.412307591601339,)","(0.5412307591601339,)"
2,5.380426476396483,0.5380426476396483,Other Great Outdoors -> Deli / Bodega,"[(-73.8386910315547, 40.7540041755368), (-73.78108305252584, 40.7540041755368)]","(5.380426476396483,)","(0.5380426476396483,)"
2,5.34196455262298,0.534196455262298,Bar -> Neighborhood,"[(-73.8386910315547, 40.88144514932435), (-73.89629901058355, 40.88144514932435)]","(5.34196455262298,)","(0.534196455262298,)"
2,5.11595157328278,0.511595157328278,Park -> Deli / Bodega,"[(-73.78108305252584, 40.79648450013265), (-73.78108305252584, 40.7540041755368)]","(5.11595157328278,)","(0.511595157328278,)"
2,4.972152955148002,0.4972152955148002,Train Station -> Food & Drink Shop,"[(-73.8386910315547, 40.71152385094095), (-73.78108305252584, 40.7540041755368)]","(4.972152955148002,)","(0.4972152955148002,)"
2,4.9278841997721585,0.49278841997721584,Home (private) -> Food & Drink Shop,"[(-73.8386910315547, 40.71152385094095), (-73.78108305252584, 40.7540041755368)]","(4.9278841997721585,)","(0.49278841997721584,)"
2,4.885921701516126,0.4885921701516126,Neighborhood -> Food & Drink Shop,"[(-73.72347507349699, 40.7540041755368), (-73.78108305252584, 40.7540041755368)]","(4.885921701516126,)","(0.4885921701516126,)"
2,4.651415747671767,0.4651415747671767,Deli / Bodega -> Train Station,"[(-74.01151496864126, 40.8389648247285), (-74.01151496864126, 40.7540041755368)]","(4.651415747671767,)","(0.4651415747671767,)"
2,4.64828410930869,0.464828410930869,Residential Building (Apartment / Condo) -> Neighborhood,"[(-73.89629901058355, 40.88144514932435), (-73.89629901058355, 40.88144514932435)]","(4.64828410930869,)","(0.464828410930869,)"
2,4.571248649347754,0.4571248649347754,Home (private) -> Neighborhood,"[(-73.89629901058355, 40.88144514932435), (-73.89629901058355, 40.88144514932435)]","(4.571248649347754,)","(0.4571248649347754,)"
2,4.494582578307587,0.4494582578307587,Bus Station -> Train Station,"[(-73.9539069896124, 40.71152385094095), (-74.01151496864126, 40.7540041755368)]","(4.494582578307587,)","(0.4494582578307587,)"
2,4.487992217038563,0.44879922170385633,Home (private) -> Train Station,"[(-74.01151496864126, 40.7540041755368), (-74.01151496864126, 40.7540041755368)]","(4.487992217038563,)","(0.44879922170385633,)"
2,4.483991476563322,0.44839914765633215,Neighborhood -> Train Station,"[(-73.9539069896124, 40.71152385094095), (-74.01151496864126, 40.7540041755368)]","(4.483991476563322,)","(0.44839914765633215,)"
2,4.476923144536408,0.44769231445364077,Neighborhood -> Train Station,"[(-74.01151496864126, 40.8389648247285), (-74.01151496864126, 40.7540041755368)]","(4.476923144536408,)","(0.44769231445364077,)"
2,4.4595461843210416,0.44595461843210416,Food & Drink Shop -> Train Station,"[(-73.9539069896124, 40.7540041755368), (-74.01151496864126, 40.7540041755368)]","(4.4595461843210416,)","(0.44595461843210416,)"
2,4.458515318879124,0.44585153188791243,Other Great Outdoors -> Food & Drink Shop,"[(-73.8386910315547, 40.7540041755368), (-73.78108305252584, 40.7540041755368)]","(4.458515318879124,)","(0.44585153188791243,)"
2,4.4560466250160315,0.44560466250160313,Subway -> Train Station,"[(-74.01151496864126, 40.7540041755368), (-74.01151496864126, 40.7540041755368)]","(4.4560466250160315,)","(0.44560466250160313,)"
2,4.44845898819381,0.44484589881938097,Deli / Bodega -> American Restaurant,"[(-74.01151496864126, 40.8389648247285), (-74.01151496864126, 40.7540041755368)]","(4.44845898819381,)","(0.44484589881938097,)"
2,4.440135854186125,0.4440135854186125,Park -> Food & Drink Shop,"[(-73.78108305252584, 40.79648450013265), (-73.78108305252584, 40.7540041755368)]","(4.440135854186125,)","(0.4440135854186125,)"
2,4.397859629354345,0.4397859629354345,Bus Station -> American Restaurant,"[(-73.9539069896124, 40.71152385094095), (-74.01151496864126, 40.7540041755368)]","(4.397859629354345,)","(0.4397859629354345,)"
2,4.397776751859166,0.43977767518591665,Neighborhood -> American Restaurant,"[(-73.9539069896124, 40.71152385094095), (-74.01151496864126, 40.7540041755368)]","(4.397776751859166,)","(0.43977767518591665,)"
2,4.397767038012617,0.4397767038012617,Home (private) -> American Restaurant,"[(-74.01151496864126, 40.7540041755368), (-74.01151496864126, 40.7540041755368)]","(4.397767038012617,)","(0.4397767038012617,)"
2,4.397634683000088,0.4397634683000088,Neighborhood -> American Restaurant,"[(-74.01151496864126, 40.8389648247285), (-74.01151496864126, 40.7540041755368)]","(4.397634683000088,)","(0.4397634683000088,)"
2,4.395529200861608,0.4395529200861608,Food & Drink Shop -> American Restaurant,"[(-73.9539069896124, 40.7540041755368), (-74.01151496864126, 40.7540041755368)]","(4.395529200861608,)","(0.4395529200861608,)"
