sequence,length,sequence_index,tail_event_count,last_density_ratio
Deli / Bodega -> Office,2,815.7746676004007,7,815.7746676004007
Deli / Bodega -> Office -> Neighborhood,3,815.7746676004007,1,3618.924286397488
Deli / Bodega -> Office -> Neighborhood -> Office,4,815.7746676004007,1,11071.227631719723
Office -> Deli / Bodega,2,582.6961911431433,5,582.6961911431433
Office -> Deli / Bodega -> Office,3,582.6961911431433,1,2214.245526343944
Coffee Shop -> Office,2,569.0817941538176,10,569.0817941538176
Coffee Shop -> Office -> Coffee Shop,3,569.0817941538176,1,1396.8371311048247
Coffee Shop -> Office -> Coffee Shop -> Office,4,569.0817941538176,1,11071.227631719723
Coffee Shop -> Office -> Gym / Fitness Center,3,569.0817941538176,1,1403.3950519081336
Coffee Shop -> Office -> Train Station,3,569.0817941538176,1,1698.42696622973
Office -> Coffee Shop,2,569.0817941538176,11,569.0817941538176
Office -> Coffee Shop -> Deli / Bodega,3,569.0817941538176,1,2860.5085747027033
Office -> Coffee Shop -> Office,3,569.0817941538176,2,2012.950478494495
Neighborhood -> Food & Drink Shop,2,516.9891837710696,4,516.9891837710696
Food & Drink Shop -> Park,2,467.82763562106,5,467.82763562106
Food & Drink Shop -> Park -> Coffee Shop,3,467.82763562106,1,2793.6742622096494
Subway -> Bus Station,2,461.37235075850054,4,461.37235075850054
Park -> Coffee Shop,2,428.47764757816714,4,428.47764757816714
Park -> Coffee Shop -> Park,3,428.47764757816714,1,4584.710829086388
Office -> Gym / Fitness Center,2,415.82075612092854,7,415.82075612092854
Office -> Gym / Fitness Center -> Office,3,415.82075612092854,1,1581.6039473885319
Deli / Bodega -> Park,2,386.08091192306426,2,386.08091192306426
Food & Drink Shop -> Subway,2,364.8607875896305,5,364.8607875896305
Food & Drink Shop -> Subway -> Food & Drink Shop,3,364.8607875896305,1,3050.236184249311
Subway -> Neighborhood,2,363.62397136051317,3,363.62397136051317
Subway -> Neighborhood -> Office,3,363.62397136051317,1,3690.4092105732407
Subway -> Neighborhood -> Office -> Gym / Fitness Center,4,363.62397136051317,1,14033.950519081338
Train Station -> Deli / Bodega,2,357.5635718378379,2,357.5635718378379
Train Station -> Deli / Bodega -> Home (private),3,357.5635718378379,1,3146.5594321729736
Food & Drink Shop -> Coffee Shop,2,356.33600283286347,5,356.33600283286347
American Restaurant -> Coffee Shop,2,343.48454043561264,3,343.48454043561264
Other Great Outdoors -> Subway,2,336.5304205532592,4,336.5304205532592
Residential Building (Apartment / Condo) -> Deli / Bodega,2,327.7666075180181,1,327.7666075180181
Subway -> Deli / Bodega,2,301.1061657581793,2,301.1061657581793
Gym / Fitness Center -> Deli / Bodega,2,295.45158987539656,2,295.45158987539656
Deli / Bodega -> Coffee Shop,2,294.0709749694368,2,294.0709749694368
American Restaurant -> Office,2,272.2433024193374,3,272.2433024193374
American Restaurant -> Office -> Coffee Shop,3,272.2433024193374,2,9312.24754069883
Office -> Park,2,271.68656764956376,2,271.68656764956376
Subway -> Coffee Shop,2,267.33724997221526,4,267.33724997221526
Residential Building (Apartment / Condo) -> Bar,2,260.20468841959655,3,260.20468841959655
Residential Building (Apartment / Condo) -> Bar -> Office,3,260.20468841959655,1,3690.4092105732407
Gym / Fitness Center -> Park,2,258.29356783585285,3,258.29356783585285
Train Station -> Office,2,251.61880981181187,4,251.61880981181187
Train Station -> Office -> Train Station,3,251.61880981181187,2,8492.13483114865
Bus Station -> Residential Building (Apartment / Condo),2,251.11151382428807,1,251.11151382428807
Food & Drink Shop -> Bus Station,2,245.9867890523638,2,245.9867890523638
Subway -> Train Station,2,243.7933444348895,3,243.7933444348895
Train Station -> Subway,2,243.7933444348895,3,243.7933444348895
Train Station -> Coffee Shop,2,238.09723825650423,2,238.09723825650423
Train Station -> Coffee Shop -> Train Station,3,238.09723825650423,1,8492.13483114865
American Restaurant -> Subway,2,234.46791595923796,2,234.46791595923796
Coffee Shop -> American Restaurant,2,228.98969362374177,2,228.98969362374177
Park -> Other Great Outdoors,2,215.75109783935946,2,215.75109783935946
Gym / Fitness Center -> Food & Drink Shop,2,214.80536508797965,3,214.80536508797965
Subway -> Office,2,211.8895240520521,4,211.8895240520521
Subway -> Office -> Gym / Fitness Center,3,211.8895240520521,1,3508.4876297703345
American Restaurant -> Bar,2,204.75123023181365,3,204.75123023181365
Park -> Office,2,203.7649257371728,3,203.7649257371728
Train Station -> Other Great Outdoors,2,199.81493720349766,2,199.81493720349766
Train Station -> Other Great Outdoors -> Subway,3,199.81493720349766,1,7151.271436756758
