sequence,length,sequence_index,tail_event_count,last_density_ratio
Coffee Shop -> Office,2,605.8919401461505,45,605.8919401461505
Coffee Shop -> Office -> Train Station,3,605.8919401461505,3,819.8375684621706
Coffee Shop -> Office -> Train Station -> Neighborhood,4,605.8919401461505,1,6475.150222248991
Coffee Shop -> Office -> Train Station -> Neighborhood -> Office,5,605.8919401461505,1,7051.5508778711555
Office -> Coffee Shop,2,515.6527150180004,35,515.6527150180004
Office -> Coffee Shop -> Deli / Bodega,3,515.6527150180004,1,596.8289148100341
Office -> Coffee Shop -> Neighborhood,3,515.6527150180004,1,555.0128761927706
Office -> Coffee Shop -> Neighborhood -> Office,4,515.6527150180004,2,14103.101755742311
Office -> Coffee Shop -> Office,3,515.6527150180004,9,1813.2559400240116
Office -> Coffee Shop -> Office -> Food & Drink Shop,4,515.6527150180004,1,1315.985223162578
Office -> Coffee Shop -> Park,3,512.5707150721469,1,512.5707150721469
Coffee Shop -> Office -> Deli / Bodega,3,464.200267074471,1,464.200267074471
Coffee Shop -> Office -> Neighborhood,3,431.67668148326607,1,431.67668148326607
Coffee Shop -> Office -> Neighborhood -> Office,4,431.67668148326607,1,7051.5508778711555
Train Station -> Coffee Shop,2,427.1548574254454,12,427.1548574254454
Train Station -> Coffee Shop -> Office,3,427.1548574254454,2,1175.2584796451924
Train Station -> Coffee Shop -> Office -> Train Station,4,427.1548574254454,1,6148.78176346628
Train Station -> Coffee Shop -> Train Station,3,427.1548574254454,3,3074.39088173314
Deli / Bodega -> Office,2,386.38634947239206,16,386.38634947239206
Deli / Bodega -> Office -> Food & Drink Shop,3,386.38634947239206,1,740.2416880289501
Deli / Bodega -> Office -> Gym / Fitness Center,3,386.38634947239206,1,652.7816255734749
Deli / Bodega -> Office -> Gym / Fitness Center -> Food & Drink Shop,4,386.38634947239206,1,11843.867008463201
Deli / Bodega -> Office -> Neighborhood,3,386.38634947239206,1,1214.0906666716858
Deli / Bodega -> Office -> Neighborhood -> Office,4,386.38634947239206,1,7051.5508778711555
Coffee Shop -> Deli / Bodega,2,343.6948960971861,8,343.6948960971861
Coffee Shop -> Deli / Bodega -> Bar,3,343.6948960971861,1,770.1504431008269
Coffee Shop -> Deli / Bodega -> Coffee Shop,3,343.6948960971861,1,1393.8737452830323
Coffee Shop -> Deli / Bodega -> Office,3,343.6948960971861,2,1762.8877194677889
Office -> Coffee Shop -> Food & Drink Shop,3,338.39620024180573,1,338.39620024180573
Subway -> Bus Station,2,333.23155235186863,11,333.23155235186863
Food & Drink Shop -> Park,2,313.51412669461416,9,313.51412669461416
Food & Drink Shop -> Park -> Bar,3,313.51412669461416,2,1369.156343290359
Food & Drink Shop -> Park -> Coffee Shop,3,313.51412669461416,1,1238.9988846960289
Food & Drink Shop -> Park -> Food & Drink Shop,3,313.51412669461416,1,2631.970446325156
Food & Drink Shop -> Park -> Food & Drink Shop -> Bar,4,313.51412669461416,1,6161.203544806615
Food & Drink Shop -> Park -> Neighborhood,3,313.51412669461416,1,2158.3834074163306
Park -> Food & Drink Shop,2,313.51412669461416,8,313.51412669461416
Park -> Food & Drink Shop -> Bar,3,313.51412669461416,1,770.1504431008269
Park -> Food & Drink Shop -> Subway,3,313.51412669461416,2,3737.4947974010715
Food & Drink Shop -> Coffee Shop,2,303.13370771203813,13,303.13370771203813
Food & Drink Shop -> Coffee Shop -> Food & Drink Shop,3,303.13370771203813,1,911.0666929587078
Food & Drink Shop -> Coffee Shop -> Office,3,303.13370771203813,1,542.4269906054735
Food & Drink Shop -> Coffee Shop -> Office -> Food & Drink Shop,4,303.13370771203813,1,11843.867008463201
Other Great Outdoors -> Bus Station,2,288.18329256619444,6,288.18329256619444
Other Great Outdoors -> Bus Station -> Home (private),3,288.18329256619444,2,1694.3309748218192
Other Great Outdoors -> Park,2,278.8597154537587,6,278.8597154537587
Other Great Outdoors -> Park -> Other Great Outdoors,3,278.8597154537587,1,2633.67509039661
Park -> Other Great Outdoors,2,278.8597154537587,6,278.8597154537587
Park -> Other Great Outdoors -> Bar,3,278.8597154537587,1,1026.8672574677692
Park -> Other Great Outdoors -> Park,3,278.8597154537587,1,2989.995837920857
Subway -> Deli / Bodega,2,273.05898063204177,8,273.05898063204177
Subway -> Deli / Bodega -> Bar,3,273.05898063204177,1,770.1504431008269
Subway -> Deli / Bodega -> Coffee Shop,3,273.05898063204177,2,2787.7474905660647
Subway -> Deli / Bodega -> Coffee Shop -> Neighborhood,4,273.05898063204177,1,9712.725333373486
Subway -> Deli / Bodega -> Coffee Shop -> Neighborhood -> Office,5,273.05898063204177,2,14103.101755742311
Subway -> Deli / Bodega -> Coffee Shop -> Office,4,273.05898063204177,3,10577.326316806733
Subway -> Deli / Bodega -> Office,3,273.05898063204177,2,1762.8877194677889
Office -> Neighborhood,2,269.4860208103627,11,269.4860208103627
Office -> Neighborhood -> Office,3,269.4860208103627,4,2564.200319225875
Office -> Neighborhood -> Park,3,269.4860208103627,2,3261.8136413682078
Office -> Neighborhood -> Subway,3,269.4860208103627,1,906.0593448245022
Office -> Neighborhood -> Subway -> Park,4,269.4860208103627,1,17939.975027525143
Deli / Bodega -> Coffee Shop,2,267.31825252003364,7,267.31825252003364
Deli / Bodega -> Coffee Shop -> Neighborhood,3,267.31825252003364,1,2775.0643809638536
Deli / Bodega -> Coffee Shop -> Neighborhood -> Office,4,267.31825252003364,2,14103.101755742311
Deli / Bodega -> Coffee Shop -> Office,3,267.31825252003364,3,3022.093233373352
Food & Drink Shop -> American Restaurant,2,266.1543147969259,4,266.1543147969259
Food & Drink Shop -> American Restaurant -> Food & Drink Shop,3,266.1543147969259,1,2960.9667521158003
Food & Drink Shop -> American Restaurant -> Food & Drink Shop -> American Restaurant,4,266.1543147969259,1,22844.912020069474
Food & Drink Shop -> American Restaurant -> Gym / Fitness Center,3,266.1543147969259,1,2611.1265022938996
Food & Drink Shop -> American Restaurant -> Gym / Fitness Center -> Food & Drink Shop,4,266.1543147969259,1,11843.867008463201
Food & Drink Shop -> American Restaurant -> Gym / Fitness Center -> Food & Drink Shop -> Gym / Fitness Center,5,266.1543147969259,1,10444.506009175599
Office -> Deli / Bodega,2,265.64061526226953,11,265.64061526226953
Office -> Deli / Bodega -> Bar,3,265.64061526226953,1,560.1094131642377
Office -> Deli / Bodega -> Coffee Shop,3,265.64061526226953,1,1013.7263602058417
Office -> Deli / Bodega -> Office,3,265.64061526226953,1,641.0500798064687
