sequence,length,sequence_index,tail_event_count,last_density_ratio
Deli / Bodega -> Office,2,437.6983717805112,26,437.6983717805112
Deli / Bodega -> Office -> Deli / Bodega,3,437.6983717805112,2,505.0365828236668
Deli / Bodega -> Office -> Neighborhood,3,437.6983717805112,2,695.3675338131831
Deli / Bodega -> Office -> Neighborhood -> Office,4,437.6983717805112,7,7247.274963519619
Deli / Bodega -> Office -> Neighborhood -> Office -> Gym / Fitness Center,5,437.6983717805112,1,941.753348029205
Deli / Bodega -> Office -> Neighborhood -> Office -> Neighborhood,5,437.6983717805112,1,4304.656161700657
Deli / Bodega -> Office -> Neighborhood -> Office -> Park,5,437.6983717805112,1,2549.498014001715
Deli / Bodega -> Office -> Neighborhood -> Office -> Subway,5,437.6983717805112,1,2168.510998751459
Deli / Bodega -> Office -> Neighborhood -> Park,4,437.6983717805112,1,2230.8107622515004
Deli / Bodega -> Office -> Neighborhood -> Park -> Neighborhood,5,437.6983717805112,1,6026.518626380919
Deli / Bodega -> Office -> Neighborhood -> Park -> Office,5,437.6983717805112,2,4141.299979154068
Deli / Bodega -> Office -> Neighborhood -> Park -> Subway,5,437.6983717805112,1,3035.915398252042
Deli / Bodega -> Office -> Park,3,437.6983717805112,1,514.8024835965001
Deli / Bodega -> Office -> Park -> Neighborhood,4,437.6983717805112,1,6026.518626380919
Deli / Bodega -> Office -> Park -> Neighborhood -> Office,5,437.6983717805112,1,2070.649989577034
Deli / Bodega -> Office -> Park -> Office,4,437.6983717805112,2,4141.299979154068
Deli / Bodega -> Office -> Park -> Office -> Gym / Fitness Center,5,437.6983717805112,1,1648.0683590511085
Deli / Bodega -> Office -> Park -> Office -> Neighborhood,5,437.6983717805112,1,6026.518626380919
Deli / Bodega -> Office -> Park -> Office -> Subway,5,437.6983717805112,1,3035.915398252042
Deli / Bodega -> Office -> Park -> Subway,4,437.6983717805112,1,3035.915398252042
Deli / Bodega -> Office -> Park -> Subway -> Neighborhood,5,437.6983717805112,1,6026.518626380919
Deli / Bodega -> Office -> Park -> Subway -> Office,5,437.6983717805112,1,2070.649989577034
Coffee Shop -> Office,2,406.4609238799363,48,406.4609238799363
Coffee Shop -> Office -> Coffee Shop,3,406.4609238799363,7,560.80103884378
Coffee Shop -> Office -> Coffee Shop -> American Restaurant,4,406.4609238799363,1,887.4214241044431
Coffee Shop -> Office -> Coffee Shop -> American Restaurant -> Coffee Shop,5,406.4609238799363,3,8972.81662150048
Coffee Shop -> Office -> Coffee Shop -> American Restaurant -> Deli / Bodega,5,406.4609238799363,1,6565.475576707669
