sequence,length,sequence_index,tail_event_count,last_density_ratio
Office -> Building,2,407.36811074990646,64,407.36811074990646
Office -> Building -> Coffee Shop,3,407.36811074990646,9,708.231019608147
Office -> Building -> Coffee Shop -> Gym / Fitness Center,4,407.36811074990646,1,507.6606595499277
Office -> Building -> Coffee Shop -> Gym / Fitness Center -> Deli / Bodega,5,407.36811074990646,2,18426.25801114902
Office -> Building -> Coffee Shop -> Office,4,407.36811074990646,5,1619.656343945411
Office -> Building -> Coffee Shop -> Office -> Food & Drink Shop,5,407.36811074990646,1,1078.7677783915465
Office -> Building -> Coffee Shop -> Office -> Train Station,5,407.36811074990646,1,1100.9606754425354
Office -> Building -> Coffee Shop -> Park,4,407.36811074990646,2,1722.4657642663794
Office -> Building -> Coffee Shop -> Park -> Office,5,407.36811074990646,1,1457.69070955087
Office -> Building -> Coffee Shop -> Subway,4,407.36811074990646,1,456.79285799181866
Office -> Building -> Coffee Shop -> Subway -> Building,5,407.36811074990646,1,10360.892551723524
Office -> Building -> Coffee Shop -> Train Station,4,407.36811074990646,1,611.6448196902975
Office -> Building -> Coffee Shop -> Train Station -> Food & Drink Shop,5,407.36811074990646,1,5393.838891957733
Office -> Building -> College Academic Building,3,407.36811074990646,4,519.7947783550484
Office -> Building -> Office,3,407.36811074990646,15,728.845354775435
Office -> Building -> Office -> Building,4,407.36811074990646,1,690.7261701149016
Office -> Building -> Office -> Coffee Shop,4,407.36811074990646,2,671.5079297025393
Office -> Building -> Office -> Coffee Shop -> Office,5,407.36811074990646,1,1457.69070955087
Office -> Building -> Office -> Coffee Shop -> Train Station,5,407.36811074990646,1,2752.401688606338
Office -> Building -> Office -> Deli / Bodega,4,407.36811074990646,3,1842.6258011149018
Office -> Building -> Office -> Deli / Bodega -> Office,5,407.36811074990646,1,971.7938063672466
Office -> Building -> Park,3,407.36811074990646,5,605.554370249899
Office -> Building -> Park -> Coffee Shop,4,407.36811074990646,2,2014.5237891076179
Office -> Building -> Park -> Coffee Shop -> Office,5,407.36811074990646,3,4373.0721286526095
Office -> Building -> Park -> Office,4,407.36811074990646,3,1749.228851461044
Coffee Shop -> Office,2,362.6333680061084,147,362.6333680061084
Coffee Shop -> Office -> Building,3,362.6333680061084,10,1057.233933849339
Coffee Shop -> Office -> Building -> Coffee Shop,4,362.6333680061084,1,503.63094727690446
Coffee Shop -> Office -> Building -> Coffee Shop -> Gym / Fitness Center,5,362.6333680061084,1,4568.9459359493485
Coffee Shop -> Office -> Building -> College Academic Building,4,362.6333680061084,1,831.6716453680773
Coffee Shop -> Office -> Building -> Gym / Fitness Center,4,362.6333680061084,2,913.7891871898696
Coffee Shop -> Office -> Building -> Gym / Fitness Center -> Deli / Bodega,5,362.6333680061084,2,9213.12900557451
Coffee Shop -> Office -> Clothing Store,3,362.6333680061084,11,1645.4068734668317
Coffee Shop -> Office -> Clothing Store -> American Restaurant,4,362.6333680061084,1,992.000350696933
Coffee Shop -> Office -> Clothing Store -> Deli / Bodega,4,362.6333680061084,1,837.5571823249554
Coffee Shop -> Office -> Clothing Store -> Other Great Outdoors,4,362.6333680061084,1,629.3455543229137
Coffee Shop -> Office -> Clothing Store -> Other Great Outdoors -> Building,5,362.6333680061084,1,10360.892551723524
Coffee Shop -> Office -> Deli / Bodega,3,362.6333680061084,5,501.39477581357875
Coffee Shop -> Office -> Deli / Bodega -> College Academic Building,4,362.6333680061084,1,1663.3432907361546
Coffee Shop -> Office -> Deli / Bodega -> College Academic Building -> Office,5,362.6333680061084,1,2915.38141910174
Coffee Shop -> Office -> Deli / Bodega -> Office,4,362.6333680061084,2,1166.152567640696
Coffee Shop -> Office -> Deli / Bodega -> Office -> College Academic Building,5,362.6333680061084,1,4158.358226840387
Coffee Shop -> Office -> Deli / Bodega -> Park,4,362.6333680061084,1,1550.2191878397412
Coffee Shop -> Office -> Deli / Bodega -> Park -> Neighborhood,5,362.6333680061084,1,8791.957393891105
Building -> Deli / Bodega,2,356.7373183976662,22,356.7373183976662
Building -> Deli / Bodega -> Office,3,356.7373183976662,3,397.5520116956918
Building -> Deli / Bodega -> Office -> Coffee Shop,4,356.7373183976662,1,1678.769824256348
Office -> Coffee Shop,2,345.93314711109025,108,345.93314711109025
Office -> Coffee Shop -> Building,3,345.93314711109025,5,479.67095146868166
Office -> Coffee Shop -> Building -> Office,4,345.93314711109025,3,2332.305135281392
Office -> Coffee Shop -> Clothing Store,3,345.93314711109025,8,995.3695901219106
Office -> Coffee Shop -> Clothing Store -> American Restaurant,4,345.93314711109025,1,1364.0004822082828
Office -> Coffee Shop -> Clothing Store -> Deli / Bodega,4,345.93314711109025,1,1151.6411256968138
Office -> Coffee Shop -> Clothing Store -> Office,4,345.93314711109025,1,364.4226773877175
Office -> Coffee Shop -> Clothing Store -> Other Great Outdoors,4,345.93314711109025,1,865.3501371940063
Office -> Coffee Shop -> Clothing Store -> Other Great Outdoors -> Building,5,345.93314711109025,1,10360.892551723524
Office -> Coffee Shop -> Clothing Store -> Train Station,4,345.93314711109025,1,688.1004221515846
Office -> Coffee Shop -> Clothing Store -> Train Station -> Neighborhood,5,345.93314711109025,1,8791.957393891105
Office -> Coffee Shop -> Deli / Bodega,3,345.93314711109025,5,426.5337502580792
Office -> Coffee Shop -> Deli / Bodega -> Coffee Shop,4,345.93314711109025,1,1007.2618945538089
Office -> Coffee Shop -> Office,3,345.93314711109025,56,1538.6735267481404
Office -> Coffee Shop -> Office -> Building,4,345.93314711109025,3,1110.095630541806
Office -> Coffee Shop -> Office -> Clothing Store,4,345.93314711109025,9,3839.282704755941
Office -> Coffee Shop -> Office -> Clothing Store -> American Restaurant,5,345.93314711109025,1,1212.4448730740294
Office -> Coffee Shop -> Office -> Clothing Store -> Deli / Bodega,5,345.93314711109025,1,1023.68100061939
Office -> Coffee Shop -> Office -> Clothing Store -> Other Great Outdoors,5,345.93314711109025,1,769.2001219502279
Office -> Coffee Shop -> Office -> Deli / Bodega,4,345.93314711109025,2,822.6008040691527
Office -> Coffee Shop -> Office -> Train Station,4,345.93314711109025,3,393.20024122947694
Office -> Coffee Shop -> Office -> Train Station -> Food & Drink Shop,5,345.93314711109025,1,1797.9462973192442
Office -> Coffee Shop -> Office -> Train Station -> Neighborhood,5,345.93314711109025,1,2930.6524646303683
Office -> Coffee Shop -> Park,3,345.93314711109025,6,430.61644106659486
Office -> Coffee Shop -> Park -> Building,4,345.93314711109025,1,1726.815425287254
Office -> Coffee Shop -> Park -> Office,4,345.93314711109025,1,485.8969031836233
Coffee Shop -> Office -> Coffee Shop,3,342.60608658292824,8,342.60608658292824
Coffee Shop -> Office -> Coffee Shop -> Building,4,342.60608658292824,1,1295.1115689654405
Coffee Shop -> Office -> Coffee Shop -> Clothing Store,4,342.60608658292824,1,1679.6861833307241
Coffee Shop -> Office -> Coffee Shop -> Clothing Store -> Other Great Outdoors,5,342.60608658292824,1,6922.80109755205
Coffee Shop -> Office -> Coffee Shop -> Gym / Fitness Center,4,342.60608658292824,1,571.1182419936686
Coffee Shop -> Office -> Coffee Shop -> Gym / Fitness Center -> Deli / Bodega,5,342.60608658292824,2,18426.25801114902
