length,support,support_ratio,event_type_sequence,locations,weights,weight_ratios
2,6.698219501357459,0.6698219501357459,Home (private) -> Coffee Shop,"[(-74.00898152589798, 40.62521200297396), (-74.00898152589798, 40.71049058128926)]","(6.698219501357459,)","(0.6698219501357459,)"
2,6.662779952022911,0.666277995202291,Gym / Fitness Center -> Coffee Shop,"[(-74.00898152589798, 40.753129870446905), (-74.00898152589798, 40.71049058128926)]","(6.662779952022911,)","(0.666277995202291,)"
2,6.551584293944547,0.6551584293944547,Home (private) -> Building,"[(-74.00898152589798, 40.62521200297396), (-74.00898152589798, 40.71049058128926)]","(6.551584293944547,)","(0.6551584293944547,)"
2,6.513793512114877,0.6513793512114877,Gym / Fitness Center -> Building,"[(-74.00898152589798, 40.753129870446905), (-74.00898152589798, 40.71049058128926)]","(6.513793512114877,)","(0.6513793512114877,)"
2,6.105411007139533,0.6105411007139533,Gym / Fitness Center -> Home (private),"[(-74.00898152589798, 40.753129870446905), (-74.00898152589798, 40.71049058128926)]","(6.105411007139533,)","(0.6105411007139533,)"
2,6.028285247210174,0.6028285247210173,Building -> Gym / Fitness Center,"[(-74.00898152589798, 40.753129870446905), (-74.00898152589798, 40.83840844876221)]","(6.028285247210174,)","(0.6028285247210173,)"
2,5.473671475950393,0.5473671475950393,Building -> Coffee Shop,"[(-74.00898152589798, 40.753129870446905), (-74.00898152589798, 40.71049058128926)]","(5.473671475950393,)","(0.5473671475950393,)"
2,5.461415469434773,0.5461415469434774,Home (private) -> Gym / Fitness Center,"[(-73.94991821050644, 40.79576915960456), (-74.00898152589798, 40.83840844876221)]","(5.461415469434773,)","(0.5461415469434774,)"
2,5.451613516158108,0.5451613516158108,Home (private) -> Coffee Shop,"[(-73.94991821050644, 40.753129870446905), (-74.00898152589798, 40.71049058128926)]","(5.451613516158108,)","(0.5451613516158108,)"
2,5.443392740756728,0.5443392740756728,Residential Building (Apartment / Condo) -> Gym / Fitness Center,"[(-73.94991821050644, 40.79576915960456), (-74.00898152589798, 40.83840844876221)]","(5.443392740756728,)","(0.5443392740756728,)"
2,5.344112750957367,0.5344112750957367,Home (private) -> Building,"[(-73.94991821050644, 40.753129870446905), (-74.00898152589798, 40.71049058128926)]","(5.344112750957367,)","(0.5344112750957367,)"
2,5.0699389010479265,0.5069938901047927,Building -> Home (private),"[(-74.00898152589798, 40.753129870446905), (-74.00898152589798, 40.71049058128926)]","(5.0699389010479265,)","(0.5069938901047927,)"
2,5.0491725415882875,0.5049172541588287,Bar -> Gym / Fitness Center,"[(-74.00898152589798, 40.753129870446905), (-74.00898152589798, 40.83840844876221)]","(5.0491725415882875,)","(0.5049172541588287,)"
2,4.6662462340430535,0.4666246234043053,Subway -> Coffee Shop,"[(-74.00898152589798, 40.62521200297396), (-74.00898152589798, 40.71049058128926)]","(4.6662462340430535,)","(0.4666246234043053,)"
2,4.552607684374648,0.45526076843746477,Deli / Bodega -> Gym / Fitness Center,"[(-73.94991821050644, 40.83840844876221), (-74.00898152589798, 40.83840844876221)]","(4.552607684374648,)","(0.45526076843746477,)"
2,4.493951443989392,0.4493951443989392,Subway -> Building,"[(-74.00898152589798, 40.62521200297396), (-74.00898152589798, 40.71049058128926)]","(4.493951443989392,)","(0.4493951443989392,)"
2,4.489245747103289,0.44892457471032887,Coffee Shop -> Gym / Fitness Center,"[(-74.00898152589798, 40.753129870446905), (-74.00898152589798, 40.83840844876221)]","(4.489245747103289,)","(0.44892457471032887,)"
2,4.474209925566265,0.4474209925566265,Gym / Fitness Center -> Coffee Shop,"[(-74.00898152589798, 40.71049058128926), (-74.00898152589798, 40.71049058128926)]","(4.474209925566265,)","(0.4474209925566265,)"
2,4.465486447821126,0.44654864478211265,Home (private) -> Office,"[(-74.00898152589798, 40.62521200297396), (-74.00898152589798, 40.71049058128926)]","(4.465486447821126,)","(0.44654864478211265,)"
2,4.438166851713214,0.44381668517132133,Gym / Fitness Center -> Office,"[(-74.00898152589798, 40.753129870446905), (-74.00898152589798, 40.71049058128926)]","(4.438166851713214,)","(0.44381668517132133,)"
2,4.3862019266670025,0.43862019266670027,Gym / Fitness Center -> Building,"[(-74.00898152589798, 40.71049058128926), (-74.00898152589798, 40.71049058128926)]","(4.3862019266670025,)","(0.43862019266670027,)"
2,4.15078798598221,0.415078798598221,Bar -> Coffee Shop,"[(-74.00898152589798, 40.753129870446905), (-74.00898152589798, 40.71049058128926)]","(4.15078798598221,)","(0.415078798598221,)"
2,4.145065147268952,0.41450651472689526,Gym / Fitness Center -> Home (private),"[(-74.00898152589798, 40.71049058128926), (-74.00898152589798, 40.71049058128926)]","(4.145065147268952,)","(0.41450651472689526,)"
2,4.021104181328784,0.4021104181328784,Subway -> Home (private),"[(-74.00898152589798, 40.62521200297396), (-74.00898152589798, 40.71049058128926)]","(4.021104181328784,)","(0.4021104181328784,)"
2,3.9970817639058716,0.39970817639058714,Coffee Shop -> Building,"[(-74.00898152589798, 40.753129870446905), (-74.00898152589798, 40.71049058128926)]","(3.9970817639058716,)","(0.39970817639058714,)"
2,3.9754408309405274,0.39754408309405276,Bar -> Building,"[(-74.00898152589798, 40.753129870446905), (-74.00898152589798, 40.71049058128926)]","(3.9754408309405274,)","(0.39754408309405276,)"
2,3.908816579479081,0.3908816579479081,Home (private) -> Coffee Shop,"[(-73.8908548951149, 40.71049058128926), (-74.00898152589798, 40.71049058128926)]","(3.908816579479081,)","(0.3908816579479081,)"
2,3.831945237128854,0.3831945237128854,Home (private) -> Building,"[(-73.8908548951149, 40.71049058128926), (-74.00898152589798, 40.71049058128926)]","(3.831945237128854,)","(0.3831945237128854,)"
2,3.777374920573343,0.3777374920573343,Coffee Shop -> Home (private),"[(-74.00898152589798, 40.753129870446905), (-74.00898152589798, 40.71049058128926)]","(3.777374920573343,)","(0.3777374920573343,)"
2,3.6631469954728457,0.3663146995472846,Building -> Office,"[(-74.00898152589798, 40.753129870446905), (-74.00898152589798, 40.71049058128926)]","(3.6631469954728457,)","(0.3663146995472846,)"
2,3.648402977904521,0.3648402977904521,Home (private) -> Office,"[(-73.94991821050644, 40.753129870446905), (-74.00898152589798, 40.71049058128926)]","(3.648402977904521,)","(0.3648402977904521,)"
2,3.5715420578031125,0.35715420578031126,Home (private) -> Gym / Fitness Center,"[(-74.06804484128952, 40.88104773791986), (-74.00898152589798, 40.83840844876221)]","(3.5715420578031125,)","(0.35715420578031126,)"
2,3.4941025821173075,0.3494102582117308,Bar -> Home (private),"[(-74.00898152589798, 40.753129870446905), (-74.00898152589798, 40.71049058128926)]","(3.4941025821173075,)","(0.3494102582117308,)"
3,3.1781405508616887,0.3178140550861689,Gym / Fitness Center -> Bar -> Building,"[(-74.00898152589798, 40.753129870446905), (-74.00898152589798, 40.753129870446905), (-74.00898152589798, 40.71049058128926)]","(3.1781405508616887, 3.9754408309405274)","(0.3178140550861689, 0.39754408309405276)"
3,3.1781405508616887,0.3178140550861689,Gym / Fitness Center -> Bar -> Coffee Shop,"[(-74.00898152589798, 40.753129870446905), (-74.00898152589798, 40.753129870446905), (-74.00898152589798, 40.71049058128926)]","(3.1781405508616887, 4.15078798598221)","(0.3178140550861689, 0.415078798598221)"
3,3.1781405508616887,0.3178140550861689,Gym / Fitness Center -> Bar -> Home (private),"[(-74.00898152589798, 40.753129870446905), (-74.00898152589798, 40.753129870446905), (-74.00898152589798, 40.71049058128926)]","(3.1781405508616887, 3.4941025821173075)","(0.3178140550861689, 0.3494102582117308)"
3,3.1781405508616887,0.3178140550861689,Gym / Fitness Center -> Bar -> Gym / Fitness Center,"[(-74.00898152589798, 40.753129870446905), (-74.00898152589798, 40.753129870446905), (-74.00898152589798, 40.83840844876221)]","(3.1781405508616887, 5.0491725415882875)","(0.3178140550861689, 0.5049172541588287)"
2,3.1781405508616887,0.3178140550861689,Gym / Fitness Center -> Bar,"[(-74.00898152589798, 40.753129870446905), (-74.00898152589798, 40.753129870446905)]","(3.1781405508616887,)","(0.3178140550861689,)"
2,3.0279938528121626,0.30279938528121625,Subway -> Office,"[(-74.00898152589798, 40.62521200297396), (-74.00898152589798, 40.71049058128926)]","(3.0279938528121626,)","(0.30279938528121625,)"
2,2.9945506186465294,0.2994550618646529,Gym / Fitness Center -> Office,"[(-74.00898152589798, 40.71049058128926), (-74.00898152589798, 40.71049058128926)]","(2.9945506186465294,)","(0.2994550618646529,)"
3,2.956563393437732,0.29565633934377317,Building -> Bar -> Building,"[(-74.00898152589798, 40.753129870446905), (-74.00898152589798, 40.753129870446905), (-74.00898152589798, 40.71049058128926)]","(2.956563393437732, 3.9754408309405274)","(0.29565633934377317, 0.39754408309405276)"
3,2.956563393437732,0.29565633934377317,Building -> Bar -> Coffee Shop,"[(-74.00898152589798, 40.753129870446905), (-74.00898152589798, 40.753129870446905), (-74.00898152589798, 40.71049058128926)]","(2.956563393437732, 4.15078798598221)","(0.29565633934377317, 0.415078798598221)"
3,2.956563393437732,0.29565633934377317,Building -> Bar -> Home (private),"[(-74.00898152589798, 40.753129870446905), (-74.00898152589798, 40.753129870446905), (-74.00898152589798, 40.71049058128926)]","(2.956563393437732, 3.4941025821173075)","(0.29565633934377317, 0.3494102582117308)"
3,2.956563393437732,0.29565633934377317,Building -> Bar -> Gym / Fitness Center,"[(-74.00898152589798, 40.753129870446905), (-74.00898152589798, 40.753129870446905), (-74.00898152589798, 40.83840844876221)]","(2.956563393437732, 5.0491725415882875)","(0.29565633934377317, 0.5049172541588287)"
2,2.956563393437732,0.29565633934377317,Building -> Bar,"[(-74.00898152589798, 40.753129870446905), (-74.00898152589798, 40.753129870446905)]","(2.956563393437732,)","(0.29565633934377317,)"
3,2.9450157065791247,0.2945015706579125,Home (private) -> Bar -> Building,"[(-73.94991821050644, 40.753129870446905), (-74.00898152589798, 40.753129870446905), (-74.00898152589798, 40.71049058128926)]","(2.9450157065791247, 3.9754408309405274)","(0.2945015706579125, 0.39754408309405276)"
3,2.9450157065791247,0.2945015706579125,Home (private) -> Bar -> Coffee Shop,"[(-73.94991821050644, 40.753129870446905), (-74.00898152589798, 40.753129870446905), (-74.00898152589798, 40.71049058128926)]","(2.9450157065791247, 4.15078798598221)","(0.2945015706579125, 0.415078798598221)"
3,2.9450157065791247,0.2945015706579125,Home (private) -> Bar -> Home (private),"[(-73.94991821050644, 40.753129870446905), (-74.00898152589798, 40.753129870446905), (-74.00898152589798, 40.71049058128926)]","(2.9450157065791247, 3.4941025821173075)","(0.2945015706579125, 0.3494102582117308)"
3,2.9450157065791247,0.2945015706579125,Home (private) -> Bar -> Gym / Fitness Center,"[(-73.94991821050644, 40.753129870446905), (-74.00898152589798, 40.753129870446905), (-74.00898152589798, 40.83840844876221)]","(2.9450157065791247, 5.0491725415882875)","(0.2945015706579125, 0.5049172541588287)"
2,2.9450157065791247,0.2945015706579125,Home (private) -> Bar,"[(-73.94991821050644, 40.753129870446905), (-74.00898152589798, 40.753129870446905)]","(2.9450157065791247,)","(0.2945015706579125,)"
2,2.891029103364076,0.2891029103364076,Coffee Shop -> Gym / Fitness Center,"[(-74.00898152589798, 40.79576915960456), (-74.00898152589798, 40.83840844876221)]","(2.891029103364076,)","(0.2891029103364076,)"
3,2.780821172335192,0.27808211723351917,Home (private) -> Subway -> Building,"[(-74.00898152589798, 40.62521200297396), (-74.00898152589798, 40.62521200297396), (-74.00898152589798, 40.71049058128926)]","(2.780821172335192, 4.493951443989392)","(0.27808211723351917, 0.4493951443989392)"
3,2.780821172335192,0.27808211723351917,Home (private) -> Subway -> Coffee Shop,"[(-74.00898152589798, 40.62521200297396), (-74.00898152589798, 40.62521200297396), (-74.00898152589798, 40.71049058128926)]","(2.780821172335192, 4.6662462340430535)","(0.27808211723351917, 0.4666246234043053)"
3,2.780821172335192,0.27808211723351917,Home (private) -> Subway -> Home (private),"[(-74.00898152589798, 40.62521200297396), (-74.00898152589798, 40.62521200297396), (-74.00898152589798, 40.71049058128926)]","(2.780821172335192, 4.021104181328784)","(0.27808211723351917, 0.4021104181328784)"
3,2.780821172335192,0.27808211723351917,Home (private) -> Subway -> Office,"[(-74.00898152589798, 40.62521200297396), (-74.00898152589798, 40.62521200297396), (-74.00898152589798, 40.71049058128926)]","(2.780821172335192, 3.0279938528121626)","(0.27808211723351917, 0.30279938528121625)"
2,2.780821172335192,0.27808211723351917,Home (private) -> Subway,"[(-74.00898152589798, 40.62521200297396), (-74.00898152589798, 40.62521200297396)]","(2.780821172335192,)","(0.27808211723351917,)"
2,2.728896927449352,0.27288969274493524,Coffee Shop -> Office,"[(-74.00898152589798, 40.753129870446905), (-74.00898152589798, 40.71049058128926)]","(2.728896927449352,)","(0.27288969274493524,)"
3,2.683724361769612,0.26837243617696116,Home (private) -> Bar -> Building,"[(-73.94991821050644, 40.79576915960456), (-74.00898152589798, 40.753129870446905), (-74.00898152589798, 40.71049058128926)]","(2.683724361769612, 3.9754408309405274)","(0.26837243617696116, 0.39754408309405276)"
3,2.683724361769612,0.26837243617696116,Home (private) -> Bar -> Coffee Shop,"[(-73.94991821050644, 40.79576915960456), (-74.00898152589798, 40.753129870446905), (-74.00898152589798, 40.71049058128926)]","(2.683724361769612, 4.15078798598221)","(0.26837243617696116, 0.415078798598221)"
3,2.683724361769612,0.26837243617696116,Home (private) -> Bar -> Home (private),"[(-73.94991821050644, 40.79576915960456), (-74.00898152589798, 40.753129870446905), (-74.00898152589798, 40.71049058128926)]","(2.683724361769612, 3.4941025821173075)","(0.26837243617696116, 0.3494102582117308)"
3,2.683724361769612,0.26837243617696116,Home (private) -> Bar -> Gym / Fitness Center,"[(-73.94991821050644, 40.79576915960456), (-74.00898152589798, 40.753129870446905), (-74.00898152589798, 40.83840844876221)]","(2.683724361769612, 5.0491725415882875)","(0.26837243617696116, 0.5049172541588287)"
