sequence,length,participation_index,tail_event_count,last_participation_ratio
Coffee Shop -> Office,2,0.3521947160391096,1693,0.3521947160391096
Office -> Coffee Shop,2,0.29985119047619047,806,0.29985119047619047
Gym / Fitness Center -> Office,2,0.2671104639068026,1284,0.2671104639068026
Bar -> American Restaurant,2,0.26532195500387895,342,0.26532195500387895
Office -> Coffee Shop -> Office,3,0.24609943831911796,1183,0.24609943831911796
Subway -> Office,2,0.23070522155190348,1109,0.23070522155190348
Office -> Train Station,2,0.22369417108251324,591,0.22369417108251324
Office -> Deli / Bodega,2,0.22356091030789826,334,0.22356091030789826
Office -> Park,2,0.20811099252934898,390,0.20811099252934898
Office -> Gym / Fitness Center,2,0.19110378912685339,580,0.19110378912685339
Deli / Bodega -> Office,2,0.18764302059496568,902,0.18764302059496568
Coffee Shop -> Deli / Bodega,2,0.18406961178045517,275,0.18406961178045517
Gym / Fitness Center -> Coffee Shop,2,0.18191964285714285,489,0.18191964285714285
Coffee Shop -> American Restaurant,2,0.1799844840961986,232,0.1799844840961986
Office -> American Restaurant,2,0.17843289371605897,230,0.17843289371605897
Coffee Shop -> Office -> Coffee Shop,3,0.17596726190476192,473,0.17596726190476192
Gym / Fitness Center -> American Restaurant,2,0.16446858029480219,212,0.16446858029480219
Gym / Fitness Center -> Park,2,0.16275346851654215,305,0.16275346851654215
Coffee Shop -> Gym / Fitness Center,2,0.16177924217462933,491,0.16177924217462933
American Restaurant -> Bar,2,0.15815485996705106,864,0.15815485996705106
Office -> Food & Drink Shop,2,0.15648112105877773,402,0.15648112105877773
Coffee Shop -> Park,2,0.1526147278548559,286,0.1526147278548559
Coffee Shop -> Office -> Coffee Shop -> Office,4,0.1514458081963803,728,0.1514458081963803
Coffee Shop -> Office -> Deli / Bodega,3,0.14524765729585007,217,0.14524765729585007
Office -> Subway,2,0.14204102830433654,547,0.14204102830433654
Office -> Subway -> Office,3,0.14204102830433654,695,0.14458081963802788
Gym / Fitness Center -> Bar,2,0.1411312465678199,771,0.1411312465678199
Office -> Deli / Bodega -> Office,3,0.1406282504680674,676,0.1406282504680674
Coffee Shop -> Train Station,2,0.1404239212717638,371,0.1404239212717638
Office -> Gym / Fitness Center -> Office,3,0.13958810068649885,671,0.13958810068649885
Train Station -> Office,2,0.13709174121073434,659,0.13709174121073434
Train Station -> Office -> Train Station,3,0.13709174121073434,434,0.1642694928084784
Coffee Shop -> Office -> Train Station,3,0.13550340651021953,358,0.13550340651021953
Office -> Bar,2,0.13472451034230276,736,0.13472451034230276
Park -> Office,2,0.1314749323902642,632,0.1314749323902642
Bar -> Train Station,2,0.12831188493565482,339,0.12831188493565482
Gym / Fitness Center -> Office -> Coffee Shop,3,0.12760416666666666,343,0.12760416666666666
Gym / Fitness Center -> Deli / Bodega,2,0.12717536813922356,190,0.12717536813922356
Gym / Fitness Center -> Office -> Deli / Bodega,3,0.12650602409638553,189,0.12650602409638553
Office -> Coffee Shop -> Office -> Coffee Shop,4,0.125,336,0.125
Gym / Fitness Center -> Train Station,2,0.12490537471612415,330,0.12490537471612415
Gym / Fitness Center -> Coffee Shop -> Office,3,0.12419388391928438,597,0.12419388391928438
Coffee Shop -> Bar,2,0.12374153395570199,676,0.12374153395570199
Subway -> Coffee Shop,2,0.12202380952380952,328,0.12202380952380952
Gym / Fitness Center -> Food & Drink Shop,2,0.12183729077462048,313,0.12183729077462048
Bar -> Office,2,0.12044934470563762,579,0.12044934470563762
Office -> Neighborhood,2,0.1204250295159386,204,0.1204250295159386
Gym / Fitness Center -> Office -> Coffee Shop -> Office,4,0.1202413147493239,578,0.1202413147493239
Deli / Bodega -> Office -> Deli / Bodega,3,0.11981258366800536,179,0.11981258366800536
Food & Drink Shop -> Office,2,0.1177449552735594,566,0.1177449552735594
Office -> Coffee Shop -> Deli / Bodega,3,0.11646586345381527,174,0.11646586345381527
Neighborhood -> Office,2,0.11628874557936343,559,0.11628874557936343
Coffee Shop -> Food & Drink Shop,2,0.11599844297391981,298,0.11599844297391981
Office -> Coffee Shop -> Office -> Deli / Bodega,4,0.11579651941097724,173,0.11579651941097724
Bar -> Coffee Shop,2,0.11569940476190477,311,0.11569940476190477
Food & Drink Shop -> Park,2,0.11419423692636073,214,0.11419423692636073
Bar -> Gym / Fitness Center,2,0.11400329489291598,346,0.11400329489291598
Coffee Shop -> Office -> Park,3,0.11312700106723586,212,0.11312700106723586
Bar -> Park,2,0.11205976520811099,210,0.11205976520811099
Food & Drink Shop -> American Restaurant,2,0.11093871217998448,143,0.11093871217998448
Office -> Coffee Shop -> Office -> Train Station,4,0.1105223315669947,292,0.1105223315669947
Park -> American Restaurant,2,0.11016291698991466,142,0.11016291698991466
Subway -> Deli / Bodega,2,0.10910307898259705,163,0.10910307898259705
Coffee Shop -> Office -> Gym / Fitness Center,3,0.10675453047775947,324,0.10675453047775947
Subway -> Bar,2,0.10616877173714076,580,0.10616877173714076
Deli / Bodega -> Coffee Shop,2,0.1052827380952381,283,0.1052827380952381
Gym / Fitness Center -> Office -> Park,3,0.10512273212379936,197,0.10512273212379936
Deli / Bodega -> Coffee Shop -> Office,3,0.1042230081131683,501,0.1042230081131683
Office -> Train Station -> Office,3,0.10255876846265863,493,0.10255876846265863
Office -> Train Station -> Office -> Train Station,4,0.10255876846265863,330,0.12490537471612415
Office -> Coffee Shop -> Office -> Coffee Shop -> Office,5,0.10235073850634491,492,0.10235073850634491
Subway -> Coffee Shop -> Office,3,0.1021427085500312,491,0.1021427085500312
Subway -> Park,2,0.10192102454642477,191,0.10192102454642477
Park -> Coffee Shop,2,0.10081845238095238,271,0.10081845238095238
Deli / Bodega -> Office -> Coffee Shop,3,0.10044642857142858,270,0.10044642857142858
Deli / Bodega -> Office -> Coffee Shop -> Office,4,0.10044642857142858,500,0.10401497815685459
Food & Drink Shop -> Coffee Shop,2,0.09970238095238096,268,0.09970238095238096
Subway -> American Restaurant,2,0.09930178432893716,128,0.09930178432893716
Coffee Shop -> Office -> American Restaurant,3,0.09930178432893716,128,0.09930178432893716
Subway -> Train Station,2,0.0984102952308857,260,0.0984102952308857
Office -> Deli / Bodega -> Office -> Deli / Bodega,4,0.09839357429718876,147,0.09839357429718876
Subway -> Bus Station,2,0.0982787340366463,177,0.0982787340366463
Food & Drink Shop -> Bar,2,0.09811458905363353,536,0.09811458905363353
Gym / Fitness Center -> Office -> Gym / Fitness Center,3,0.09752883031301483,296,0.09752883031301483
Office -> Coffee Shop -> Train Station,3,0.09689629068887207,256,0.09689629068887207
Office -> Neighborhood -> Office,3,0.09652589972956106,464,0.09652589972956106
Bar -> American Restaurant -> Bar,3,0.09646714259564342,527,0.09646714259564342
Food & Drink Shop -> Gym / Fitness Center,2,0.09621087314662273,292,0.09621087314662273
Coffee Shop -> Deli / Bodega -> Office,3,0.09610983981693363,462,0.09610983981693363
Park -> Gym / Fitness Center,2,0.09588138385502472,291,0.09588138385502472
Subway -> Food & Drink Shop,2,0.09575710393149085,246,0.09575710393149085
Coffee Shop -> Gym / Fitness Center -> Office,3,0.09465363012273767,455,0.09465363012273767
Coffee Shop -> Neighborhood,2,0.09445100354191263,160,0.09445100354191263
Subway -> Office -> Deli / Bodega,3,0.09437751004016064,141,0.09437751004016064
Subway -> Gym / Fitness Center,2,0.09423393739703459,286,0.09423393739703459
Subway -> Office -> Coffee Shop,3,0.09375,252,0.09375
Subway -> Office -> Coffee Shop -> Office,4,0.09375,476,0.09902225920532556
Park -> Deli / Bodega,2,0.09303882195448461,139,0.09303882195448461
Gym / Fitness Center -> Neighborhood,2,0.09268004722550177,157,0.09268004722550177
Subway -> Office -> Park,3,0.09178228388473852,172,0.09178228388473852
Bar -> Food & Drink Shop,2,0.09147528221097703,235,0.09147528221097703
Park -> Office -> Park,3,0.0912486659551761,171,0.0912486659551761
Bar -> Bus Station,2,0.09106052193225986,164,0.09106052193225986
Train Station -> Office -> Coffee Shop,3,0.09040178571428571,243,0.09040178571428571
Gym / Fitness Center -> Office -> Deli / Bodega -> Office,4,0.08945288121489495,430,0.08945288121489495
Bar -> Neighborhood,2,0.08913813459268005,151,0.08913813459268005
Gym / Fitness Center -> Office -> Train Station,3,0.08856926570779712,234,0.08856926570779712
Office -> Park -> Office,3,0.0884127314333264,425,0.0884127314333264
Deli / Bodega -> Office -> Train Station,3,0.08819076457229372,233,0.08819076457229372
Deli / Bodega -> Park,2,0.08804695837780149,165,0.08804695837780149
Train Station -> Office -> Coffee Shop -> Office,4,0.08799667152069898,423,0.08799667152069898
Office -> Gym / Fitness Center -> Train Station,3,0.08781226343679031,232,0.08781226343679031
Coffee Shop -> Subway,2,0.08776941054271618,338,0.08776941054271618
Coffee Shop -> Subway -> Office,3,0.08776941054271618,539,0.11212814645308924
Bar -> Deli / Bodega,2,0.08768406961178045,131,0.08768406961178045
Office -> Coffee Shop -> Office -> Park,4,0.08751334044823907,164,0.08751334044823907
Gym / Fitness Center -> Subway,2,0.08750973773045963,337,0.08750973773045963
Gym / Fitness Center -> Subway -> Office,3,0.08750973773045963,442,0.09194924069065946
Coffee Shop -> Office -> Gym / Fitness Center -> Office,4,0.08695652173913043,418,0.08695652173913043
Park -> Food & Drink Shop,2,0.08680420397041651,223,0.08680420397041651
Office -> Bar -> American Restaurant,3,0.08611326609775019,111,0.08611326609775019
Gym / Fitness Center -> Office -> Food & Drink Shop,3,0.08602569093032308,221,0.08602569093032308
Train Station -> Coffee Shop,2,0.08556547619047619,230,0.08556547619047619
Train Station -> Coffee Shop -> Train Station,3,0.08556547619047619,271,0.10257380772142316
Park -> Office -> Deli / Bodega,3,0.08500669344042838,127,0.08500669344042838
Coffee Shop -> Office -> Deli / Bodega -> Office,4,0.08487622217599335,408,0.08487622217599335
Coffee Shop -> Bar -> American Restaurant,3,0.08378588052754073,108,0.08378588052754073
Home (private) -> Other Great Outdoors,2,0.08225806451612903,153,0.08225806451612903
Office -> Gym / Fitness Center -> Park,3,0.08217716115261472,154,0.08217716115261472
Park -> Gym / Fitness Center -> Park,3,0.08217716115261472,154,0.08217716115261472
Coffee Shop -> Office -> Coffee Shop -> Deli / Bodega,4,0.08165997322623829,122,0.08165997322623829
Gym / Fitness Center -> Office -> Gym / Fitness Center -> Office,4,0.08133971291866028,391,0.08133971291866028
Coffee Shop -> Office -> Coffee Shop -> Office -> Coffee Shop,5,0.08110119047619048,218,0.08110119047619048
Park -> Coffee Shop -> Office,3,0.08092365300603287,389,0.08092365300603287
Deli / Bodega -> Office -> Park,3,0.08057630736392743,151,0.08057630736392743
Office -> Coffee Shop -> Gym / Fitness Center,3,0.0800658978583196,243,0.0800658978583196
