Event_ID,longitude,latitude,timestamp,Occurrence_time,Event_type
3,-73.88307005845945,40.716161684843215,2.25,Tue Apr 03 18:02:24 +0000 2012,Home (private)
6,-73.95468677509598,40.69042711809854,3.85,Tue Apr 03 18:04:00 +0000 2012,Food & Drink Shop
7,-73.9741214009634,40.751591431346306,4.483333333333333,Tue Apr 03 18:04:38 +0000 2012,Coffee Shop
8,-73.95534113280371,40.77942173066975,4.55,Tue Apr 03 18:04:42 +0000 2012,Bus Station
9,-74.03588760058483,40.61915106755737,6.15,Tue Apr 03 18:06:18 +0000 2012,Home (private)
17,-73.94950923509141,40.82678953781387,10.5,Tue Apr 03 18:10:39 +0000 2012,Food & Drink Shop
19,-73.777774,40.906627,11.116666666666667,Tue Apr 03 18:11:16 +0000 2012,Coffee Shop
20,-74.06567180055883,40.73067679262482,11.433333333333334,Tue Apr 03 18:11:35 +0000 2012,American Restaurant
22,-74.00040610551176,40.74281621210842,12.3,Tue Apr 03 18:12:27 +0000 2012,Coffee Shop
25,-73.98891,40.736676,13.2,Tue Apr 03 18:13:21 +0000 2012,Office
26,-73.98023377661316,40.79059946897114,13.9,Tue Apr 03 18:14:03 +0000 2012,Other Great Outdoors
28,-74.00862937888984,40.655535144394925,14.583333333333334,Tue Apr 03 18:14:44 +0000 2012,Office
29,-73.98943362953369,40.74186151409088,14.933333333333334,Tue Apr 03 18:15:05 +0000 2012,Food & Drink Shop
30,-74.00563392176072,40.75094552248843,14.966666666666669,Tue Apr 03 18:15:07 +0000 2012,Office
33,-73.95039081573486,40.82650767315227,16.016666666666666,Tue Apr 03 18:16:10 +0000 2012,Subway
35,-73.98792418909154,40.74218830848454,17.133333333333333,Tue Apr 03 18:17:17 +0000 2012,Park
37,-74.09463109843134,40.963240757086346,18.966666666666665,Tue Apr 03 18:19:07 +0000 2012,Home (private)
38,-74.09463109843134,40.963240757086346,18.966666666666665,Tue Apr 03 18:19:07 +0000 2012,Home (private)
40,-73.99304330348969,40.69743322327686,19.266666666666666,Tue Apr 03 18:19:25 +0000 2012,Subway
42,-74.00752186859742,40.728171682360646,21.3,Tue Apr 03 18:21:27 +0000 2012,Office
47,-74.007306,40.727612,24.7,Tue Apr 03 18:24:51 +0000 2012,Coffee Shop
49,-73.99688829591487,40.92431190858341,26.616666666666667,Tue Apr 03 18:26:46 +0000 2012,Neighborhood
54,-73.94790172576904,40.81721953702811,33.28333333333333,Tue Apr 03 18:33:26 +0000 2012,Bus Station
57,-74.00063278107605,40.80204208379726,33.85,Tue Apr 03 18:34:00 +0000 2012,Home (private)
60,-73.9825179760415,40.73971082815715,35.36666666666667,Tue Apr 03 18:35:31 +0000 2012,Food & Drink Shop
61,-73.99068832397461,40.75099579556285,36.78333333333333,Tue Apr 03 18:36:56 +0000 2012,Subway
66,-73.98130059242249,40.75110145517336,39.55,Tue Apr 03 18:39:42 +0000 2012,Deli / Bodega
67,-74.007282,40.708515,39.583333333333336,Tue Apr 03 18:39:44 +0000 2012,Office
69,-73.9660057027221,40.76260087433227,42.266666666666666,Tue Apr 03 18:42:25 +0000 2012,Coffee Shop
72,-73.93786213355276,40.80463955350257,43.96666666666667,Tue Apr 03 18:44:07 +0000 2012,Bus Station
81,-74.01238511084367,40.91220464465255,55.7,Tue Apr 03 18:55:51 +0000 2012,Home (private)
82,-73.98325258717293,40.746976519995165,56.0,Tue Apr 03 18:56:09 +0000 2012,Office
83,-73.78237724304199,40.91192343390238,57.516666666666666,Tue Apr 03 18:57:40 +0000 2012,Other Great Outdoors
84,-73.83147239685059,40.75951304689015,57.61666666666667,Tue Apr 03 18:57:46 +0000 2012,Neighborhood
87,-73.97994107572931,40.75141159824277,60.36666666666667,Tue Apr 03 19:00:31 +0000 2012,Office
88,-73.974259146779,40.755391318653075,61.11666666666667,Tue Apr 03 19:01:16 +0000 2012,Office
91,-74.13679361343384,40.83162208784265,61.516666666666666,Tue Apr 03 19:01:40 +0000 2012,Food & Drink Shop
93,-74.03639537384788,40.715280885129175,63.483333333333334,Tue Apr 03 19:03:38 +0000 2012,American Restaurant
94,-73.98682594299316,40.75821277375464,63.63333333333333,Tue Apr 03 19:03:47 +0000 2012,American Restaurant
95,-73.97223886493654,40.76235954330624,64.53333333333333,Tue Apr 03 19:04:41 +0000 2012,Office
96,-73.87925863265991,40.828602195433966,65.21666666666667,Tue Apr 03 19:05:22 +0000 2012,Subway
97,-73.99098305111815,40.74546290596493,67.83333333333333,Tue Apr 03 19:07:59 +0000 2012,Coffee Shop
99,-74.09792627389562,40.8706300946324,68.55,Tue Apr 03 19:08:42 +0000 2012,Residential Building (Apartment / Condo)
101,-73.98373696088365,40.744044646949455,69.66666666666667,Tue Apr 03 19:09:49 +0000 2012,Coffee Shop
102,-73.74452479795166,40.677558813432675,70.91666666666667,Tue Apr 03 19:11:04 +0000 2012,Food & Drink Shop
107,-73.76161876452181,40.68006413170521,74.41666666666667,Tue Apr 03 19:14:34 +0000 2012,Food & Drink Shop
110,-73.97849478246809,40.75931345761764,76.63333333333334,Tue Apr 03 19:16:47 +0000 2012,Office
113,-73.95678520202637,40.77352187640244,77.93333333333334,Tue Apr 03 19:18:05 +0000 2012,Neighborhood
115,-74.22380201337529,40.82358935335903,79.5,Tue Apr 03 19:19:39 +0000 2012,Home (private)
116,-73.980903,40.77834721,79.75,Tue Apr 03 19:19:54 +0000 2012,Coffee Shop
117,-73.88307005845945,40.824777351716186,80.61666666666666,Tue Apr 03 19:20:46 +0000 2012,Home (private)
119,-73.95202340155454,40.58532514916689,80.85,Tue Apr 03 19:21:00 +0000 2012,Gym / Fitness Center
121,-74.01238511084367,40.94175914870915,81.81666666666666,Tue Apr 03 19:21:58 +0000 2012,Home (private)
122,-73.75366953292578,40.61848447230498,84.31666666666666,Tue Apr 03 19:24:28 +0000 2012,Home (private)
124,-73.99048447608948,40.70242744248474,84.9,Tue Apr 03 19:25:03 +0000 2012,Office
125,-74.0439630429152,40.84430601059822,85.61666666666666,Tue Apr 03 19:25:46 +0000 2012,Other Great Outdoors
126,-73.99833798408508,40.74277821468304,86.03333333333333,Tue Apr 03 19:26:11 +0000 2012,Coffee Shop
128,-73.95175935821182,40.7828036434665,87.75,Tue Apr 03 19:27:54 +0000 2012,Food & Drink Shop
129,-73.99764060974121,40.73083612189599,89.15,Tue Apr 03 19:29:18 +0000 2012,Park
130,-74.09540176391602,40.889574103815974,89.45,Tue Apr 03 19:29:36 +0000 2012,Gym / Fitness Center
131,-73.9974505,40.730769,89.58333333333333,Tue Apr 03 19:29:44 +0000 2012,Other Great Outdoors
133,-74.07145999994655,40.80499987311731,90.25,Tue Apr 03 19:30:24 +0000 2012,Office
134,-73.88307005845945,40.75568181015381,90.53333333333332,Tue Apr 03 19:30:41 +0000 2012,Home (private)
136,-73.79981203922165,40.70247981049142,93.71666666666668,Tue Apr 03 19:33:52 +0000 2012,Other Great Outdoors
139,-73.99057,40.707149,95.25,Tue Apr 03 19:35:24 +0000 2012,Train Station
140,-73.959546,40.774111,95.48333333333332,Tue Apr 03 19:35:38 +0000 2012,Food & Drink Shop
141,-73.9905595779419,40.73652697126574,95.93333333333334,Tue Apr 03 19:36:05 +0000 2012,Food & Drink Shop
144,-74.0083941052192,40.655566315237266,98.01666666666668,Tue Apr 03 19:38:10 +0000 2012,Office
150,-73.79252672195435,40.725730202803845,102.25,Tue Apr 03 19:42:24 +0000 2012,Bar
152,-73.99476528167725,40.725551325924265,102.91666666666669,Tue Apr 03 19:43:04 +0000 2012,Coffee Shop
153,-74.0063202381134,40.71258960356785,103.13333333333334,Tue Apr 03 19:43:17 +0000 2012,Other Great Outdoors
154,-73.87670483270945,40.89621269901943,105.21666666666668,Tue Apr 03 19:45:22 +0000 2012,Other Great Outdoors
155,-73.989828,40.738949,107.56666666666666,Tue Apr 03 19:47:43 +0000 2012,Gym / Fitness Center
162,-73.95129203796387,40.826702515225065,110.88333333333334,Tue Apr 03 19:51:02 +0000 2012,Bus Station
164,-73.97505118330538,40.749142415256046,111.53333333333332,Tue Apr 03 19:51:41 +0000 2012,Office
166,-73.98790955543518,40.71885935907407,113.96666666666668,Tue Apr 03 19:54:07 +0000 2012,Bus Station
168,-73.97335052490234,40.78911988122579,114.03333333333332,Tue Apr 03 19:54:11 +0000 2012,Neighborhood
169,-73.97717535495758,40.75280620914171,114.76666666666668,Tue Apr 03 19:54:55 +0000 2012,Train Station
170,-73.92295351101858,40.664795945581965,117.58333333333331,Tue Apr 03 19:57:44 +0000 2012,Train Station
171,-73.91474954903893,40.66421141550086,117.86666666666666,Tue Apr 03 19:58:01 +0000 2012,Other Great Outdoors
172,-73.93220766956706,40.799246378690846,119.8,Tue Apr 03 19:59:57 +0000 2012,Residential Building (Apartment / Condo)
173,-73.873511,40.841927,120.46666666666668,Tue Apr 03 20:00:37 +0000 2012,Subway
174,-74.11812337576457,40.808767878768016,120.5,Tue Apr 03 20:00:39 +0000 2012,Home (private)
178,-73.86046496281456,40.83260433886108,123.78333333333332,Tue Apr 03 20:03:56 +0000 2012,Food & Drink Shop
180,-74.22620648606099,40.83487295164295,124.03333333333332,Tue Apr 03 20:04:11 +0000 2012,Gym / Fitness Center
182,-73.81249842275241,40.73569746375886,124.28333333333332,Tue Apr 03 20:04:26 +0000 2012,Home (private)
184,-73.96864592496735,40.75756480347108,125.61666666666666,Tue Apr 03 20:05:46 +0000 2012,Residential Building (Apartment / Condo)
185,-73.9411211013794,40.70024353438826,125.78333333333332,Tue Apr 03 20:05:56 +0000 2012,Subway
186,-73.98104874535339,40.72098907275997,125.78333333333332,Tue Apr 03 20:05:56 +0000 2012,Deli / Bodega
187,-73.98104874535339,40.72098907275997,125.78333333333332,Tue Apr 03 20:05:56 +0000 2012,Deli / Bodega
188,-73.93010370763156,40.77226863280218,126.93333333333334,Tue Apr 03 20:07:05 +0000 2012,Home (private)
190,-73.87893676757812,40.839917965987105,127.65,Tue Apr 03 20:07:48 +0000 2012,Neighborhood
193,-73.98402736930704,40.744047317914,127.91666666666669,Tue Apr 03 20:08:04 +0000 2012,Gym / Fitness Center
195,-74.01051729615469,40.70964742200671,130.7,Tue Apr 03 20:10:51 +0000 2012,Coffee Shop
196,-74.01076978215657,40.70972827284494,130.93333333333334,Tue Apr 03 20:11:05 +0000 2012,Office
197,-74.01401281356812,40.70491221172606,131.06666666666666,Tue Apr 03 20:11:13 +0000 2012,Subway
198,-73.82876808947316,40.87097828520945,131.31666666666666,Tue Apr 03 20:11:28 +0000 2012,Neighborhood
199,-73.92736598127738,40.69783672870847,131.6,Tue Apr 03 20:11:45 +0000 2012,Subway
202,-74.0142273902893,40.70325299803113,135.41666666666666,Tue Apr 03 20:15:34 +0000 2012,Coffee Shop
203,-73.8257646560669,40.868125922072615,135.61666666666667,Tue Apr 03 20:15:46 +0000 2012,Food & Drink Shop
205,-73.98887973002674,40.612495623372205,138.43333333333334,Tue Apr 03 20:18:35 +0000 2012,Home (private)
208,-73.983701,40.731786,140.95,Tue Apr 03 20:21:06 +0000 2012,Bar
209,-73.9895510673523,40.758846660085474,141.05,Tue Apr 03 20:21:12 +0000 2012,Bar
210,-74.15266696,40.74724254,141.43333333333334,Tue Apr 03 20:21:35 +0000 2012,Park
211,-74.01076978215657,40.70972827284494,141.58333333333334,Tue Apr 03 20:21:44 +0000 2012,Office
214,-73.99731874465942,40.7243479598743,144.15,Tue Apr 03 20:24:18 +0000 2012,Office
215,-74.20082467544599,40.795635445500146,144.78333333333333,Tue Apr 03 20:24:56 +0000 2012,Office
220,-73.99039194274509,40.695941850543576,147.43333333333334,Tue Apr 03 20:27:35 +0000 2012,Park
