sequence,length,sequence_index,tail_event_count,last_density_ratio
Bank -> Clothing Store,2,1788.0386819173607,3,1788.0386819173607
Bank -> Clothing Store -> Gym / Fitness Center,3,1788.0386819173607,1,3875.077165644236
Clothing Store -> Bank,2,1192.0257879449075,2,1192.0257879449075
Clothing Store -> Bank -> Clothing Store,3,1192.0257879449075,1,24734.535099856825
Clothing Store -> Bank -> Clothing Store -> Gym / Fitness Center,4,1192.0257879449075,1,11625.231496932709
Clothing Store -> Bank -> Coffee Shop,3,1192.0257879449075,1,6352.585517449567
Clothing Store -> Bank -> Coffee Shop -> Clothing Store,4,1192.0257879449075,1,49469.07019971365
Clothing Store -> Bank -> Coffee Shop -> Clothing Store -> Gym / Fitness Center,5,1192.0257879449075,1,11625.231496932709
Clothing Store -> Bank -> Coffee Shop -> Gym / Fitness Center,4,1192.0257879449075,1,11625.231496932709
Clothing Store -> Bank -> Office,3,1192.0257879449075,1,4100.610757295488
Clothing Store -> Bank -> Office -> Coffee Shop,4,1192.0257879449075,1,12705.171034899135
Deli / Bodega -> Bank,2,1192.0257879449075,4,1192.0257879449075
Deli / Bodega -> Bank -> Pizza Place,3,1192.0257879449075,1,10864.70233358197
Bank -> Pizza Place,2,1047.2002249235634,2,1047.2002249235634
Drugstore / Pharmacy -> Bank,2,783.5693990686802,2,783.5693990686802
Drugstore / Pharmacy -> Bank -> Food & Drink Shop,3,783.5693990686802,1,6878.835205285626
Building -> Deli / Bodega,2,679.5201950510117,5,679.5201950510117
Building -> Deli / Bodega -> Bank,3,679.5201950510117,1,11205.042406682129
Building -> Deli / Bodega -> Food & Drink Shop,3,679.5201950510117,1,2751.5340821142504
Building -> Deli / Bodega -> Office,3,679.5201950510117,1,1640.244302918195
Bank -> Food & Drink Shop,2,663.0202607504218,4,663.0202607504218
Building -> College Academic Building,2,651.7846768856642,4,651.7846768856642
Building -> College Academic Building -> Deli / Bodega,3,651.7846768856642,1,6183.633774964206
Building -> College Academic Building -> Train Station,3,651.7846768856642,1,3667.2654564456493
Office -> Building,2,630.8631934300752,13,630.8631934300752
Office -> Building -> Bar,3,630.8631934300752,1,658.7466494932828
Office -> Building -> College Academic Building,3,630.8631934300752,1,1824.9970952798599
Office -> Building -> Train Station,3,630.8631934300752,2,2256.778742428092
Office -> Building -> Office,3,630.8631934300751,1,630.8631934300751
Office -> Building -> Office -> Building,4,630.8631934300751,1,25549.95933391804
Coffee Shop -> Office,2,627.4158535752659,27,627.4158535752659
Coffee Shop -> Office -> Clothing Store,3,627.4158535752659,1,1832.1877851745796
Coffee Shop -> Office -> Deli / Bodega,3,627.4158535752659,1,916.0938925872898
Coffee Shop -> Office -> Neighborhood,3,627.4158535752659,1,812.3851500302382
Coffee Shop -> Office -> Neighborhood -> Office,4,627.4158535752659,1,8201.221514590976
Coffee Shop -> Office -> Train Station,3,627.4158535752659,2,1086.5971722801924
