sequence,length,sequence_index,tail_event_count,last_density_ratio
Office -> Building,2,403.8269585140195,119,403.8269585140195
Office -> Building -> Coffee Shop,3,403.8269585140195,12,535.3128730007178
Office -> Building -> Coffee Shop -> Gym / Fitness Center,4,403.8269585140195,1,404.6479866264096
Office -> Building -> Coffee Shop -> Gym / Fitness Center -> Deli / Bodega,5,403.8269585140195,2,19371.010743697363
Office -> Building -> Coffee Shop -> Office,4,403.8269585140195,8,2034.86831043428
Office -> Building -> Coffee Shop -> Office -> Food & Drink Shop,5,403.8269585140195,1,714.2622349831901
Office -> Building -> Coffee Shop -> Office -> Park,5,403.8269585140195,1,993.053465608307
Office -> Building -> Coffee Shop -> Office -> Train Station,5,403.8269585140195,1,700.0212954288065
Office -> Building -> Coffee Shop -> Park,4,403.8269585140195,3,1986.106931216614
Office -> Building -> Coffee Shop -> Park -> Office,5,403.8269585140195,1,1017.43415521714
Office -> Building -> Coffee Shop -> Train Station,4,403.8269585140195,1,466.6808636192044
Office -> Building -> Coffee Shop -> Train Station -> Food & Drink Shop,5,403.8269585140195,1,5714.097879865521
Office -> Building -> College Academic Building,3,403.8269585140195,8,652.9610402739288
Office -> Building -> College Academic Building -> American Restaurant,4,403.8269585140195,1,1440.2443607865234
Office -> Building -> College Academic Building -> American Restaurant -> Deli / Bodega,5,403.8269585140195,1,9685.505371848682
Office -> Building -> Deli / Bodega,3,403.8269585140195,8,651.1264115528526
Office -> Building -> Deli / Bodega -> Office,4,403.8269585140195,3,1144.6134246192826
Office -> Building -> Deli / Bodega -> Office -> Deli / Bodega,5,403.8269585140195,1,3228.501790616227
Office -> Building -> Office,3,403.8269585140195,41,1128.5824242744748
Office -> Building -> Office -> Building,4,403.8269585140195,2,529.6951014274802
Office -> Building -> Office -> Coffee Shop,4,403.8269585140195,5,776.8564864278708
Office -> Building -> Office -> Coffee Shop -> Office,5,403.8269585140195,3,1831.381479390852
Office -> Building -> Office -> Coffee Shop -> Train Station,5,403.8269585140195,1,1120.0340726860904
Office -> Building -> Office -> Deli / Bodega,4,403.8269585140195,9,2834.7820600532727
Office -> Building -> Office -> Deli / Bodega -> Office,5,403.8269585140195,3,1017.43415521714
Office -> Building -> Park,3,400.5593810857037,6,400.5593810857037
Office -> Building -> Park -> Coffee Shop,4,400.5593810857037,2,1769.5064413079278
Office -> Building -> Park -> Coffee Shop -> Office,5,400.5593810857037,3,4578.45369847713
Office -> Building -> Park -> Office,4,400.5593810857037,3,1526.1512328257102
Office -> Coffee Shop,2,393.55600880091805,231,393.55600880091805
Office -> Coffee Shop -> Clothing Store,3,393.55600880091805,8,464.6863359808285
Office -> Coffee Shop -> Clothing Store -> American Restaurant,4,393.55600880091805,1,1440.2443607865234
Office -> Coffee Shop -> Clothing Store -> Deli / Bodega,4,393.55600880091805,1,1210.6881714810852
Office -> Coffee Shop -> Clothing Store -> Other Great Outdoors,4,393.55600880091805,1,943.8160476599858
Office -> Coffee Shop -> Clothing Store -> Other Great Outdoors -> Building,5,393.55600880091805,1,10858.749579263344
Office -> Coffee Shop -> Clothing Store -> Train Station,4,393.55600880091805,1,700.0212954288065
Office -> Coffee Shop -> Clothing Store -> Train Station -> Neighborhood,5,393.55600880091805,1,8728.994827529372
Office -> Coffee Shop -> Hotel,3,393.55600880091805,6,418.59859282207424
Office -> Coffee Shop -> Hotel -> Building,4,393.55600880091805,2,3619.5831930877807
Office -> Coffee Shop -> Hotel -> Building -> Office,5,393.55600880091805,1,3052.3024656514203
Office -> Coffee Shop -> Hotel -> Office,4,393.55600880091805,1,508.71707760857
Office -> Coffee Shop -> Office,3,393.55600880091805,107,1493.1176563576212
Office -> Coffee Shop -> Office -> Building,4,393.55600880091805,5,913.3527683492532
