length,support,support_ratio,event_type_sequence,locations,weights,weight_ratios
2,6.926422424383712,0.6926422424383711,Neighborhood -> Subway,"[(-73.94991821050644, 40.71152385094095), (-73.94991821050644, 40.7540041755368)]","(6.926422424383712,)","(0.6926422424383711,)"
2,6.913240402972253,0.6913240402972253,American Restaurant -> Subway,"[(-73.94991821050644, 40.6690435263451), (-73.94991821050644, 40.7540041755368)]","(6.913240402972253,)","(0.6913240402972253,)"
2,6.778320202605971,0.6778320202605971,Neighborhood -> Subway,"[(-74.00898152589798, 40.7540041755368), (-73.94991821050644, 40.7540041755368)]","(6.778320202605971,)","(0.6778320202605971,)"
2,6.693746488057483,0.6693746488057484,Office -> Subway,"[(-74.00898152589798, 40.7540041755368), (-73.94991821050644, 40.7540041755368)]","(6.693746488057483,)","(0.6693746488057484,)"
2,6.473152937987805,0.6473152937987805,Park -> Subway,"[(-73.94991821050644, 40.6690435263451), (-73.94991821050644, 40.7540041755368)]","(6.473152937987805,)","(0.6473152937987805,)"
2,6.430028979860052,0.6430028979860052,Home (private) -> Subway,"[(-73.94991821050644, 40.7540041755368), (-73.94991821050644, 40.7540041755368)]","(6.430028979860052,)","(0.6430028979860052,)"
2,6.344572239281485,0.6344572239281485,Park -> Subway,"[(-74.00898152589798, 40.7540041755368), (-73.94991821050644, 40.7540041755368)]","(6.344572239281485,)","(0.6344572239281485,)"
2,6.333112430323603,0.6333112430323603,Home (private) -> Subway,"[(-73.94991821050644, 40.71152385094095), (-73.94991821050644, 40.7540041755368)]","(6.333112430323603,)","(0.6333112430323603,)"
2,6.2039502673379525,0.6203950267337952,Coffee Shop -> Subway,"[(-74.00898152589798, 40.7540041755368), (-73.94991821050644, 40.7540041755368)]","(6.2039502673379525,)","(0.6203950267337952,)"
2,6.176275805158086,0.6176275805158087,Coffee Shop -> Subway,"[(-73.8908548951149, 40.7540041755368), (-73.94991821050644, 40.7540041755368)]","(6.176275805158086,)","(0.6176275805158087,)"
2,6.143562451584662,0.6143562451584662,Medical Center -> Subway,"[(-74.00898152589798, 40.7540041755368), (-73.94991821050644, 40.7540041755368)]","(6.143562451584662,)","(0.6143562451584662,)"
2,6.129131085848684,0.6129131085848684,Coffee Shop -> Medical Center,"[(-74.12710815668106, 40.7540041755368), (-74.12710815668106, 40.79648450013265)]","(6.129131085848684,)","(0.6129131085848684,)"
2,6.035855728939795,0.6035855728939795,Gym / Fitness Center -> Subway,"[(-73.94991821050644, 40.7540041755368), (-73.94991821050644, 40.7540041755368)]","(6.035855728939795,)","(0.6035855728939795,)"
2,5.963285094760171,0.5963285094760171,Gym / Fitness Center -> Subway,"[(-73.94991821050644, 40.6690435263451), (-73.94991821050644, 40.7540041755368)]","(5.963285094760171,)","(0.5963285094760171,)"
2,5.805642849871855,0.5805642849871855,Residential Building (Apartment / Condo) -> Subway,"[(-73.94991821050644, 40.71152385094095), (-73.94991821050644, 40.7540041755368)]","(5.805642849871855,)","(0.5805642849871855,)"
2,5.766300993213392,0.5766300993213391,Office -> Subway,"[(-73.94991821050644, 40.7540041755368), (-73.94991821050644, 40.7540041755368)]","(5.766300993213392,)","(0.5766300993213391,)"
2,5.7647608202646206,0.5764760820264621,Gym / Fitness Center -> Subway,"[(-74.00898152589798, 40.7540041755368), (-73.94991821050644, 40.7540041755368)]","(5.7647608202646206,)","(0.5764760820264621,)"
2,5.6941476700157585,0.5694147670015759,Home (private) -> Subway,"[(-73.94991821050644, 40.8389648247285), (-73.94991821050644, 40.7540041755368)]","(5.6941476700157585,)","(0.5694147670015759,)"
2,5.593922753490412,0.5593922753490412,Subway -> American Restaurant,"[(-73.94991821050644, 40.71152385094095), (-73.94991821050644, 40.7540041755368)]","(5.593922753490412,)","(0.5593922753490412,)"
2,5.5916314835763545,0.5591631483576355,Neighborhood -> American Restaurant,"[(-73.94991821050644, 40.71152385094095), (-73.94991821050644, 40.7540041755368)]","(5.5916314835763545,)","(0.5591631483576355,)"
3,5.566119221542079,0.556611922154208,Other Great Outdoors -> Office -> Subway,"[(-74.06804484128952, 40.71152385094095), (-74.00898152589798, 40.7540041755368), (-73.94991821050644, 40.7540041755368)]","(5.566119221542079, 6.693746488057483)","(0.556611922154208, 0.6693746488057484)"
