length,support,support_ratio,event_type_sequence,locations,weights,weight_ratios
2,7.452164354617247,0.7452164354617248,Neighborhood -> Home (private),"[(-73.8908548951149, 40.62656320174925), (-73.83179157972336, 40.6690435263451)]","(7.452164354617247,)","(0.7452164354617248,)"
2,7.070866103140026,0.7070866103140026,Bus Station -> Home (private),"[(-73.94991821050644, 40.6690435263451), (-73.83179157972336, 40.6690435263451)]","(7.070866103140026,)","(0.7070866103140026,)"
2,7.046169847817901,0.7046169847817901,Medical Center -> Home (private),"[(-73.94991821050644, 40.6690435263451), (-73.83179157972336, 40.6690435263451)]","(7.046169847817901,)","(0.7046169847817901,)"
2,6.974889165034894,0.6974889165034894,Gym / Fitness Center -> Home (private),"[(-73.94991821050644, 40.6690435263451), (-73.83179157972336, 40.6690435263451)]","(6.974889165034894,)","(0.6974889165034894,)"
2,6.395874986228298,0.6395874986228298,Residential Building (Apartment / Condo) -> Home (private),"[(-73.94991821050644, 40.6690435263451), (-73.83179157972336, 40.6690435263451)]","(6.395874986228298,)","(0.6395874986228298,)"
2,5.144413084757672,0.5144413084757672,Food & Drink Shop -> Bar,"[(-73.94991821050644, 40.79648450013265), (-73.94991821050644, 40.7540041755368)]","(5.144413084757672,)","(0.5144413084757672,)"
2,5.134581800009871,0.5134581800009871,Home (private) -> Bar,"[(-73.8908548951149, 40.71152385094095), (-73.94991821050644, 40.7540041755368)]","(5.134581800009871,)","(0.5134581800009871,)"
2,5.120826815570117,0.5120826815570118,Office -> Bar,"[(-74.00898152589798, 40.71152385094095), (-73.94991821050644, 40.7540041755368)]","(5.120826815570117,)","(0.5120826815570118,)"
2,5.116667151230767,0.5116667151230767,Subway -> Bar,"[(-73.94991821050644, 40.8389648247285), (-73.94991821050644, 40.7540041755368)]","(5.116667151230767,)","(0.5116667151230767,)"
2,5.110319313457038,0.5110319313457038,Subway -> Bar,"[(-74.00898152589798, 40.71152385094095), (-73.94991821050644, 40.7540041755368)]","(5.110319313457038,)","(0.5110319313457038,)"
2,4.912754307038617,0.4912754307038617,Bus Station -> Bar,"[(-73.94991821050644, 40.6690435263451), (-73.94991821050644, 40.7540041755368)]","(4.912754307038617,)","(0.4912754307038617,)"
2,4.896548985273418,0.4896548985273418,Home (private) -> Bar,"[(-73.94991821050644, 40.71152385094095), (-73.94991821050644, 40.7540041755368)]","(4.896548985273418,)","(0.4896548985273418,)"
2,4.895928821484781,0.4895928821484781,Medical Center -> Bar,"[(-73.94991821050644, 40.6690435263451), (-73.94991821050644, 40.7540041755368)]","(4.895928821484781,)","(0.4895928821484781,)"
2,4.866754413993321,0.48667544139933205,Home (private) -> Bar,"[(-74.00898152589798, 40.79648450013265), (-73.94991821050644, 40.7540041755368)]","(4.866754413993321,)","(0.48667544139933205,)"
2,4.8471821856422395,0.4847182185642239,Gym / Fitness Center -> Bar,"[(-73.94991821050644, 40.6690435263451), (-73.94991821050644, 40.7540041755368)]","(4.8471821856422395,)","(0.4847182185642239,)"
