sequence,length,sequence_index,tail_event_count,last_density_ratio
Coffee Shop -> Office,2,631.44081256211,35,631.44081256211
Coffee Shop -> Office -> Deli / Bodega,3,631.44081256211,1,644.125160931145
Coffee Shop -> Office -> Train Station,3,631.44081256211,2,770.866769416249
Coffee Shop -> Office -> Train Station -> Neighborhood,4,631.44081256211,1,10470.402720575308
Coffee Shop -> Office -> Train Station -> Neighborhood -> Office,5,631.44081256211,1,7349.269457320112
Coffee Shop -> Office -> Neighborhood,3,598.3087268900176,1,598.3087268900176
Coffee Shop -> Office -> Neighborhood -> Office,4,598.3087268900176,1,7349.269457320112
Office -> Coffee Shop,2,561.2807222774311,29,561.2807222774311
Office -> Coffee Shop -> Deli / Bodega,3,561.2807222774311,1,777.3924356065545
Office -> Coffee Shop -> Neighborhood,3,561.2807222774311,1,722.0967393500213
Office -> Coffee Shop -> Neighborhood -> Office,4,561.2807222774311,2,14698.538914640225
Office -> Coffee Shop -> Office,3,561.2807222774311,8,2027.3846778814104
Office -> Coffee Shop -> Park,3,561.2807222774311,1,661.2303475274141
Food & Drink Shop -> Park,2,458.99234229961456,9,458.99234229961456
Food & Drink Shop -> Park -> Bar,3,458.99234229961456,2,1729.6880941541376
Food & Drink Shop -> Park -> Coffee Shop,3,458.99234229961456,1,1327.195041218509
Food & Drink Shop -> Park -> Food & Drink Shop,3,458.99234229961456,1,2957.9506503752937
Food & Drink Shop -> Park -> Food & Drink Shop -> Bar,4,458.99234229961456,1,7783.596423693619
Food & Drink Shop -> Park -> Neighborhood,3,458.99234229961456,1,2326.7561601278467
Train Station -> Coffee Shop,2,418.54937957564835,8,418.54937957564835
Train Station -> Coffee Shop -> Office,3,418.54937957564835,1,918.658682165014
Train Station -> Coffee Shop -> Train Station,3,418.54937957564835,3,5058.813174294134
Subway -> Bus Station,2,416.7064235822819,10,416.7064235822819
Deli / Bodega -> Office,2,397.2578085037899,12,397.2578085037899
Deli / Bodega -> Office -> Food & Drink Shop,3,397.2578085037899,1,1109.231493890735
Deli / Bodega -> Office -> Gym / Fitness Center,3,397.2578085037899,1,920.6866262757536
Deli / Bodega -> Office -> Gym / Fitness Center -> Food & Drink Shop,4,397.2578085037899,1,13310.777926688821
Deli / Bodega -> Office -> Neighborhood,3,397.2578085037899,1,1745.0671200958848
Deli / Bodega -> Office -> Neighborhood -> Office,4,397.2578085037899,1,7349.269457320112
Coffee Shop -> Office -> Coffee Shop,3,341.2787248847594,1,341.2787248847594
Coffee Shop -> Office -> Coffee Shop -> Office,4,341.2787248847594,1,7349.269457320112
Coffee Shop -> Deli / Bodega,2,322.83122624234005,5,322.83122624234005
Coffee Shop -> Deli / Bodega -> Bar,3,322.83122624234005,1,1556.7192847387237
Coffee Shop -> Deli / Bodega -> Coffee Shop,3,322.83122624234005,1,2388.951074193316
Deli / Bodega -> Coffee Shop,2,322.83122624234,6,322.83122624234
Deli / Bodega -> Coffee Shop -> Neighborhood,3,322.83122624234,1,3490.1342401917695
Deli / Bodega -> Coffee Shop -> Neighborhood -> Office,4,322.83122624234,2,14698.538914640225
Deli / Bodega -> Coffee Shop -> Office,3,322.83122624234,3,3674.634728660056
Other Great Outdoors -> Bus Station,2,321.7520090282865,5,321.7520090282865
Other Great Outdoors -> Bus Station -> Home (private),3,321.7520090282865,2,2190.307440015316
Coffee Shop -> Office -> Gym / Fitness Center,3,315.6639861516869,1,315.6639861516869
Park -> Food & Drink Shop,2,305.99489486640965,5,305.99489486640965
Park -> Food & Drink Shop -> Bar,3,305.99489486640965,1,1556.7192847387237
Park -> Food & Drink Shop -> Subway,3,305.99489486640965,1,2125.2027602696376
Office -> Deli / Bodega,2,297.94335637784246,9,297.94335637784246
Office -> Deli / Bodega -> Bar,3,297.94335637784246,1,864.8440470770688
Office -> Deli / Bodega -> Office,3,297.94335637784246,1,816.5854952577904
Subway -> Deli / Bodega,2,287.18956219859973,6,287.18956219859973
Subway -> Deli / Bodega -> Coffee Shop,3,287.18956219859973,2,3981.585123655527
Subway -> Deli / Bodega -> Coffee Shop -> Neighborhood,4,287.18956219859973,1,10470.402720575308
Subway -> Deli / Bodega -> Coffee Shop -> Neighborhood -> Office,5,287.18956219859973,2,14698.538914640225
Subway -> Deli / Bodega -> Coffee Shop -> Office,4,287.18956219859973,3,11023.90418598017
Subway -> Deli / Bodega -> Office,3,287.18956219859973,2,2449.756485773371
Food & Drink Shop -> Coffee Shop,2,285.91169770930645,9,285.91169770930645
Other Great Outdoors -> Subway,2,278.71511610093614,8,278.71511610093614
Neighborhood -> Food & Drink Shop,2,278.4681574621092,5,278.4681574621092
Office -> Neighborhood,2,276.75073270243104,8,276.75073270243104
Office -> Neighborhood -> Office,3,276.75073270243104,3,2755.9760464950423
Office -> Neighborhood -> Park,3,276.75073270243104,1,2396.960009786876
Park -> Coffee Shop,2,274.5920774934846,5,274.5920774934846
Park -> Coffee Shop -> Park,3,274.5920774934846,1,3835.1360156590013
Food & Drink Shop -> Residential Building (Apartment / Condo),2,273.041598496181,4,273.041598496181
Subway -> Neighborhood,2,266.76185275351105,6,266.76185275351105
Subway -> Neighborhood -> Office,3,266.76185275351105,3,3674.634728660056
Subway -> Neighborhood -> Office -> Gym / Fitness Center,4,266.76185275351105,1,3682.7465051030144
Subway -> Neighborhood -> Park,3,266.76185275351105,1,3195.9466797158348
Deli / Bodega -> Park,2,259.1308118688514,3,259.1308118688514
Deli / Bodega -> Park -> Office,3,259.1308118688514,1,2449.756485773371
Subway -> Train Station,2,257.77391970925527,9,257.77391970925527
Subway -> Park,2,244.2761793413377,6,244.2761793413377
Subway -> Park -> Bar,3,244.2761793413377,1,1297.266070615603
Train Station -> Deli / Bodega,2,243.06609846458306,4,243.06609846458306
Train Station -> Deli / Bodega -> Food & Drink Shop,3,243.06609846458306,1,3327.6944816722053
Train Station -> Deli / Bodega -> Home (private),3,243.06609846458306,2,2737.884300019145
Residential Building (Apartment / Condo) -> Deli / Bodega,2,231.22441674451363,2,231.22441674451363
Train Station -> Subway,2,229.13237307489354,6,229.13237307489354
Train Station -> Subway -> Train Station,3,229.13237307489354,1,2248.361410797393
Subway -> Office,2,218.44962293520507,14,218.44962293520507
Subway -> Office -> Gym / Fitness Center,3,218.44962293520507,1,789.1599653792174
Neighborhood -> Office,2,215.2505698796686,7,215.2505698796686
