sequence,length,sequence_index,tail_event_count,last_density_ratio
Office -> Coffee Shop,2,361.16826716765337,43,361.16826716765337
Office -> Coffee Shop -> Office,3,361.16826716765337,22,1135.226572933334
Office -> Coffee Shop -> Office -> Coffee Shop,4,361.16826716765337,2,409.5544465011189
Office -> Coffee Shop -> Office -> Coffee Shop -> American Restaurant,5,361.16826716765337,1,3050.921414758335
Office -> Coffee Shop -> Office -> Coffee Shop -> Deli / Bodega,5,361.16826716765337,1,3070.3540352345026
Office -> Coffee Shop -> Office -> Coffee Shop -> Office,5,361.16826716765337,1,1016.973804919445
Office -> Coffee Shop -> Office -> Gym / Fitness Center,4,361.16826716765337,2,374.54979295401466
Office -> Coffee Shop -> Office -> Gym / Fitness Center -> American Restaurant,5,361.16826716765337,1,3050.921414758335
Office -> Coffee Shop -> Office -> Gym / Fitness Center -> Office,5,361.16826716765337,1,1016.973804919445
Office -> Coffee Shop -> Office -> Train Station,4,361.16826716765337,4,626.0332253659959
Office -> Coffee Shop -> Office -> Train Station -> Coffee Shop,5,361.16826716765337,1,750.8498185853846
Office -> Coffee Shop -> Office -> Train Station -> Gym / Fitness Center,5,361.16826716765337,1,1373.349240831387
Office -> Coffee Shop -> Office -> Train Station -> Neighborhood,5,361.16826716765337,1,1377.2730958051911
Office -> Coffee Shop -> Office -> Train Station -> Office,5,361.16826716765337,3,2542.4345122986124
Deli / Bodega -> Office,2,349.7871685710193,27,349.7871685710193
Deli / Bodega -> Office -> Deli / Bodega,3,349.7871685710193,2,454.86726447918556
Deli / Bodega -> Office -> Neighborhood,3,349.7871685710193,2,612.1213759134183
Deli / Bodega -> Office -> Neighborhood -> Office,4,349.7871685710193,7,7118.816634436116
Deli / Bodega -> Office -> Neighborhood -> Office -> Gym / Fitness Center,5,349.7871685710193,1,784.7709947607927
Deli / Bodega -> Office -> Neighborhood -> Office -> Neighborhood,5,349.7871685710193,1,3935.065988014832
Deli / Bodega -> Office -> Neighborhood -> Office -> Park,5,349.7871685710193,1,2470.445014897204
Deli / Bodega -> Office -> Neighborhood -> Office -> Subway,5,349.7871685710193,1,2001.850429949406
Deli / Bodega -> Office -> Neighborhood -> Park,4,349.7871685710193,1,2161.6393880350533
Deli / Bodega -> Office -> Neighborhood -> Park -> Neighborhood,5,349.7871685710193,1,5509.0923832207645
Deli / Bodega -> Office -> Neighborhood -> Park -> Office,5,349.7871685710193,2,4067.89521967778
Deli / Bodega -> Office -> Neighborhood -> Park -> Subway,5,349.7871685710193,1,2802.5906019291683
Deli / Bodega -> Office -> Park,3,349.7871685710193,1,480.3643084522341
Deli / Bodega -> Office -> Park -> Neighborhood,4,349.7871685710193,1,5509.0923832207645
Deli / Bodega -> Office -> Park -> Neighborhood -> Office,5,349.7871685710193,1,2033.94760983889
Deli / Bodega -> Office -> Park -> Office,4,349.7871685710193,2,4067.89521967778
Deli / Bodega -> Office -> Park -> Office -> Gym / Fitness Center,5,349.7871685710193,1,1373.349240831387
Deli / Bodega -> Office -> Park -> Office -> Neighborhood,5,349.7871685710193,1,5509.0923832207645
Deli / Bodega -> Office -> Park -> Office -> Subway,5,349.7871685710193,1,2802.5906019291683
Deli / Bodega -> Office -> Park -> Subway,4,349.7871685710193,1,2802.5906019291683
Deli / Bodega -> Office -> Park -> Subway -> Neighborhood,5,349.7871685710193,1,5509.0923832207645
Deli / Bodega -> Office -> Park -> Subway -> Office,5,349.7871685710193,1,2033.94760983889
Coffee Shop -> Office,2,348.495696389841,50,348.495696389841
Coffee Shop -> Office -> Coffee Shop,3,348.495696389841,8,600.6798548683076
Coffee Shop -> Office -> Coffee Shop -> American Restaurant,4,348.495696389841,1,762.7303536895837
Coffee Shop -> Office -> Coffee Shop -> American Restaurant -> Coffee Shop,5,348.495696389841,3,9010.197823024615
Coffee Shop -> Office -> Coffee Shop -> American Restaurant -> Deli / Bodega,5,348.495696389841,1,6140.708070469005
Coffee Shop -> Office -> Coffee Shop -> Deli / Bodega,4,348.495696389841,1,767.5885088086256
Coffee Shop -> Office -> Coffee Shop -> Deli / Bodega -> Coffee Shop,5,348.495696389841,1,3003.3992743415383
Coffee Shop -> Office -> Coffee Shop -> Neighborhood,4,348.495696389841,1,688.6365479025956
Coffee Shop -> Office -> Coffee Shop -> Neighborhood -> Office,5,348.495696389841,4,8135.79043935556
Coffee Shop -> Office -> Coffee Shop -> Office,4,348.495696389841,8,2288.1910610687514
Coffee Shop -> Office -> Coffee Shop -> Office -> Coffee Shop,5,348.495696389841,1,750.8498185853846
Coffee Shop -> Office -> Coffee Shop -> Office -> Neighborhood,5,348.495696389841,1,688.6365479025956
Coffee Shop -> Office -> Coffee Shop -> Office -> Train Station,5,348.495696389841,2,860.7956848782444
Coffee Shop -> Office -> Neighborhood,3,348.495696389841,2,440.72739065766115
Coffee Shop -> Office -> Neighborhood -> Office,4,348.495696389841,5,5084.869024597225
Coffee Shop -> Office -> Neighborhood -> Office -> Coffee Shop,5,348.495696389841,1,1201.3597097366153
Coffee Shop -> Office -> Neighborhood -> Office -> Food & Drink Shop,5,348.495696389841,1,660.3364157970094
Coffee Shop -> Office -> Train Station,3,344.3182739512977,4,344.3182739512977
Coffee Shop -> Office -> Train Station -> Coffee Shop,4,344.3182739512977,1,750.8498185853846
Coffee Shop -> Office -> Train Station -> Coffee Shop -> Office,5,344.3182739512977,1,2033.94760983889
Coffee Shop -> Office -> Train Station -> Coffee Shop -> Train Station,5,344.3182739512977,2,6886.365479025955
Coffee Shop -> Office -> Train Station -> Gym / Fitness Center,4,344.3182739512977,1,1373.349240831387
Coffee Shop -> Office -> Train Station -> Gym / Fitness Center -> American Restaurant,5,344.3182739512977,1,6101.84282951667
Coffee Shop -> Office -> Train Station -> Gym / Fitness Center -> Office,5,344.3182739512977,1,2033.94760983889
Coffee Shop -> Office -> Train Station -> Neighborhood,4,344.3182739512977,1,1377.2730958051911
Coffee Shop -> Office -> Train Station -> Neighborhood -> Office,5,344.3182739512977,4,8135.79043935556
Coffee Shop -> Office -> Train Station -> Office,4,344.3182739512977,3,2542.4345122986124
Coffee Shop -> Office -> Train Station -> Office -> American Restaurant,5,344.3182739512977,1,2033.9476098388898
Coffee Shop -> Office -> Train Station -> Office -> Bar,5,344.3182739512977,1,1353.110409913872
Coffee Shop -> Office -> Train Station -> Office -> Gym / Fitness Center,5,344.3182739512977,1,1831.1323211085162
Coffee Shop -> Office -> Subway,3,336.3108722315002,3,336.3108722315002
Coffee Shop -> Office -> Subway -> Neighborhood,4,336.3108722315002,1,1836.3641277402546
Coffee Shop -> Office -> Subway -> Neighborhood -> Office,5,336.3108722315002,1,2033.94760983889
Coffee Shop -> Office -> Subway -> Office,4,336.3108722315002,1,677.9825366129634
Coffee Shop -> Office -> Subway -> Office -> Food & Drink Shop,5,336.3108722315002,1,3301.682078985047
Deli / Bodega -> Office -> Coffee Shop,3,333.7110304823932,2,333.7110304823932
Deli / Bodega -> Office -> Coffee Shop -> Office,4,333.7110304823932,2,2033.94760983889
Deli / Bodega -> Office -> Coffee Shop -> Office -> Coffee Shop,5,333.7110304823932,1,1501.6996371707692
Office -> Coffee Shop -> Park,3,301.624100656054,3,301.624100656054
Office -> Coffee Shop -> Park -> American Restaurant,4,301.624100656054,1,2033.9476098388898
Office -> Coffee Shop -> Park -> American Restaurant -> Food & Drink Shop,5,301.624100656054,2,6603.364157970094
Office -> Coffee Shop -> Park -> American Restaurant -> Gym / Fitness Center,5,301.624100656054,2,5493.396963325548
Office -> Coffee Shop -> Park -> American Restaurant -> Subway,5,301.624100656054,1,2802.5906019291683
Office -> Coffee Shop -> Park -> Food & Drink Shop,4,301.624100656054,2,2201.1213859900313
Office -> Coffee Shop -> Park -> Food & Drink Shop -> American Restaurant,5,301.624100656054,1,6101.84282951667
Office -> Coffee Shop -> Park -> Food & Drink Shop -> Gym / Fitness Center,5,301.624100656054,3,8240.095444988323
Office -> Coffee Shop -> Park -> Food & Drink Shop -> Subway,5,301.624100656054,1,1401.2953009645842
Office -> Coffee Shop -> Park -> Gym / Fitness Center,4,301.624100656054,1,915.5661605542581
Office -> Coffee Shop -> Park -> Gym / Fitness Center -> Food & Drink Shop,5,301.624100656054,2,6603.364157970094
Office -> Coffee Shop -> Park -> Gym / Fitness Center -> Subway,5,301.624100656054,1,2802.5906019291683
Office -> Coffee Shop -> Deli / Bodega,3,285.61432885902354,2,285.61432885902354
Office -> Coffee Shop -> Deli / Bodega -> Coffee Shop,4,285.61432885902354,1,1501.6996371707692
Food & Drink Shop -> Park,2,281.3092354292193,16,281.3092354292193
Food & Drink Shop -> Park -> American Restaurant,3,281.3092354292193,1,381.36517684479185
Food & Drink Shop -> Park -> American Restaurant -> Food & Drink Shop,4,281.3092354292193,2,6603.364157970094
Food & Drink Shop -> Park -> American Restaurant -> Food & Drink Shop -> Gym / Fitness Center,5,281.3092354292193,1,1373.349240831387
Food & Drink Shop -> Park -> American Restaurant -> Food & Drink Shop -> Subway,5,281.3092354292193,1,1401.2953009645842
Food & Drink Shop -> Park -> American Restaurant -> Gym / Fitness Center,4,281.3092354292193,2,5493.396963325548
Food & Drink Shop -> Park -> American Restaurant -> Gym / Fitness Center -> Food & Drink Shop,5,281.3092354292193,2,4952.523118477571
Food & Drink Shop -> Park -> American Restaurant -> Gym / Fitness Center -> Subway,5,281.3092354292193,1,2802.5906019291683
Food & Drink Shop -> Park -> American Restaurant -> Subway,4,281.3092354292193,1,2802.5906019291683
Food & Drink Shop -> Park -> Coffee Shop,3,281.3092354292193,2,375.4249092926923
Food & Drink Shop -> Park -> Coffee Shop -> Food & Drink Shop,4,281.3092354292193,1,1650.8410394925236
Food & Drink Shop -> Park -> Coffee Shop -> Food & Drink Shop -> Park,5,281.3092354292193,1,4323.278776070107
Food & Drink Shop -> Park -> Coffee Shop -> Food & Drink Shop -> Subway,5,281.3092354292193,1,2802.5906019291683
Food & Drink Shop -> Park -> Coffee Shop -> Park,4,281.3092354292193,2,4323.278776070107
Food & Drink Shop -> Park -> Coffee Shop -> Subway,4,281.3092354292193,1,1401.2953009645842
Food & Drink Shop -> Park -> Coffee Shop -> Subway -> Bar,5,281.3092354292193,1,2029.665614870808
Food & Drink Shop -> Park -> Coffee Shop -> Subway -> Food & Drink Shop,5,281.3092354292193,1,3301.682078985047
Food & Drink Shop -> Park -> Coffee Shop -> Subway -> Park,5,281.3092354292193,1,4323.278776070107
Food & Drink Shop -> Park -> Food & Drink Shop,3,281.3092354292193,8,2269.90642930222
Food & Drink Shop -> Park -> Food & Drink Shop -> American Restaurant,4,281.3092354292193,1,1525.4607073791674
Food & Drink Shop -> Park -> Food & Drink Shop -> American Restaurant -> Food & Drink Shop,5,281.3092354292193,2,6603.364157970094
Food & Drink Shop -> Park -> Food & Drink Shop -> American Restaurant -> Gym / Fitness Center,5,281.3092354292193,2,5493.396963325548
Food & Drink Shop -> Park -> Food & Drink Shop -> American Restaurant -> Subway,5,281.3092354292193,1,2802.5906019291683
Food & Drink Shop -> Park -> Food & Drink Shop -> Gym / Fitness Center,4,281.3092354292193,4,2746.698481662774
Food & Drink Shop -> Park -> Food & Drink Shop -> Gym / Fitness Center -> American Restaurant,5,281.3092354292193,1,1525.4607073791674
Food & Drink Shop -> Park -> Food & Drink Shop -> Gym / Fitness Center -> Food & Drink Shop,5,281.3092354292193,2,4127.10259873131
Food & Drink Shop -> Park -> Food & Drink Shop -> Gym / Fitness Center -> Subway,5,281.3092354292193,1,1401.2953009645842
Food & Drink Shop -> Park -> Food & Drink Shop -> Park,4,281.3092354292193,2,2161.6393880350533
Food & Drink Shop -> Park -> Food & Drink Shop -> Subway,4,281.3092354292193,2,1050.971475723438
Food & Drink Shop -> Park -> Food & Drink Shop -> Subway -> Bar,5,281.3092354292193,1,1014.832807435404
Food & Drink Shop -> Park -> Food & Drink Shop -> Subway -> Food & Drink Shop,5,281.3092354292193,1,1650.8410394925236
Food & Drink Shop -> Park -> Food & Drink Shop -> Subway -> Park,5,281.3092354292193,1,2161.6393880350533
Food & Drink Shop -> Park -> Gym / Fitness Center,3,281.3092354292193,2,515.0059653117702
Food & Drink Shop -> Park -> Gym / Fitness Center -> Food & Drink Shop,4,281.3092354292193,2,3301.682078985047
Food & Drink Shop -> Park -> Gym / Fitness Center -> Food & Drink Shop -> Gym / Fitness Center,5,281.3092354292193,1,1373.349240831387
Food & Drink Shop -> Park -> Gym / Fitness Center -> Food & Drink Shop -> Subway,5,281.3092354292193,1,1401.2953009645842
Food & Drink Shop -> Park -> Gym / Fitness Center -> Subway,4,281.3092354292193,1,1401.2953009645842
Food & Drink Shop -> Park -> Neighborhood,3,281.3092354292193,1,344.3182739512978
Park -> Food & Drink Shop,2,281.3092354292193,14,281.3092354292193
Park -> Food & Drink Shop -> American Restaurant,3,281.3092354292193,1,871.6918327880957
Park -> Food & Drink Shop -> American Restaurant -> Food & Drink Shop,4,281.3092354292193,2,6603.364157970094
Park -> Food & Drink Shop -> American Restaurant -> Food & Drink Shop -> Gym / Fitness Center,5,281.3092354292193,1,1373.349240831387
Park -> Food & Drink Shop -> American Restaurant -> Food & Drink Shop -> Subway,5,281.3092354292193,1,1401.2953009645842
Park -> Food & Drink Shop -> American Restaurant -> Gym / Fitness Center,4,281.3092354292193,2,5493.396963325548
Park -> Food & Drink Shop -> American Restaurant -> Gym / Fitness Center -> Food & Drink Shop,5,281.3092354292193,2,4952.523118477571
Park -> Food & Drink Shop -> American Restaurant -> Gym / Fitness Center -> Subway,5,281.3092354292193,1,2802.5906019291683
Park -> Food & Drink Shop -> American Restaurant -> Subway,4,281.3092354292193,1,2802.5906019291683
Park -> Food & Drink Shop -> Bar,3,281.3092354292193,1,289.9522306958297
Park -> Food & Drink Shop -> Bar -> Gym / Fitness Center,4,281.3092354292193,1,2746.698481662774
Park -> Food & Drink Shop -> Gym / Fitness Center,3,281.3092354292193,6,2158.1202355921796
Park -> Food & Drink Shop -> Gym / Fitness Center -> American Restaurant,4,281.3092354292193,1,1016.9738049194449
Park -> Food & Drink Shop -> Gym / Fitness Center -> American Restaurant -> Food & Drink Shop,5,281.3092354292193,2,6603.364157970094
Park -> Food & Drink Shop -> Gym / Fitness Center -> American Restaurant -> Gym / Fitness Center,5,281.3092354292193,2,5493.396963325548
Park -> Food & Drink Shop -> Gym / Fitness Center -> American Restaurant -> Subway,5,281.3092354292193,1,2802.5906019291683
Park -> Food & Drink Shop -> Gym / Fitness Center -> Food & Drink Shop,4,281.3092354292193,3,3301.682078985047
Park -> Food & Drink Shop -> Gym / Fitness Center -> Food & Drink Shop -> Gym / Fitness Center,5,281.3092354292193,1,915.5661605542581
Park -> Food & Drink Shop -> Gym / Fitness Center -> Food & Drink Shop -> Subway,5,281.3092354292193,2,1868.3937346194455
Park -> Food & Drink Shop -> Gym / Fitness Center -> Subway,4,281.3092354292193,1,934.1968673097227
Park -> Food & Drink Shop -> Park,3,281.3092354292193,4,1852.8337611729028
Park -> Food & Drink Shop -> Park -> Bar,4,281.3092354292193,1,1014.832807435404
Park -> Food & Drink Shop -> Park -> Bar -> Gym / Fitness Center,5,281.3092354292193,1,2746.698481662774
Park -> Food & Drink Shop -> Park -> Food & Drink Shop,4,281.3092354292193,2,3301.682078985047
Park -> Food & Drink Shop -> Park -> Food & Drink Shop -> Bar,5,281.3092354292193,1,1014.832807435404
Park -> Food & Drink Shop -> Park -> Food & Drink Shop -> Gym / Fitness Center,5,281.3092354292193,1,2746.698481662774
Park -> Food & Drink Shop -> Park -> Gym / Fitness Center,4,281.3092354292193,1,1373.349240831387
Park -> Food & Drink Shop -> Subway,3,281.3092354292193,3,1000.925214974703
Park -> Food & Drink Shop -> Subway -> Bar,4,281.3092354292193,1,676.555204956936
Park -> Food & Drink Shop -> Subway -> Food & Drink Shop,4,281.3092354292193,1,1100.5606929950156
Park -> Food & Drink Shop -> Subway -> Food & Drink Shop -> Park,5,281.3092354292193,1,4323.278776070107
Park -> Food & Drink Shop -> Subway -> Park,4,281.3092354292193,1,1441.0929253567022
Coffee Shop -> Office -> Gym / Fitness Center,3,274.6698481662774,4,274.6698481662774
Coffee Shop -> Office -> Gym / Fitness Center -> American Restaurant,4,274.6698481662774,1,1525.4607073791674
Coffee Shop -> Office -> Gym / Fitness Center -> Office,4,274.6698481662774,2,1016.973804919445
Office -> Coffee Shop -> Neighborhood,3,256.23685503352397,2,256.23685503352397
Office -> Coffee Shop -> Neighborhood -> Office,4,256.23685503352397,8,8135.79043935556
Office -> Coffee Shop -> Neighborhood -> Office -> Coffee Shop,5,256.23685503352397,1,750.8498185853846
Office -> Coffee Shop -> Neighborhood -> Office -> Deli / Bodega,5,256.23685503352397,1,767.5885088086256
Office -> Coffee Shop -> Gym / Fitness Center,3,255.5068355035139,3,255.5068355035139
Food & Drink Shop -> Park -> Bar,3,253.708201858851,1,253.708201858851
Food & Drink Shop -> Park -> Bar -> Gym / Fitness Center,4,253.708201858851,1,2746.698481662774
Food & Drink Shop -> Park -> Food & Drink Shop -> Bar,4,253.708201858851,1,253.708201858851
Food & Drink Shop -> Park -> Food & Drink Shop -> Bar -> Gym / Fitness Center,5,253.708201858851,1,2746.698481662774
Office -> Coffee Shop -> Office -> Neighborhood,4,250.41329014639837,1,250.41329014639837
Office -> Coffee Shop -> Office -> Neighborhood -> Office,5,250.41329014639837,4,8135.79043935556
Bar -> American Restaurant,2,231.22772827642117,14,231.22772827642117
Bar -> American Restaurant -> Bar,3,231.22772827642117,5,724.8805767395743
Bar -> American Restaurant -> Bar -> American Restaurant,4,231.22772827642117,1,1220.3685659033338
Bar -> American Restaurant -> Bar -> American Restaurant -> Bar,5,231.22772827642117,1,2029.665614870808
Coffee Shop -> Deli / Bodega,2,229.55918020444878,10,229.55918020444878
Coffee Shop -> Deli / Bodega -> Coffee Shop,3,229.55918020444878,4,1201.3597097366153
Coffee Shop -> Deli / Bodega -> Coffee Shop -> Park,4,229.55918020444878,1,1080.8196940175267
Deli / Bodega -> Office -> Subway,3,207.59930384660507,1,207.59930384660507
Deli / Bodega -> Office -> Subway -> Neighborhood,4,207.59930384660507,1,5509.0923832207645
Deli / Bodega -> Office -> Subway -> Neighborhood -> Office,5,207.59930384660507,1,2033.94760983889
Deli / Bodega -> Office -> Subway -> Office,4,207.59930384660507,1,2033.94760983889
Deli / Bodega -> Office -> Subway -> Office -> Gym / Fitness Center,5,207.59930384660507,1,2746.698481662774
Train Station -> Coffee Shop,2,203.80209361603298,9,203.80209361603298
Train Station -> Coffee Shop -> Neighborhood,3,203.80209361603298,1,612.1213759134183
Train Station -> Coffee Shop -> Neighborhood -> Office,4,203.80209361603298,4,8135.79043935556
Train Station -> Coffee Shop -> Neighborhood -> Office -> Coffee Shop,5,203.80209361603298,1,1501.6996371707692
Train Station -> Coffee Shop -> Office,3,203.80209361603298,8,1807.9534309679025
Train Station -> Coffee Shop -> Office -> Coffee Shop,4,203.80209361603298,3,1501.6996371707692
Train Station -> Coffee Shop -> Office -> Coffee Shop -> Neighborhood,5,203.80209361603298,1,1836.3641277402546
Train Station -> Coffee Shop -> Office -> Coffee Shop -> Office,5,203.80209361603298,6,4745.8777562907435
Train Station -> Coffee Shop -> Office -> Neighborhood,4,203.80209361603298,1,1377.2730958051911
Train Station -> Coffee Shop -> Office -> Neighborhood -> Office,5,203.80209361603298,4,8135.79043935556
Train Station -> Coffee Shop -> Office -> Train Station,4,203.80209361603298,1,860.7956848782444
Train Station -> Coffee Shop -> Office -> Train Station -> Neighborhood,5,203.80209361603298,1,5509.0923832207645
Train Station -> Coffee Shop -> Office -> Train Station -> Office,5,203.80209361603298,1,2033.94760983889
Train Station -> Coffee Shop -> Train Station,3,203.80209361603298,8,3060.6068795670917
Train Station -> Coffee Shop -> Train Station -> Bus Station,4,203.80209361603298,1,680.8553439714927
Train Station -> Coffee Shop -> Train Station -> Bus Station -> Train Station,5,203.80209361603298,1,3443.1827395129776
Train Station -> Coffee Shop -> Train Station -> Gym / Fitness Center,4,203.80209361603298,2,1373.349240831387
Train Station -> Coffee Shop -> Train Station -> Gym / Fitness Center -> American Restaurant,5,203.80209361603298,1,3050.921414758335
Train Station -> Coffee Shop -> Train Station -> Gym / Fitness Center -> Office,5,203.80209361603298,1,1016.973804919445
Train Station -> Coffee Shop -> Train Station -> Gym / Fitness Center -> Subway,5,203.80209361603298,2,2802.5906019291683
Train Station -> Coffee Shop -> Train Station -> Gym / Fitness Center -> Train Station,5,203.80209361603298,2,3443.1827395129776
Train Station -> Coffee Shop -> Train Station -> Neighborhood,4,203.80209361603298,1,688.6365479025956
Train Station -> Coffee Shop -> Train Station -> Neighborhood -> Office,5,203.80209361603298,4,8135.79043935556
Train Station -> Coffee Shop -> Train Station -> Office,4,203.80209361603298,3,1271.2172561493062
Train Station -> Coffee Shop -> Train Station -> Office -> American Restaurant,5,203.80209361603298,1,2033.9476098388898
Train Station -> Coffee Shop -> Train Station -> Office -> Bar,5,203.80209361603298,1,1353.110409913872
Train Station -> Coffee Shop -> Train Station -> Office -> Gym / Fitness Center,5,203.80209361603298,1,1831.1323211085162
Train Station -> Coffee Shop -> Train Station -> Subway,4,203.80209361603298,2,1050.971475723438
Train Station -> Coffee Shop -> Train Station -> Subway -> Train Station,5,203.80209361603298,3,6886.365479025955
Coffee Shop -> Deli / Bodega -> Office,3,203.394760983889,1,203.394760983889
Coffee Shop -> Deli / Bodega -> Office -> Deli / Bodega,4,203.394760983889,1,6140.708070469005
Coffee Shop -> Deli / Bodega -> Bar,3,202.96656148708078,1,202.96656148708078
Neighborhood -> Office,2,197.58348209863505,17,197.58348209863505
Neighborhood -> Office -> Coffee Shop,3,197.58348209863505,1,353.34109109900453
Neighborhood -> Office -> Coffee Shop -> Office,4,197.58348209863505,1,2033.94760983889
Neighborhood -> Office -> Coffee Shop -> Office -> Train Station,5,197.58348209863505,1,3443.1827395129776
Neighborhood -> Office -> Deli / Bodega,3,197.58348209863505,1,361.2181217922944
Neighborhood -> Office -> Deli / Bodega -> Gym / Fitness Center,4,197.58348209863505,1,2746.698481662774
Neighborhood -> Office -> Deli / Bodega -> Gym / Fitness Center -> Bar,5,197.58348209863505,1,2029.665614870808
Neighborhood -> Office -> Gym / Fitness Center,3,197.58348209863505,1,323.1409978426793
Neighborhood -> Office -> Gym / Fitness Center -> Coffee Shop,4,197.58348209863505,1,3003.3992743415383
Neighborhood -> Office -> Neighborhood,3,197.58348209863505,1,1620.3212891825776
Neighborhood -> Office -> Neighborhood -> Office,4,197.58348209863505,1,2033.94760983889
Neighborhood -> Office -> Neighborhood -> Office -> Gym / Fitness Center,5,197.58348209863505,1,2746.698481662774
Neighborhood -> Office -> Park,3,197.58348209863505,1,1017.2420649576721
Neighborhood -> Office -> Park -> Neighborhood,4,197.58348209863505,1,5509.0923832207645
Neighborhood -> Office -> Park -> Neighborhood -> Office,5,197.58348209863505,1,2033.94760983889
Neighborhood -> Office -> Park -> Office,4,197.58348209863505,2,4067.89521967778
Neighborhood -> Office -> Park -> Office -> Gym / Fitness Center,5,197.58348209863505,1,1373.349240831387
Neighborhood -> Office -> Park -> Office -> Neighborhood,5,197.58348209863505,1,5509.0923832207645
Neighborhood -> Office -> Park -> Office -> Subway,5,197.58348209863505,1,2802.5906019291683
Neighborhood -> Office -> Park -> Subway,4,197.58348209863505,1,2802.5906019291683
Neighborhood -> Office -> Park -> Subway -> Neighborhood,5,197.58348209863505,1,5509.0923832207645
Neighborhood -> Office -> Park -> Subway -> Office,5,197.58348209863505,1,2033.94760983889
Neighborhood -> Office -> Subway,3,197.58348209863505,1,824.2913535085788
Neighborhood -> Office -> Subway -> Neighborhood,4,197.58348209863505,1,5509.0923832207645
Neighborhood -> Office -> Subway -> Neighborhood -> Office,5,197.58348209863505,1,2033.94760983889
Neighborhood -> Office -> Subway -> Office,4,197.58348209863505,1,2033.94760983889
Neighborhood -> Office -> Subway -> Office -> Gym / Fitness Center,5,197.58348209863505,1,2746.698481662774
Bar -> American Restaurant -> Gym / Fitness Center,3,196.1927486901982,1,196.1927486901982
Bar -> American Restaurant -> Gym / Fitness Center -> Bar,4,196.1927486901982,1,2029.665614870808
American Restaurant -> Train Station,2,196.13066237732153,9,196.13066237732153
American Restaurant -> Train Station -> Coffee Shop,3,196.13066237732153,1,1334.8441219295728
American Restaurant -> Train Station -> Coffee Shop -> Train Station,4,196.13066237732153,1,3443.1827395129776
Neighborhood -> Office -> Food & Drink Shop,3,194.21659288147336,1,194.21659288147336
American Restaurant -> Bar,2,192.6897735636843,15,192.6897735636843
American Restaurant -> Bar -> American Restaurant,3,192.6897735636843,1,406.789521967778
American Restaurant -> Bar -> American Restaurant -> Bar,4,192.6897735636843,1,2029.665614870808
American Restaurant -> Bar -> Bus Station,3,192.6897735636843,1,363.12285011812946
Subway -> Train Station,2,190.17579084519355,14,190.17579084519355
Subway -> Train Station -> American Restaurant,3,190.17579084519355,1,1743.3836655761913
Subway -> Train Station -> Gym / Fitness Center,3,190.17579084519355,3,784.7709947607927
Subway -> Train Station -> Gym / Fitness Center -> Train Station,4,190.17579084519355,4,4590.910319350637
Subway -> Train Station -> Gym / Fitness Center -> Train Station -> American Restaurant,5,190.17579084519355,1,4576.382122137502
Subway -> Train Station -> Gym / Fitness Center -> Train Station -> Gym / Fitness Center,5,190.17579084519355,1,686.6746204156935
Subway -> Train Station -> Subway,3,190.17579084519355,1,200.1850429949406
Subway -> Train Station -> Subway -> Train Station,4,190.17579084519355,2,6886.365479025955
Subway -> Train Station -> Subway -> Train Station -> Gym / Fitness Center,5,190.17579084519355,1,1373.349240831387
American Restaurant -> Coffee Shop,2,190.08856166718599,10,190.08856166718599
American Restaurant -> Coffee Shop -> American Restaurant,3,190.08856166718599,1,610.1842829516669
American Restaurant -> Coffee Shop -> Deli / Bodega,3,190.08856166718599,1,1228.1416140938009
American Restaurant -> Coffee Shop -> Deli / Bodega -> Coffee Shop,4,190.08856166718599,1,3003.3992743415383
American Restaurant -> Coffee Shop -> Office,3,190.08856166718599,2,406.789521967778
American Restaurant -> Coffee Shop -> Park,3,190.08856166718599,3,1296.9836328210322
American Restaurant -> Coffee Shop -> Train Station,3,190.08856166718599,1,344.3182739512977
American Restaurant -> Bar -> Subway,3,186.83937346194455,1,186.83937346194455
Office -> Neighborhood,2,185.96092432812708,6,185.96092432812708
Office -> Neighborhood -> Office,3,185.96092432812708,17,5762.851561210188
Office -> Neighborhood -> Office -> Coffee Shop,4,185.96092432812708,1,353.34109109900453
Office -> Neighborhood -> Office -> Coffee Shop -> Office,5,185.96092432812708,1,2033.94760983889
Office -> Neighborhood -> Office -> Deli / Bodega,4,185.96092432812708,1,361.2181217922944
