sequence,length,sequence_index,tail_event_count,last_density_ratio
Coffee Shop -> Office,2,691.2244322800634,141,691.2244322800634
Coffee Shop -> Office -> Other Great Outdoors,3,691.2244322800634,2,912.6102914993769
Coffee Shop -> Office -> Park,3,691.2244322800634,4,924.5229116494822
Other Great Outdoors -> Park,2,675.5232535119536,36,675.5232535119536
Coffee Shop -> Office -> Coffee Shop,3,633.1167393417752,3,633.1167393417752
Coffee Shop -> Office -> Coffee Shop -> Office,4,633.1167393417752,1,4145.735347917491
Coffee Shop -> Office -> Coffee Shop -> Train Station,4,633.1167393417752,1,7702.559396915515
Office -> Deli / Bodega,2,584.766880653625,61,584.766880653625
Office -> Deli / Bodega -> Office,3,584.766880653625,9,1834.99761301266
Office -> Deli / Bodega -> Park,3,584.766880653625,4,2137.0119761078195
Office -> Deli / Bodega -> Park -> Office,4,584.766880653625,1,3109.301510938118
Coffee Shop -> Office -> Deli / Bodega,3,571.5822352022413,2,571.5822352022413
Coffee Shop -> Office -> Deli / Bodega -> Park,4,571.5822352022413,1,16294.716317822124
Office -> Coffee Shop,2,526.8773644652232,101,526.8773644652232
Office -> Coffee Shop -> Office,3,526.8773644652232,25,3078.5163474634833
Office -> Coffee Shop -> Office -> Food & Drink Shop,4,526.8773644652232,1,948.7415167947983
Office -> Coffee Shop -> Park,3,526.8773644652232,3,968.0029495735915
Office -> Coffee Shop -> Park -> Office,4,526.8773644652232,1,4145.735347917491
Office -> Coffee Shop -> Train Station,3,526.8773644652232,3,686.3666789330657
Deli / Bodega -> Office,2,488.7603778597463,56,488.7603778597463
Deli / Bodega -> Office -> Bus Station,3,488.7603778597463,1,600.0018839756453
Deli / Bodega -> Office -> Coffee Shop,3,488.7603778597463,3,1195.5731283105843
Deli / Bodega -> Office -> Coffee Shop -> Office,4,488.7603778597463,7,29020.147435422434
Deli / Bodega -> Office -> Deli / Bodega,3,488.7603778597463,1,719.5812068171074
Residential Building (Apartment / Condo) -> Deli / Bodega,2,449.16533928711164,14,449.16533928711164
Office -> Coffee Shop -> Deli / Bodega,3,398.97571863126745,1,398.97571863126745
Neighborhood -> Park,2,389.4334717466923,19,389.4334717466923
Neighborhood -> Park -> Deli / Bodega,3,389.4334717466923,3,6362.612776067054
Neighborhood -> Park -> Deli / Bodega -> Park,4,389.4334717466923,1,10863.144211881416
