sequence,length,sequence_index,tail_event_count,last_density_ratio
Drugstore / Pharmacy -> Bank,2,1260.484235911756,9,1260.484235911756
Drugstore / Pharmacy -> Bank -> American Restaurant,3,1260.484235911756,1,5038.806521020003
Drugstore / Pharmacy -> Bank -> Coffee Shop,3,1260.484235911756,1,2392.6671097601893
Drugstore / Pharmacy -> Bank -> Subway,3,1260.484235911756,1,1895.8978543829096
Drugstore / Pharmacy -> Bus Station,2,1094.8394488887975,21,1094.8394488887975
Drugstore / Pharmacy -> Bus Station -> Coffee Shop,3,1094.8394488887975,2,2050.857522651591
Drugstore / Pharmacy -> Bus Station -> Food & Drink Shop,3,1094.8394488887975,2,2192.672138579626
Drugstore / Pharmacy -> Bus Station -> Train Station,3,1094.8394488887975,1,1163.0097988955258
Drugstore / Pharmacy -> Bus Station -> Train Station -> Food & Drink Shop,4,1094.8394488887975,1,23023.057455086073
Bank -> Drugstore / Pharmacy,2,1008.387388729405,8,1008.387388729405
Bank -> Drugstore / Pharmacy -> Bus Station,3,1008.387388729405,2,8498.039531851144
Bank -> Drugstore / Pharmacy -> Bus Station -> Coffee Shop,4,1008.387388729405,2,21534.003987841705
Bank -> Drugstore / Pharmacy -> Coffee Shop,3,1008.387388729405,2,5383.500996960426
Deli / Bodega -> Bank,2,910.3920382637577,11,910.3920382637577
Deli / Bodega -> Bank -> Office,3,910.3920382637577,1,1174.5820357004566
Deli / Bodega -> Bank -> Pizza Place,3,910.3920382637577,1,6403.9147154373895
Deli / Bodega -> Building,2,762.1754851251284,16,762.1754851251284
Deli / Bodega -> Building -> Bank,3,762.1754851251284,1,5136.473261340406
Deli / Bodega -> Building -> Deli / Bodega,3,762.1754851251284,1,2451.8512848694386
Deli / Bodega -> Building -> Hotel,3,762.1754851251284,3,10869.144311943537
Deli / Bodega -> Building -> Hotel -> Bank,4,762.1754851251284,1,27394.524060482163
Building -> Bank,2,751.3926599446536,8,751.3926599446536
Building -> Bank -> Deli / Bodega,3,751.3926599446536,1,4903.702569738877
Building -> Office,2,738.3087081545727,49,738.3087081545727
Building -> Office -> Building,3,738.3087081545727,1,908.5717367698109
Building -> Office -> Clothing Store,3,738.3087081545727,1,1122.8817368270968
Building -> Office -> Clothing Store -> College Academic Building,4,738.3087081545727,1,35094.60649910418
Building -> Office -> Coffee Shop,3,738.3087081545727,2,1318.40840741888
Building -> Office -> Coffee Shop -> Park,4,738.3087081545727,1,16492.384933956666
Building -> Office -> Park,3,738.3087081545727,1,1346.31713746585
Building -> Office -> College Academic Building,3,716.2164591653915,1,716.2164591653915
Office -> Building,2,708.7763598283899,42,708.7763598283899
Office -> Building -> Bank,3,708.7763598283899,1,1956.7517186058687
Office -> Building -> Bar,3,708.7763598283899,4,1081.0026976913541
Office -> Building -> Bar -> Other Great Outdoors,4,708.7763598283899,1,7502.891605162873
Office -> Building -> Clothing Store,3,708.7763598283899,1,1310.0286929649462
Office -> Building -> Coffee Shop,3,708.7763598283899,2,1025.4287613257954
Office -> Building -> Coffee Shop -> Office,4,708.7763598283899,1,6460.201196352511
Office -> Building -> Coffee Shop -> Park,4,708.7763598283899,1,16492.384933956666
Office -> Building -> Coffee Shop -> Park -> Office,5,708.7763598283899,1,12920.402392705022
Office -> Building -> Neighborhood,3,708.7763598283899,2,1799.2246646346885
Office -> Building -> Office,3,708.7763598283899,8,2461.029027181909
Office -> Building -> Office -> Building,4,708.7763598283899,1,5565.0018877150915
Office -> Building -> Other Great Outdoors,3,708.7763598283899,1,714.561105253607
Office -> Building -> Park,3,708.7763598283899,2,1570.7033270434918
Office -> Building -> Park -> Office,4,708.7763598283899,1,6460.201196352511
Building -> Office -> Subway,3,696.4522730386198,2,696.4522730386198
Coffee Shop -> Office,2,678.5175385887104,93,678.5175385887104
Coffee Shop -> Office -> Bank,3,678.5175385887104,1,883.6943245316827
Coffee Shop -> Office -> Bank -> Office,4,678.5175385887104,1,12920.402392705022
Coffee Shop -> Office -> Deli / Bodega,3,678.5175385887104,2,843.6477539335702
Coffee Shop -> Office -> Deli / Bodega -> Park,4,678.5175385887104,1,16492.384933956666
Coffee Shop -> Office -> Park,3,678.5175385887104,3,1064.024834448817
Coffee Shop -> Office -> Park -> Building,4,678.5175385887104,1,14840.005033906911
Building -> Deli / Bodega,2,672.5077809927603,15,672.5077809927603
Building -> Deli / Bodega -> Bank,3,672.5077809927603,2,10957.809624192865
Building -> Deli / Bodega -> Food & Drink Shop,3,672.5077809927603,1,1534.8704970057383
Building -> Deli / Bodega -> Gym / Fitness Center,3,672.5077809927603,1,1343.5079570272683
Building -> Deli / Bodega -> Office,3,672.5077809927603,1,861.3601595136681
Other Great Outdoors -> Park,2,660.7118771692963,25,660.7118771692963
Coffee Shop -> Office -> Drugstore / Pharmacy,3,642.4403524969596,1,642.4403524969596
American Restaurant -> Clothing Store,2,640.5262526720343,10,640.5262526720343
American Restaurant -> Clothing Store -> Food & Drink Shop,3,640.5262526720343,1,2302.3057455086073
American Restaurant -> Clothing Store -> Home (private),3,640.5262526720343,1,1000.6425176985779
Drugstore / Pharmacy -> Food & Drink Shop,2,635.6058806618855,18,635.6058806618855
Drugstore / Pharmacy -> Food & Drink Shop -> Coffee Shop,3,635.6058806618855,1,1196.3335548800947
Drugstore / Pharmacy -> Food & Drink Shop -> Coffee Shop -> College Academic Building,4,635.6058806618855,1,35094.60649910418
