sequence,length,participation_index,tail_event_count,last_participation_ratio
Office -> Building,2,0.14736842105263157,126,0.14736842105263157
Office -> Clothing Store,2,0.12160228898426323,85,0.12160228898426323
Office -> Coffee Shop,2,0.11941143180531975,211,0.11941143180531975
Office -> Hotel,2,0.1042296072507553,69,0.1042296072507553
Coffee Shop -> Clothing Store,2,0.09728183118741059,68,0.09728183118741059
Office -> Deli / Bodega,2,0.09621289662231321,94,0.09621289662231321
Coffee Shop -> Office,2,0.09491293956981905,278,0.09491293956981905
Bar -> Hotel,2,0.08006042296072508,53,0.08006042296072508
Bar -> American Restaurant,2,0.07971864009378664,68,0.07971864009378664
Office -> Bank,2,0.07743362831858407,35,0.07743362831858407
Coffee Shop -> Building,2,0.06900584795321638,59,0.06900584795321638
Gym / Fitness Center -> Clothing Store,2,0.06723891273247497,47,0.06723891273247497
Office -> Park,2,0.06598114824335904,77,0.06598114824335904
Food & Drink Shop -> Clothing Store,2,0.06437768240343347,45,0.06437768240343347
Bar -> Pizza Place,2,0.060550458715596334,33,0.060550458715596334
Office -> Neighborhood,2,0.05905511811023622,60,0.05905511811023622
Food & Drink Shop -> Park,2,0.05826906598114824,68,0.05826906598114824
Train Station -> Hotel,2,0.05740181268882175,38,0.05740181268882175
Gym / Fitness Center -> Office,2,0.05701604643222943,167,0.05701604643222943
Deli / Bodega -> Office,2,0.05667463298053943,166,0.05667463298053943
Coffee Shop -> Hotel,2,0.055891238670694864,37,0.055891238670694864
Coffee Shop -> Drugstore / Pharmacy,2,0.053125,34,0.053125
Subway -> Office,2,0.05155343120518949,151,0.05155343120518949
Bar -> Clothing Store,2,0.05150214592274678,36,0.05150214592274678
Deli / Bodega -> Building,2,0.05146198830409357,44,0.05146198830409357
Bus Station -> Hotel,2,0.0513595166163142,34,0.0513595166163142
Office -> Food & Drink Shop,2,0.04973037747153984,83,0.04973037747153984
Coffee Shop -> Bank,2,0.048672566371681415,22,0.048672566371681415
Office -> American Restaurant,2,0.04806565064478312,41,0.04806565064478312
Coffee Shop -> College Academic Building,2,0.04784240150093809,51,0.04784240150093809
Coffee Shop -> Train Station,2,0.04743833017077799,75,0.04743833017077799
Park -> Clothing Store,2,0.045779685264663805,32,0.045779685264663805
Subway -> Train Station,2,0.04554079696394687,72,0.04554079696394687
Office -> Gym / Fitness Center,2,0.04540709812108559,87,0.04540709812108559
American Restaurant -> Hotel,2,0.045317220543806644,30,0.045317220543806644
American Restaurant -> Clothing Store,2,0.044349070100143065,31,0.044349070100143065
Office -> Coffee Shop -> Office,3,0.04335950836462957,127,0.04335950836462957
Building -> Deli / Bodega,2,0.042988741044012284,42,0.042988741044012284
Subway -> Bank,2,0.0420353982300885,19,0.0420353982300885
Coffee Shop -> Park,2,0.04113110539845758,48,0.04113110539845758
Gym / Fitness Center -> American Restaurant,2,0.041031652989449004,35,0.041031652989449004
Building -> Office,2,0.04096961420279959,120,0.04096961420279959
Coffee Shop -> Deli / Bodega,2,0.04094165813715456,40,0.04094165813715456
Food & Drink Shop -> Drugstore / Pharmacy,2,0.040625,26,0.040625
Office -> College Academic Building,2,0.040337711069418386,43,0.040337711069418386
Office -> Subway,2,0.0398936170212766,90,0.0398936170212766
Food & Drink Shop -> Bank,2,0.03982300884955752,18,0.03982300884955752
Office -> Train Station,2,0.0392156862745098,62,0.0392156862745098
Office -> Drugstore / Pharmacy,2,0.0390625,25,0.0390625
Subway -> Park,2,0.037703513281919454,44,0.037703513281919454
Deli / Bodega -> Bank,2,0.03761061946902655,17,0.03761061946902655
Bus Station -> Drugstore / Pharmacy,2,0.0375,24,0.0375
Subway -> Drugstore / Pharmacy,2,0.0375,24,0.0375
Gym / Fitness Center -> Coffee Shop,2,0.03735144312393888,66,0.03735144312393888
Coffee Shop -> Gym / Fitness Center,2,0.03653444676409186,70,0.03653444676409186
Coffee Shop -> American Restaurant,2,0.035169988276670575,30,0.035169988276670575
Bar -> Bus Station,2,0.03436123348017621,39,0.03436123348017621
Food & Drink Shop -> Office,2,0.03414134516899966,100,0.03414134516899966
Park -> Food & Drink Shop,2,0.033553025763930495,56,0.033553025763930495
Drugstore / Pharmacy -> Bus Station,2,0.033480176211453744,38,0.033480176211453744
Subway -> Bus Station,2,0.033480176211453744,38,0.033480176211453744
Gym / Fitness Center -> Hotel,2,0.03323262839879154,22,0.03323262839879154
Coffee Shop -> Medical Center,2,0.0323943661971831,23,0.0323943661971831
Subway -> Food & Drink Shop,2,0.03235470341521869,54,0.03235470341521869
Other Great Outdoors -> Park,2,0.031705227077977724,37,0.031705227077977724
Office -> Pizza Place,2,0.031192660550458717,17,0.031192660550458717
Bar -> Coffee Shop,2,0.0311262026032824,55,0.0311262026032824
Hotel -> Train Station,2,0.03099304237824162,49,0.03099304237824162
Building -> Bank,2,0.030973451327433628,14,0.030973451327433628
Subway -> Deli / Bodega,2,0.030706243602865915,30,0.030706243602865915
Building -> Hotel,2,0.030211480362537766,20,0.030211480362537766
Park -> Office,2,0.030044383748719698,88,0.030044383748719698
Building -> Clothing Store,2,0.030042918454935622,21,0.030042918454935622
Coffee Shop -> Bus Station,2,0.029955947136563875,34,0.029955947136563875
Train Station -> Drugstore / Pharmacy,2,0.0296875,19,0.0296875
Building -> Coffee Shop,2,0.028862478777589132,51,0.028862478777589132
Gym / Fitness Center -> Bank,2,0.028761061946902654,13,0.028761061946902654
Gym / Fitness Center -> Deli / Bodega,2,0.028659160696008188,28,0.028659160696008188
Coffee Shop -> Office -> Clothing Store,3,0.02861230329041488,20,0.02861230329041488
Coffee Shop -> Subway,2,0.028368794326241134,64,0.028368794326241134
College Academic Building -> Medical Center,2,0.028169014084507043,20,0.028169014084507043
Gym / Fitness Center -> Drugstore / Pharmacy,2,0.028125,18,0.028125
Gym / Fitness Center -> Bar,2,0.02776965799473838,95,0.02776965799473838
Medical Center -> College Academic Building,2,0.027204502814258912,29,0.027204502814258912
American Restaurant -> Bar,2,0.027185033615901782,93,0.027185033615901782
Neighborhood -> Clothing Store,2,0.027181688125894134,19,0.027181688125894134
Food & Drink Shop -> Coffee Shop,2,0.027164685908319185,48,0.027164685908319185
Train Station -> Coffee Shop,2,0.027164685908319185,48,0.027164685908319185
Food & Drink Shop -> Gym / Fitness Center,2,0.027139874739039668,52,0.027139874739039668
Bar -> Office,2,0.026971662683509732,79,0.026971662683509732
Subway -> American Restaurant,2,0.026963657678780773,23,0.026963657678780773
Gym / Fitness Center -> Building,2,0.026900584795321637,23,0.026900584795321637
Food & Drink Shop -> Residential Building (Apartment / Condo),2,0.02689486552567237,22,0.02689486552567237
Neighborhood -> Office,2,0.026630249231819735,78,0.026630249231819735
Coffee Shop -> Food & Drink Shop,2,0.026363091671659677,44,0.026363091671659677
Train Station -> Coffee Shop -> Train Station,3,0.025932953826691967,41,0.025932953826691967
Hotel -> American Restaurant,2,0.02579132473622509,22,0.02579132473622509
Subway -> Clothing Store,2,0.02575107296137339,18,0.02575107296137339
Bar -> Neighborhood,2,0.025590551181102362,26,0.025590551181102362
Deli / Bodega -> Office -> Deli / Bodega,3,0.0255885363357216,25,0.0255885363357216
Gym / Fitness Center -> Train Station,2,0.02530044275774826,40,0.02530044275774826
Bar -> Food & Drink Shop,2,0.025164769322947873,42,0.025164769322947873
Gym / Fitness Center -> Food & Drink Shop,2,0.025164769322947873,42,0.025164769322947873
Bar -> Gym / Fitness Center,2,0.025052192066805846,48,0.025052192066805846
Clothing Store -> Park,2,0.024850042844901457,29,0.024850042844901457
Bar -> Train Station,2,0.024667931688804556,39,0.024667931688804556
Coffee Shop -> Office -> Building,3,0.02456140350877193,21,0.02456140350877193
Drugstore / Pharmacy -> Bank,2,0.024336283185840708,11,0.024336283185840708
Bar -> Park,2,0.023993144815766924,28,0.023993144815766924
Coffee Shop -> Pizza Place,2,0.023853211009174313,13,0.023853211009174313
Food & Drink Shop -> Pizza Place,2,0.023853211009174313,13,0.023853211009174313
Deli / Bodega -> Coffee Shop,2,0.023769100169779286,42,0.023769100169779286
Coffee Shop -> Neighborhood,2,0.023622047244094488,24,0.023622047244094488
Office -> Deli / Bodega -> Office,3,0.023557528166609765,69,0.023557528166609765
American Restaurant -> Train Station,2,0.02340290955091714,37,0.02340290955091714
Park -> Coffee Shop,2,0.02320316921335597,41,0.02320316921335597
Deli / Bodega -> Park,2,0.02313624678663239,27,0.02313624678663239
Train Station -> Clothing Store,2,0.022889842632331903,16,0.022889842632331903
Office -> Coffee Shop -> Clothing Store,3,0.022889842632331903,16,0.022889842632331903
Train Station -> Hotel -> Train Station,3,0.022770398481973434,36,0.022770398481973434
Drugstore / Pharmacy -> Food & Drink Shop,2,0.022768124625524265,38,0.022768124625524265
Subway -> Coffee Shop,2,0.022637238256932653,40,0.022637238256932653
Subway -> Medical Center,2,0.022535211267605635,16,0.022535211267605635
Office -> Bar,2,0.022508038585209004,77,0.022508038585209004
Train Station -> Building,2,0.022222222222222223,19,0.022222222222222223
Deli / Bodega -> Office -> Building,3,0.022222222222222223,19,0.022222222222222223
Hotel -> Bank,2,0.022123893805309734,10,0.022123893805309734
Gym / Fitness Center -> Pizza Place,2,0.022018348623853212,12,0.022018348623853212
Coffee Shop -> Bar,2,0.021923414206372407,75,0.021923414206372407
Bank -> Drugstore / Pharmacy,2,0.021875,14,0.021875
Gym / Fitness Center -> College Academic Building,2,0.021575984990619138,23,0.021575984990619138
Park -> Deli / Bodega,2,0.021494370522006142,21,0.021494370522006142
Gym / Fitness Center -> Park,2,0.021422450728363324,25,0.021422450728363324
Park -> Food & Drink Shop -> Park,3,0.021422450728363324,25,0.021422450728363324
Hotel -> Office,2,0.02116763400477979,62,0.02116763400477979
Subway -> Hotel,2,0.021148036253776436,14,0.021148036253776436
Hotel -> Bus Station,2,0.021145374449339206,24,0.021145374449339206
