sequence,length,participation_index,tail_event_count,last_participation_ratio
Office -> Clothing Store,2,0.21706586826347304,145,0.21706586826347304
Office -> Building,2,0.18315018315018314,150,0.18315018315018314
Coffee Shop -> Clothing Store,2,0.16766467065868262,112,0.16766467065868262
Office -> Coffee Shop,2,0.16676487919858574,283,0.16676487919858574
Office -> Hotel,2,0.15830721003134796,101,0.15830721003134796
Bar -> Hotel,2,0.1536050156739812,98,0.1536050156739812
Coffee Shop -> Office,2,0.13436510728104115,382,0.13436510728104115
Office -> Deli / Bodega,2,0.12686567164179105,119,0.12686567164179105
Gym / Fitness Center -> Clothing Store,2,0.12275449101796407,82,0.12275449101796407
Office -> Park,2,0.11363636363636363,125,0.11363636363636363
Bar -> American Restaurant,2,0.11042183622828784,89,0.11042183622828784
Office -> Bank,2,0.10779816513761468,47,0.10779816513761468
Gym / Fitness Center -> Office,2,0.10200492437565951,290,0.10200492437565951
Bar -> Pizza Place,2,0.10192307692307692,53,0.10192307692307692
Coffee Shop -> Building,2,0.10012210012210013,82,0.10012210012210013
Food & Drink Shop -> Clothing Store,2,0.09431137724550898,63,0.09431137724550898
American Restaurant -> Hotel,2,0.09090909090909091,58,0.09090909090909091
Office -> American Restaurant,2,0.08933002481389578,72,0.08933002481389578
Office -> Food & Drink Shop,2,0.08640406607369759,136,0.08640406607369759
Food & Drink Shop -> Park,2,0.08545454545454545,94,0.08545454545454545
Coffee Shop -> Hotel,2,0.08307210031347963,53,0.08307210031347963
Office -> Neighborhood,2,0.08158995815899582,78,0.08158995815899582
Bar -> Clothing Store,2,0.08083832335329341,54,0.08083832335329341
Coffee Shop -> American Restaurant,2,0.0794044665012407,64,0.0794044665012407
Train Station -> Hotel,2,0.07836990595611286,50,0.07836990595611286
Deli / Bodega -> Office,2,0.07738304607808653,220,0.07738304607808653
Coffee Shop -> Train Station,2,0.07545931758530183,115,0.07545931758530183
Office -> Gym / Fitness Center,2,0.07522837184309511,140,0.07522837184309511
Coffee Shop -> College Academic Building,2,0.07436399217221135,76,0.07436399217221135
Coffee Shop -> Drugstore / Pharmacy,2,0.07236842105263158,44,0.07236842105263158
Bus Station -> Hotel,2,0.07210031347962383,46,0.07210031347962383
Coffee Shop -> Bank,2,0.07110091743119266,31,0.07110091743119266
Office -> Drugstore / Pharmacy,2,0.06907894736842106,42,0.06907894736842106
Coffee Shop -> Gym / Fitness Center,2,0.06824288017195057,127,0.06824288017195057
Office -> Coffee Shop -> Office,3,0.06788603587759409,193,0.06788603587759409
Subway -> Office,2,0.06718255364052057,191,0.06718255364052057
Subway -> Train Station,2,0.06692913385826772,102,0.06692913385826772
Office -> Pizza Place,2,0.06538461538461539,34,0.06538461538461539
Coffee Shop -> Deli / Bodega,2,0.0650319829424307,61,0.0650319829424307
Office -> Subway,2,0.0641860465116279,138,0.0641860465116279
Building -> Deli / Bodega,2,0.06396588486140725,60,0.06396588486140725
American Restaurant -> Clothing Store,2,0.06287425149700598,42,0.06287425149700598
Coffee Shop -> Park,2,0.06272727272727273,69,0.06272727272727273
Subway -> Drugstore / Pharmacy,2,0.0625,38,0.0625
Deli / Bodega -> Building,2,0.06227106227106227,51,0.06227106227106227
Gym / Fitness Center -> American Restaurant,2,0.062034739454094295,50,0.062034739454094295
Food & Drink Shop -> Bank,2,0.06192660550458716,27,0.06192660550458716
Building -> Office,2,0.06085121350685895,173,0.06085121350685895
Gym / Fitness Center -> Coffee Shop,2,0.06069534472598703,103,0.06069534472598703
Food & Drink Shop -> Drugstore / Pharmacy,2,0.05921052631578947,36,0.05921052631578947
Gym / Fitness Center -> Train Station,2,0.0583989501312336,89,0.0583989501312336
Subway -> Park,2,0.05818181818181818,64,0.05818181818181818
Bar -> Train Station,2,0.05774278215223097,88,0.05774278215223097
Office -> Train Station,2,0.05774278215223097,88,0.05774278215223097
Coffee Shop -> Office -> Clothing Store,3,0.05688622754491018,38,0.05688622754491018
Office -> College Academic Building,2,0.05675146771037182,58,0.05675146771037182
Gym / Fitness Center -> Hotel,2,0.05642633228840126,36,0.05642633228840126
Deli / Bodega -> Bank,2,0.05504587155963303,24,0.05504587155963303
Gym / Fitness Center -> Bar,2,0.054786088027085254,178,0.054786088027085254
Park -> Clothing Store,2,0.05389221556886228,36,0.05389221556886228
American Restaurant -> Bar,2,0.0538627269929209,175,0.0538627269929209
Hotel -> Train Station,2,0.05380577427821522,82,0.05380577427821522
Bar -> Bus Station,2,0.053406998158379376,58,0.053406998158379376
Gym / Fitness Center -> Deli / Bodega,2,0.05223880597014925,49,0.05223880597014925
Coffee Shop -> Pizza Place,2,0.051923076923076926,27,0.051923076923076926
Subway -> Bank,2,0.05045871559633028,22,0.05045871559633028
Gym / Fitness Center -> Food & Drink Shop,2,0.04955527318932656,78,0.04955527318932656
Bus Station -> Drugstore / Pharmacy,2,0.049342105263157895,30,0.049342105263157895
Gym / Fitness Center -> College Academic Building,2,0.04892367906066536,50,0.04892367906066536
Subway -> Food & Drink Shop,2,0.04891994917407878,77,0.04891994917407878
Park -> Food & Drink Shop,2,0.048284625158831,76,0.048284625158831
Food & Drink Shop -> Office,2,0.0481885332395357,137,0.0481885332395357
Office -> Coffee Shop -> Clothing Store,3,0.04790419161676647,32,0.04790419161676647
Bar -> Drugstore / Pharmacy,2,0.047697368421052634,29,0.047697368421052634
Gym / Fitness Center -> Drugstore / Pharmacy,2,0.047697368421052634,29,0.047697368421052634
Subway -> Clothing Store,2,0.04640718562874251,31,0.04640718562874251
Gym / Fitness Center -> Building,2,0.0463980463980464,38,0.0463980463980464
Park -> Office,2,0.04607808652831516,131,0.04607808652831516
Coffee Shop -> Bus Station,2,0.04604051565377532,50,0.04604051565377532
Bar -> Coffee Shop,2,0.04596346493812611,78,0.04596346493812611
Hotel -> American Restaurant,2,0.04590570719602978,37,0.04590570719602978
Building -> Bank,2,0.045871559633027525,20,0.045871559633027525
Park -> Food & Drink Shop -> Park,3,0.045454545454545456,50,0.045454545454545456
Coffee Shop -> Office -> Building,3,0.045177045177045176,37,0.045177045177045176
Deli / Bodega -> Office -> Deli / Bodega,3,0.04477611940298507,42,0.04477611940298507
Bar -> Office,2,0.044319380935631376,126,0.044319380935631376
Food & Drink Shop -> Gym / Fitness Center,2,0.04406233207952714,82,0.04406233207952714
Coffee Shop -> Bar,2,0.04401354262850108,143,0.04401354262850108
Office -> Bar,2,0.04401354262850108,143,0.04401354262850108
Coffee Shop -> Neighborhood,2,0.043933054393305436,42,0.043933054393305436
Coffee Shop -> Food & Drink Shop,2,0.04383735705209657,69,0.04383735705209657
Subway -> American Restaurant,2,0.043424317617866005,35,0.043424317617866005
Bar -> Neighborhood,2,0.04288702928870293,41,0.04288702928870293
Park -> Office -> Park,3,0.042727272727272725,47,0.042727272727272725
Subway -> Bus Station,2,0.0423572744014733,46,0.0423572744014733
Building -> Clothing Store,2,0.041916167664670656,28,0.041916167664670656
Building -> Coffee Shop,2,0.041838538597525045,71,0.041838538597525045
Food & Drink Shop -> Coffee Shop,2,0.041838538597525045,71,0.041838538597525045
Bar -> Park,2,0.04181818181818182,46,0.04181818181818182
Gym / Fitness Center -> Bank,2,0.04128440366972477,18,0.04128440366972477
Clothing Store -> Park,2,0.04090909090909091,45,0.04090909090909091
Building -> Hotel,2,0.04075235109717868,26,0.04075235109717868
Subway -> Deli / Bodega,2,0.04051172707889126,38,0.04051172707889126
Gym / Fitness Center -> Office -> Clothing Store,3,0.040419161676646706,27,0.040419161676646706
Office -> Coffee Shop -> Building,3,0.040293040293040296,33,0.040293040293040296
Train Station -> Hotel -> Train Station,3,0.04002624671916011,61,0.04002624671916011
Office -> Food & Drink Shop -> Park,3,0.04,44,0.04
Drugstore / Pharmacy -> Bus Station,2,0.03959484346224678,43,0.03959484346224678
Train Station -> Drugstore / Pharmacy,2,0.039473684210526314,24,0.039473684210526314
Neighborhood -> Clothing Store,2,0.038922155688622756,26,0.038922155688622756
Bar -> Gym / Fitness Center,2,0.03868887694787748,72,0.03868887694787748
Coffee Shop -> Subway,2,0.038604651162790694,83,0.038604651162790694
Gym / Fitness Center -> Pizza Place,2,0.038461538461538464,20,0.038461538461538464
Office -> Subway -> Park,3,0.038181818181818185,42,0.038181818181818185
Neighborhood -> Office,2,0.03798804080196975,108,0.03798804080196975
Coffee Shop -> Medical Center,2,0.037900874635568516,26,0.037900874635568516
Bar -> Food & Drink Shop,2,0.03748411689961881,59,0.03748411689961881
College Academic Building -> Clothing Store,2,0.0374251497005988,25,0.0374251497005988
Train Station -> Clothing Store,2,0.0374251497005988,25,0.0374251497005988
Food & Drink Shop -> American Restaurant,2,0.03722084367245657,30,0.03722084367245657
Clothing Store -> Bar,2,0.03693444136657433,120,0.03693444136657433
Hotel -> Office,2,0.03693281744635948,105,0.03693281744635948
Office -> Deli / Bodega -> Office,3,0.036581076327822724,104,0.036581076327822724
Food & Drink Shop -> Pizza Place,2,0.03653846153846154,19,0.03653846153846154
Deli / Bodega -> Coffee Shop,2,0.03653506187389511,62,0.03653506187389511
Subway -> Coffee Shop,2,0.03653506187389511,62,0.03653506187389511
Train Station -> Coffee Shop,2,0.03653506187389511,62,0.03653506187389511
Train Station -> Coffee Shop -> Train Station,3,0.03653506187389511,81,0.0531496062992126
American Restaurant -> Train Station,2,0.03608923884514436,55,0.03608923884514436
Office -> Gym / Fitness Center -> Clothing Store,3,0.03592814371257485,24,0.03592814371257485
Other Great Outdoors -> Park,2,0.035454545454545454,39,0.035454545454545454
Hotel -> Bus Station,2,0.034990791896869246,38,0.034990791896869246
College Academic Building -> Medical Center,2,0.03498542274052478,24,0.03498542274052478
American Restaurant -> Coffee Shop,2,0.0347672362993518,59,0.0347672362993518
Coffee Shop -> Office -> Coffee Shop,3,0.0347672362993518,59,0.0347672362993518
Clothing Store -> American Restaurant,2,0.034739454094292806,28,0.034739454094292806
Deli / Bodega -> Pizza Place,2,0.03461538461538462,18,0.03461538461538462
Subway -> Pizza Place,2,0.03461538461538462,18,0.03461538461538462
Deli / Bodega -> Park,2,0.034545454545454546,38,0.034545454545454546
Food & Drink Shop -> Hotel,2,0.034482758620689655,22,0.034482758620689655
Food & Drink Shop -> Residential Building (Apartment / Condo),2,0.034482758620689655,27,0.034482758620689655
Gym / Fitness Center -> Park,2,0.03363636363636364,37,0.03363636363636364
Subway -> Building,2,0.03296703296703297,27,0.03296703296703297
Building -> Office -> Building,3,0.03296703296703297,27,0.03296703296703297
Office -> Coffee Shop -> Office -> Clothing Store,4,0.03293413173652695,22,0.03293413173652695
Bar -> Bus Station -> Hotel,3,0.032915360501567396,21,0.032915360501567396
Hotel -> Train Station -> Hotel,3,0.032915360501567396,21,0.032915360501567396
Subway -> Food & Drink Shop -> Park,3,0.03272727272727273,36,0.03272727272727273
Office -> Neighborhood -> Office,3,0.0327119240239184,93,0.0327119240239184
Clothing Store -> Coffee Shop,2,0.03241013553329405,55,0.03241013553329405
Park -> American Restaurant,2,0.03225806451612903,26,0.03225806451612903
American Restaurant -> Park,2,0.031818181818181815,35,0.031818181818181815
Clothing Store -> Building,2,0.031746031746031744,26,0.031746031746031744
Clothing Store -> Coffee Shop -> Clothing Store,3,0.03143712574850299,21,0.03143712574850299
Office -> Subway -> Clothing Store,3,0.03143712574850299,21,0.03143712574850299
Food & Drink Shop -> Bar,2,0.03139427516158818,102,0.03139427516158818
Clothing Store -> Hotel,2,0.03134796238244514,20,0.03134796238244514
Subway -> Hotel,2,0.03134796238244514,20,0.03134796238244514
Medical Center -> College Academic Building,2,0.03131115459882583,32,0.03131115459882583
Park -> Coffee Shop,2,0.031231585150265175,53,0.031231585150265175
Hotel -> Bar,2,0.031086488150200063,101,0.031086488150200063
Bar -> Deli / Bodega,2,0.03091684434968017,29,0.03091684434968017
Clothing Store -> Gym / Fitness Center,2,0.03062869425040301,57,0.03062869425040301
Office -> Medical Center,2,0.030612244897959183,21,0.030612244897959183
Subway -> Medical Center,2,0.030612244897959183,21,0.030612244897959183
Office -> Food & Drink Shop -> Clothing Store,3,0.029940119760479042,20,0.029940119760479042
Clothing Store -> Food & Drink Shop,2,0.02986022871664549,47,0.02986022871664549
Drugstore / Pharmacy -> Food & Drink Shop,2,0.02986022871664549,47,0.02986022871664549
Gym / Fitness Center -> Office -> Deli / Bodega,3,0.029850746268656716,28,0.029850746268656716
Hotel -> Bank,2,0.02981651376146789,13,0.02981651376146789
Office -> Subway -> Office,3,0.029546253957087584,84,0.029546253957087584
Office -> Coffee Shop -> Train Station,3,0.02952755905511811,45,0.02952755905511811
Deli / Bodega -> College Academic Building,2,0.029354207436399216,30,0.029354207436399216
Park -> College Academic Building,2,0.029354207436399216,30,0.029354207436399216
Deli / Bodega -> Office -> Building,3,0.029304029304029304,24,0.029304029304029304
Park -> Coffee Shop -> Park,3,0.02909090909090909,32,0.02909090909090909
Building -> Office -> Deli / Bodega,3,0.028784648187633263,27,0.028784648187633263
Gym / Fitness Center -> Subway,2,0.028372093023255815,61,0.028372093023255815
Park -> Neighborhood,2,0.028242677824267783,27,0.028242677824267783
Bar -> American Restaurant -> Hotel,3,0.02821316614420063,18,0.02821316614420063
Bar -> Building,2,0.028083028083028084,23,0.028083028083028084
Subway -> Bar,2,0.028008618036318867,91,0.028008618036318867
Bank -> Drugstore / Pharmacy,2,0.027960526315789474,17,0.027960526315789474
Coffee Shop -> Office -> Deli / Bodega,3,0.02771855010660981,26,0.02771855010660981
Other Great Outdoors -> Bus Station,2,0.027624309392265192,30,0.027624309392265192
Bus Station -> Train Station,2,0.027559055118110236,42,0.027559055118110236
Gym / Fitness Center -> Office -> Bank,3,0.027522935779816515,12,0.027522935779816515
Building -> College Academic Building,2,0.0273972602739726,28,0.0273972602739726
Building -> Park,2,0.02727272727272727,30,0.02727272727272727
Deli / Bodega -> Clothing Store,2,0.02694610778443114,18,0.02694610778443114
Drugstore / Pharmacy -> Clothing Store,2,0.02694610778443114,18,0.02694610778443114
Office -> Building -> Clothing Store,3,0.02694610778443114,18,0.02694610778443114
Bar -> Train Station -> Hotel,3,0.02664576802507837,17,0.02664576802507837
Train Station -> Hotel -> Train Station -> Hotel,4,0.02664576802507837,17,0.02664576802507837
Train Station -> Subway,2,0.026511627906976743,57,0.026511627906976743
